    # time       flux      error   full_mod       base    transit   det_flux
8560.381713   0.999620   0.000930   1.000004   1.000004   1.000000   0.999616
8560.383101   0.998625   0.000930   1.000004   1.000004   1.000000   0.998621
8560.384490   1.000259   0.000930   1.000004   1.000004   1.000000   1.000255
8560.385879   1.000353   0.000930   1.000004   1.000004   1.000000   1.000349
8560.387268   1.000194   0.000932   1.000004   1.000004   1.000000   1.000190
8560.388657   1.000513   0.000931   1.000004   1.000004   1.000000   1.000509
8560.390046   0.998473   0.000929   1.000004   1.000004   1.000000   0.998469
8560.391435   0.998849   0.000930   1.000004   1.000004   1.000000   0.998845
8560.392824   1.000213   0.000931   1.000004   1.000004   1.000000   1.000209
8560.394212   0.998876   0.000931   1.000004   1.000004   1.000000   0.998872
8560.395601   1.000059   0.000931   1.000004   1.000004   1.000000   1.000055
8560.396990   1.000917   0.000932   1.000004   1.000004   1.000000   1.000913
8560.398379   1.000648   0.000931   1.000004   1.000004   1.000000   1.000644
8560.399768   0.999138   0.000931   1.000004   1.000004   1.000000   0.999134
8560.401157   0.999832   0.000932   1.000004   1.000004   1.000000   0.999828
8560.402546   0.999705   0.000931   1.000004   1.000004   1.000000   0.999701
8560.403934   1.000901   0.000930   1.000004   1.000004   1.000000   1.000897
8560.405323   0.999340   0.000931   1.000004   1.000004   1.000000   0.999336
8560.406712   0.999574   0.000931   1.000004   1.000004   1.000000   0.999570
8560.408101   0.998591   0.000930   1.000004   1.000004   1.000000   0.998587
8560.409490   1.000915   0.000932   1.000004   1.000004   1.000000   1.000911
8560.410879   1.000989   0.000932   1.000004   1.000004   1.000000   1.000985
8560.412268   0.999863   0.000930   1.000004   1.000004   1.000000   0.999859
8560.413656   0.999784   0.000930   1.000004   1.000004   1.000000   0.999780
8560.415045   0.999133   0.000932   1.000004   1.000004   1.000000   0.999129
8560.416434   0.999379   0.000930   1.000004   1.000004   1.000000   0.999375
8560.417823   0.999570   0.000930   1.000004   1.000004   1.000000   0.999566
8560.419212   0.999299   0.000930   1.000004   1.000004   1.000000   0.999295
8560.420601   0.998800   0.000930   1.000004   1.000004   1.000000   0.998796
8560.421990   1.000081   0.000930   1.000004   1.000004   1.000000   1.000077
8560.423379   0.998911   0.000930   1.000004   1.000004   1.000000   0.998907
8560.424767   0.999188   0.000930   1.000004   1.000004   1.000000   0.999184
8560.426156   1.000161   0.000931   1.000004   1.000004   1.000000   1.000157
8560.427545   0.999968   0.000930   1.000004   1.000004   1.000000   0.999964
8560.428934   1.000108   0.000931   1.000004   1.000004   1.000000   1.000104
8560.430323   1.000489   0.000930   1.000004   1.000004   1.000000   1.000485
8560.431712   1.000476   0.000930   1.000004   1.000004   1.000000   1.000472
8560.433101   1.000494   0.000931   1.000004   1.000004   1.000000   1.000490
8560.434489   1.000306   0.000930   1.000004   1.000004   1.000000   1.000302
8560.435878   1.000144   0.000932   1.000004   1.000004   1.000000   1.000140
8560.437267   1.001125   0.000930   1.000004   1.000004   1.000000   1.001121
8560.438656   0.998881   0.000931   1.000004   1.000004   1.000000   0.998877
8560.440045   1.000090   0.000931   1.000004   1.000004   1.000000   1.000086
8560.441434   0.998769   0.000930   1.000004   1.000004   1.000000   0.998765
8560.442823   1.000022   0.000931   1.000004   1.000004   1.000000   1.000018
8560.444211   0.999296   0.000930   1.000004   1.000004   1.000000   0.999292
8560.445600   0.999161   0.000931   1.000004   1.000004   1.000000   0.999157
8560.446989   0.999743   0.000931   1.000004   1.000004   1.000000   0.999739
8560.448378   1.000746   0.000930   1.000004   1.000004   1.000000   1.000742
8560.449767   0.999701   0.000932   1.000004   1.000004   1.000000   0.999697
8560.451156   1.000824   0.000931   1.000004   1.000004   1.000000   1.000820
8560.452545   1.000162   0.000931   1.000004   1.000004   1.000000   1.000158
8560.453933   0.999659   0.000931   1.000004   1.000004   1.000000   0.999655
8560.455322   1.000206   0.000930   1.000004   1.000004   1.000000   1.000202
8560.456711   1.000887   0.000931   1.000004   1.000004   1.000000   1.000883
8560.458100   1.001998   0.000931   1.000004   1.000004   1.000000   1.001994
8560.459489   0.999373   0.000932   1.000004   1.000004   1.000000   0.999369
8560.460878   1.000664   0.000930   1.000004   1.000004   1.000000   1.000660
8560.462267   1.001591   0.000931   1.000004   1.000004   1.000000   1.001587
8560.463656   0.999662   0.000931   1.000004   1.000004   1.000000   0.999658
8560.465044   0.999410   0.000930   1.000004   1.000004   1.000000   0.999406
8560.466433   1.000562   0.000931   1.000004   1.000004   1.000000   1.000558
8560.467822   1.000768   0.000931   1.000004   1.000004   1.000000   1.000764
8560.469211   0.999871   0.000931   1.000004   1.000004   1.000000   0.999867
8560.470600   0.998839   0.000931   1.000004   1.000004   1.000000   0.998835
8560.471989   1.001441   0.000932   1.000004   1.000004   1.000000   1.001437
8560.473378   0.998237   0.000929   1.000004   1.000004   1.000000   0.998233
8560.474766   0.999813   0.000929   1.000004   1.000004   1.000000   0.999809
8560.476155   1.000402   0.000931   1.000004   1.000004   1.000000   1.000398
8560.477544   1.000069   0.000929   1.000004   1.000004   1.000000   1.000065
8560.478933   1.001802   0.000932   1.000004   1.000004   1.000000   1.001798
8560.480322   0.999512   0.000931   1.000004   1.000004   1.000000   0.999508
8560.481711   0.998804   0.000930   1.000004   1.000004   1.000000   0.998800
8560.483100   0.999062   0.000931   1.000004   1.000004   1.000000   0.999058
8560.484488   1.000436   0.000932   1.000004   1.000004   1.000000   1.000432
8560.485877   1.000985   0.000932   1.000004   1.000004   1.000000   1.000981
8560.487266   1.000355   0.000931   1.000004   1.000004   1.000000   1.000351
8560.488655   0.999840   0.000931   1.000004   1.000004   1.000000   0.999836
8560.490044   1.000682   0.000931   1.000004   1.000004   1.000000   1.000678
8560.491433   0.999854   0.000931   1.000004   1.000004   1.000000   0.999850
8560.492822   1.002317   0.000931   1.000004   1.000004   1.000000   1.002313
8560.494210   1.001117   0.000931   1.000004   1.000004   1.000000   1.001113
8560.495599   1.000189   0.000931   1.000004   1.000004   1.000000   1.000185
8560.496988   0.997703   0.000930   1.000004   1.000004   1.000000   0.997699
8560.498377   1.001108   0.000931   1.000004   1.000004   1.000000   1.001104
8560.499766   0.999672   0.000931   1.000004   1.000004   1.000000   0.999668
8560.501155   0.999269   0.000931   1.000004   1.000004   1.000000   0.999265
8560.502544   0.999416   0.000932   1.000004   1.000004   1.000000   0.999412
8560.503933   1.000233   0.000930   1.000004   1.000004   1.000000   1.000229
8560.505321   1.001276   0.000930   1.000004   1.000004   1.000000   1.001272
8560.506710   1.000378   0.000931   1.000004   1.000004   1.000000   1.000374
8560.508099   0.999454   0.000930   1.000004   1.000004   1.000000   0.999450
8560.509488   0.998467   0.000931   1.000004   1.000004   1.000000   0.998463
8560.510877   1.001405   0.000933   1.000004   1.000004   1.000000   1.001401
8560.512266   0.999840   0.000931   1.000004   1.000004   1.000000   0.999836
8560.513655   1.000069   0.000930   1.000004   1.000004   1.000000   1.000065
8560.515043   0.998098   0.000931   1.000004   1.000004   1.000000   0.998094
8560.516432   0.999159   0.000931   1.000004   1.000004   1.000000   0.999155
8560.517821   0.999064   0.000930   1.000004   1.000004   1.000000   0.999060
8560.519210   1.000013   0.000932   1.000004   1.000004   1.000000   1.000009
8560.520599   0.998137   0.000930   1.000004   1.000004   1.000000   0.998133
8560.521988   1.002355   0.000932   1.000004   1.000004   1.000000   1.002351
8560.523377   1.000223   0.000930   1.000004   1.000004   1.000000   1.000219
8560.524765   0.999004   0.000930   1.000004   1.000004   1.000000   0.999000
8560.526154   1.000887   0.000931   1.000004   1.000004   1.000000   1.000883
8560.527543   1.000691   0.000931   1.000004   1.000004   1.000000   1.000687
8560.528932   1.000253   0.000931   1.000004   1.000004   1.000000   1.000249
8560.530321   1.000339   0.000930   1.000004   1.000004   1.000000   1.000335
8560.531710   1.000642   0.000931   1.000004   1.000004   1.000000   1.000638
8560.533099   0.999821   0.000931   1.000004   1.000004   1.000000   0.999817
8560.534488   1.000520   0.000932   1.000004   1.000004   1.000000   1.000516
8560.535876   1.002600   0.000931   1.000004   1.000004   1.000000   1.002596
8560.537265   0.999901   0.000930   1.000004   1.000004   1.000000   0.999897
8560.538654   0.999513   0.000930   1.000004   1.000004   1.000000   0.999509
8560.540043   1.000348   0.000931   1.000004   1.000004   1.000000   1.000344
8560.541432   1.001159   0.000932   1.000004   1.000004   1.000000   1.001155
8560.542821   1.001395   0.000930   1.000004   1.000004   1.000000   1.001391
8560.544210   0.999782   0.000932   1.000004   1.000004   1.000000   0.999778
8560.545598   0.997764   0.000930   1.000004   1.000004   1.000000   0.997760
8560.546987   1.000230   0.000931   1.000004   1.000004   1.000000   1.000226
8560.548376   0.999650   0.000930   1.000004   1.000004   1.000000   0.999646
8560.549765   1.000843   0.000932   1.000004   1.000004   1.000000   1.000839
8560.551154   0.998389   0.000930   1.000004   1.000004   1.000000   0.998385
8560.552543   1.000846   0.000929   1.000004   1.000004   1.000000   1.000842
8560.553932   0.997999   0.000931   1.000004   1.000004   1.000000   0.997995
8560.555320   0.999880   0.000931   1.000004   1.000004   1.000000   0.999876
8560.556709   0.998787   0.000930   1.000004   1.000004   1.000000   0.998783
8560.558098   0.999225   0.000931   1.000004   1.000004   1.000000   0.999221
8560.559487   0.999740   0.000931   1.000004   1.000004   1.000000   0.999736
8560.560876   1.000506   0.000929   1.000004   1.000004   1.000000   1.000502
8560.562265   1.000536   0.000932   1.000004   1.000004   1.000000   1.000532
8560.563654   1.001233   0.000931   0.999989   1.000004   0.999984   1.001229
8560.565042   0.999139   0.000932   0.999755   1.000004   0.999751   0.999135
8560.566431   0.999313   0.000930   0.999359   1.000004   0.999355   0.999309
8560.567820   1.000331   0.000931   0.998844   1.000004   0.998840   1.000327
8560.569209   0.998605   0.000930   0.998235   1.000004   0.998231   0.998601
8560.570598   0.997461   0.000931   0.997551   1.000004   0.997547   0.997457
8560.571987   0.998228   0.000930   0.996810   1.000004   0.996806   0.998224
8560.573376   0.996892   0.000929   0.996029   1.000004   0.996025   0.996888
8560.574765   0.994550   0.000930   0.995224   1.000004   0.995220   0.994546
8560.576153   0.995658   0.000929   0.994414   1.000004   0.994410   0.995654
8560.577542   0.993666   0.000928   0.993621   1.000004   0.993617   0.993662
8560.578931   0.992526   0.000929   0.992871   1.000004   0.992867   0.992522
8560.580320   0.992519   0.000929   0.992205   1.000004   0.992201   0.992515
8560.581709   0.989935   0.000927   0.991719   1.000004   0.991715   0.989931
8560.583098   0.991252   0.000928   0.991437   1.000004   0.991433   0.991248
8560.584487   0.992002   0.000928   0.991195   1.000004   0.991191   0.991998
8560.585875   0.991526   0.000928   0.990980   1.000004   0.990976   0.991522
8560.587264   0.991592   0.000928   0.990786   1.000004   0.990782   0.991588
8560.588653   0.990343   0.000927   0.990608   1.000004   0.990604   0.990339
8560.590042   0.990349   0.000928   0.990445   1.000004   0.990441   0.990345
8560.591431   0.990197   0.000927   0.990295   1.000004   0.990291   0.990193
8560.592820   0.989506   0.000929   0.990154   1.000004   0.990150   0.989502
8560.594209   0.990819   0.000927   0.990024   1.000004   0.990020   0.990815
8560.595597   0.989436   0.000927   0.989902   1.000004   0.989897   0.989432
8560.596986   0.990042   0.000930   0.989787   1.000004   0.989783   0.990038
8560.598375   0.988642   0.000928   0.989679   1.000004   0.989675   0.988638
8560.599764   0.988785   0.000927   0.989577   1.000004   0.989573   0.988781
8560.601153   0.988009   0.000928   0.989482   1.000004   0.989478   0.988005
8560.602542   0.990047   0.000928   0.989391   1.000004   0.989387   0.990043
8560.603931   0.988090   0.000927   0.989306   1.000004   0.989302   0.988086
8560.605319   0.988975   0.000926   0.989225   1.000004   0.989221   0.988971
8560.606708   0.989210   0.000927   0.989149   1.000004   0.989145   0.989206
8560.608097   0.988554   0.000927   0.989076   1.000004   0.989072   0.988550
8560.609486   0.989682   0.000927   0.989008   1.000004   0.989004   0.989678
8560.610875   0.989000   0.000927   0.988943   1.000004   0.988939   0.988996
8560.612264   0.989062   0.000927   0.988881   1.000004   0.988877   0.989058
8560.613653   0.987840   0.000927   0.988823   1.000004   0.988818   0.987836
8560.615042   0.988700   0.000926   0.988767   1.000004   0.988763   0.988696
8560.616430   0.990856   0.000927   0.988715   1.000004   0.988711   0.990852
8560.617819   0.988376   0.000927   0.988665   1.000004   0.988661   0.988372
8560.619208   0.987855   0.000926   0.988618   1.000004   0.988614   0.987851
8560.620597   0.987861   0.000928   0.988574   1.000004   0.988569   0.987857
8560.621986   0.989979   0.000927   0.988531   1.000004   0.988527   0.989975
8560.623375   0.988893   0.000928   0.988492   1.000004   0.988488   0.988889
8560.624764   0.987672   0.000926   0.988454   1.000004   0.988450   0.987668
8560.626152   0.988510   0.000927   0.988419   1.000004   0.988415   0.988506
8560.627541   0.987909   0.000926   0.988386   1.000004   0.988382   0.987905
8560.628930   0.988486   0.000928   0.988355   1.000004   0.988351   0.988482
8560.630319   0.987351   0.000926   0.988325   1.000004   0.988321   0.987347
8560.631708   0.987249   0.000927   0.988298   1.000004   0.988294   0.987245
8560.633097   0.989684   0.000927   0.988273   1.000004   0.988269   0.989680
8560.634486   0.988257   0.000928   0.988249   1.000004   0.988245   0.988253
8560.635874   0.987659   0.000926   0.988227   1.000004   0.988223   0.987655
8560.637263   0.988390   0.000928   0.988207   1.000004   0.988203   0.988386
8560.638652   0.988456   0.000927   0.988189   1.000004   0.988185   0.988452
8560.640041   0.988103   0.000928   0.988172   1.000004   0.988168   0.988099
8560.641430   0.988861   0.000927   0.988157   1.000004   0.988153   0.988857
8560.642819   0.988643   0.000927   0.988143   1.000004   0.988139   0.988639
8560.644208   0.987918   0.000927   0.988131   1.000004   0.988127   0.987914
8560.645596   0.989680   0.000927   0.988121   1.000004   0.988117   0.989676
8560.646985   0.987605   0.000926   0.988112   1.000004   0.988108   0.987601
8560.648374   0.985911   0.000926   0.988105   1.000004   0.988101   0.985907
8560.649763   0.988407   0.000927   0.988099   1.000004   0.988095   0.988403
8560.651152   0.989341   0.000928   0.988095   1.000004   0.988091   0.989337
8560.652541   0.988043   0.000926   0.988092   1.000004   0.988088   0.988039
8560.653930   0.988156   0.000927   0.988091   1.000004   0.988086   0.988152
8560.655319   0.987690   0.000927   0.988091   1.000004   0.988087   0.987686
8560.656707   0.987935   0.000926   0.988092   1.000004   0.988088   0.987931
8560.658096   0.987857   0.000926   0.988096   1.000004   0.988091   0.987853
8560.659485   0.989029   0.000927   0.988100   1.000004   0.988096   0.989025
8560.660874   0.988006   0.000927   0.988106   1.000004   0.988102   0.988002
8560.662263   0.988707   0.000927   0.988114   1.000004   0.988110   0.988703
8560.663652   0.987164   0.000927   0.988123   1.000004   0.988119   0.987160
8560.665041   0.988214   0.000927   0.988134   1.000004   0.988130   0.988210
8560.666429   0.989258   0.000927   0.988146   1.000004   0.988142   0.989254
8560.667818   0.987666   0.000929   0.988160   1.000004   0.988156   0.987662
8560.669207   0.987752   0.000928   0.988176   1.000004   0.988172   0.987748
8560.670596   0.987494   0.000926   0.988193   1.000004   0.988189   0.987490
8560.671985   0.987523   0.000927   0.988212   1.000004   0.988208   0.987519
8560.673374   0.987645   0.000927   0.988232   1.000004   0.988228   0.987641
8560.674763   0.988214   0.000927   0.988255   1.000004   0.988250   0.988210
8560.676151   0.988282   0.000928   0.988279   1.000004   0.988274   0.988278
8560.677540   0.988484   0.000927   0.988304   1.000004   0.988300   0.988480
8560.678929   0.987321   0.000926   0.988332   1.000004   0.988328   0.987317
8560.680318   0.987765   0.000927   0.988362   1.000004   0.988358   0.987761
8560.681707   0.987950   0.000926   0.988393   1.000004   0.988389   0.987946
8560.683096   0.988333   0.000928   0.988427   1.000004   0.988423   0.988329
8560.684485   0.988576   0.000928   0.988463   1.000004   0.988459   0.988572
8560.685873   0.989469   0.000927   0.988501   1.000004   0.988497   0.989465
8560.687262   0.989346   0.000927   0.988541   1.000004   0.988537   0.989342
8560.688651   0.988801   0.000926   0.988584   1.000004   0.988580   0.988797
8560.690040   0.989307   0.000927   0.988629   1.000004   0.988625   0.989303
8560.691429   0.988399   0.000927   0.988677   1.000004   0.988673   0.988395
8560.692818   0.988527   0.000927   0.988727   1.000004   0.988723   0.988523
8560.694207   0.988518   0.000927   0.988780   1.000004   0.988776   0.988514
8560.695596   0.990435   0.000927   0.988836   1.000004   0.988832   0.990431
8560.696984   0.989212   0.000927   0.988895   1.000004   0.988891   0.989208
8560.698373   0.989429   0.000927   0.988958   1.000004   0.988954   0.989425
8560.699762   0.989751   0.000928   0.989024   1.000004   0.989020   0.989747
8560.701151   0.990802   0.000928   0.989093   1.000004   0.989089   0.990798
8560.702540   0.989392   0.000926   0.989167   1.000004   0.989163   0.989388
8560.703929   0.990291   0.000928   0.989244   1.000004   0.989240   0.990287
8560.705318   0.989095   0.000927   0.989326   1.000004   0.989322   0.989091
8560.706706   0.988817   0.000927   0.989412   1.000004   0.989408   0.988813
8560.708095   0.990346   0.000927   0.989504   1.000004   0.989500   0.990342
8560.709484   0.989663   0.000927   0.989601   1.000004   0.989597   0.989659
8560.710873   0.991269   0.000928   0.989704   1.000004   0.989700   0.991265
8560.712262   0.989360   0.000927   0.989814   1.000004   0.989809   0.989356
8560.713651   0.989205   0.000927   0.989930   1.000004   0.989926   0.989201
8560.715040   0.989837   0.000926   0.990054   1.000004   0.990050   0.989833
8560.716428   0.990596   0.000928   0.990187   1.000004   0.990183   0.990592
8560.717817   0.989427   0.000927   0.990330   1.000004   0.990325   0.989423
8560.719206   0.991779   0.000927   0.990483   1.000004   0.990479   0.991775
8560.720595   0.991982   0.000928   0.990649   1.000004   0.990645   0.991978
8560.721984   0.990158   0.000927   0.990830   1.000004   0.990826   0.990154
8560.723373   0.989512   0.000927   0.991029   1.000004   0.991025   0.989508
8560.724762   0.991705   0.000927   0.991250   1.000004   0.991246   0.991701
8560.726150   0.991066   0.000928   0.991500   1.000004   0.991496   0.991062
8560.727539   0.992385   0.000929   0.991803   1.000004   0.991799   0.992381
8560.728928   0.992732   0.000928   0.992353   1.000004   0.992349   0.992728
8560.730317   0.991834   0.000928   0.993044   1.000004   0.993040   0.991830
8560.731706   0.994081   0.000929   0.993807   1.000004   0.993803   0.994077
8560.733095   0.994975   0.000929   0.994607   1.000004   0.994603   0.994971
8560.734484   0.995357   0.000928   0.995417   1.000004   0.995413   0.995353
8560.735873   0.996858   0.000930   0.996218   1.000004   0.996214   0.996854
8560.737261   0.996869   0.000929   0.996991   1.000004   0.996987   0.996865
8560.738650   0.996884   0.000929   0.997720   1.000004   0.997716   0.996880
8560.740039   0.999480   0.000930   0.998388   1.000004   0.998383   0.999476
8560.741428   0.998872   0.000929   0.998976   1.000004   0.998972   0.998868
8560.742817   0.999262   0.000931   0.999465   1.000004   0.999461   0.999258
8560.744206   1.001700   0.000933   0.999828   1.000004   0.999824   1.001696
8560.745595   0.998358   0.000930   1.000004   1.000004   1.000000   0.998354
8560.746983   1.000783   0.000930   1.000004   1.000004   1.000000   1.000779
8560.748372   1.001020   0.000931   1.000004   1.000004   1.000000   1.001016
8560.749761   0.999329   0.000930   1.000004   1.000004   1.000000   0.999325
8560.751150   1.001198   0.000931   1.000004   1.000004   1.000000   1.001194
8560.752539   0.998878   0.000931   1.000004   1.000004   1.000000   0.998874
8560.753928   0.998236   0.000931   1.000004   1.000004   1.000000   0.998232
8560.755317   1.000825   0.000931   1.000004   1.000004   1.000000   1.000821
8560.756705   1.001121   0.000930   1.000004   1.000004   1.000000   1.001117
8560.758094   1.000257   0.000931   1.000004   1.000004   1.000000   1.000253
8560.759483   1.000189   0.000931   1.000004   1.000004   1.000000   1.000185
8560.760872   1.000460   0.000931   1.000004   1.000004   1.000000   1.000456
8560.762261   1.000867   0.000931   1.000004   1.000004   1.000000   1.000863
8560.763650   0.999286   0.000930   1.000004   1.000004   1.000000   0.999282
8560.765039   1.000031   0.000931   1.000004   1.000004   1.000000   1.000027
8560.766427   1.001094   0.000931   1.000004   1.000004   1.000000   1.001090
8560.767816   0.999591   0.000932   1.000004   1.000004   1.000000   0.999587
8560.769205   1.000183   0.000931   1.000004   1.000004   1.000000   1.000179
8560.770594   1.001951   0.000932   1.000004   1.000004   1.000000   1.001947
8560.771983   1.001345   0.000931   1.000004   1.000004   1.000000   1.001341
8560.773372   0.998655   0.000930   1.000004   1.000004   1.000000   0.998651
8560.774761   0.998844   0.000930   1.000004   1.000004   1.000000   0.998840
8560.776150   1.001528   0.000931   1.000004   1.000004   1.000000   1.001524
8560.777538   1.000105   0.000930   1.000004   1.000004   1.000000   1.000101
8560.778927   1.000034   0.000932   1.000004   1.000004   1.000000   1.000030
8560.780316   1.000015   0.000930   1.000004   1.000004   1.000000   1.000011
8560.781705   0.998883   0.000930   1.000004   1.000004   1.000000   0.998879
8560.783094   1.000088   0.000930   1.000004   1.000004   1.000000   1.000084
8560.784483   1.001807   0.000931   1.000004   1.000004   1.000000   1.001803
8560.785872   0.999436   0.000930   1.000004   1.000004   1.000000   0.999432
8560.787260   1.001990   0.000932   1.000004   1.000004   1.000000   1.001986
8560.788649   1.000922   0.000930   1.000004   1.000004   1.000000   1.000918
8560.790038   0.999922   0.000930   1.000004   1.000004   1.000000   0.999918
8560.791427   0.999582   0.000931   1.000004   1.000004   1.000000   0.999578
8560.792816   0.999698   0.000931   1.000004   1.000004   1.000000   0.999694
8560.794205   0.999444   0.000930   1.000004   1.000004   1.000000   0.999440
8560.795594   1.000107   0.000930   1.000004   1.000004   1.000000   1.000103
8560.796982   1.001357   0.000932   1.000004   1.000004   1.000000   1.001353
8560.798371   0.999925   0.000931   1.000004   1.000004   1.000000   0.999921
8560.799760   1.000837   0.000931   1.000004   1.000004   1.000000   1.000833
8560.801149   0.999574   0.000932   1.000004   1.000004   1.000000   0.999570
8560.802538   1.000129   0.000931   1.000004   1.000004   1.000000   1.000125
8560.803927   0.998312   0.000930   1.000004   1.000004   1.000000   0.998308
8560.805316   0.997199   0.000929   1.000004   1.000004   1.000000   0.997195
8560.806704   0.999576   0.000931   1.000004   1.000004   1.000000   0.999572
8560.808093   0.998181   0.000931   1.000004   1.000004   1.000000   0.998177
8560.809482   0.999004   0.000930   1.000004   1.000004   1.000000   0.999000
8560.810871   1.000164   0.000931   1.000004   1.000004   1.000000   1.000160
8560.812260   0.998724   0.000930   1.000004   1.000004   1.000000   0.998720
8560.813649   0.998531   0.000931   1.000004   1.000004   1.000000   0.998527
8560.815038   1.000149   0.000931   1.000004   1.000004   1.000000   1.000145
8560.816426   1.000536   0.000930   1.000004   1.000004   1.000000   1.000532
8560.817815   0.999885   0.000931   1.000004   1.000004   1.000000   0.999881
8560.819204   0.998813   0.000930   1.000004   1.000004   1.000000   0.998809
8560.820593   1.000091   0.000931   1.000004   1.000004   1.000000   1.000087
8560.821982   0.999902   0.000929   1.000004   1.000004   1.000000   0.999898
8560.823371   0.999635   0.000932   1.000004   1.000004   1.000000   0.999631
8560.824760   1.000593   0.000930   1.000004   1.000004   1.000000   1.000589
8560.826149   0.999690   0.000931   1.000004   1.000004   1.000000   0.999686
8560.827537   1.000198   0.000932   1.000004   1.000004   1.000000   1.000194
8560.828926   1.001183   0.000930   1.000004   1.000004   1.000000   1.001179
8560.830315   0.999921   0.000930   1.000004   1.000004   1.000000   0.999917
8560.831704   1.001306   0.000930   1.000004   1.000004   1.000000   1.001302
8560.833093   1.000052   0.000931   1.000004   1.000004   1.000000   1.000048
8560.834482   1.001252   0.000931   1.000004   1.000004   1.000000   1.001248
8560.835871   0.999070   0.000930   1.000004   1.000004   1.000000   0.999066
8560.837259   1.000702   0.000931   1.000004   1.000004   1.000000   1.000698
8560.838648   0.998975   0.000930   1.000004   1.000004   1.000000   0.998971
8560.840037   0.997202   0.000930   1.000004   1.000004   1.000000   0.997198
8560.841426   1.002172   0.000933   1.000004   1.000004   1.000000   1.002168
8560.842815   1.000939   0.000932   1.000004   1.000004   1.000000   1.000935
8560.844204   0.999508   0.000931   1.000004   1.000004   1.000000   0.999504
8560.845593   0.999589   0.000931   1.000004   1.000004   1.000000   0.999585
8560.846981   1.000402   0.000932   1.000004   1.000004   1.000000   1.000398
8560.848370   1.001164   0.000931   1.000004   1.000004   1.000000   1.001160
8560.849759   0.998583   0.000930   1.000004   1.000004   1.000000   0.998579
8560.851148   0.999626   0.000931   1.000004   1.000004   1.000000   0.999622
8560.852537   0.999497   0.000932   1.000004   1.000004   1.000000   0.999493
8560.853926   0.999936   0.000932   1.000004   1.000004   1.000000   0.999932
8560.855315   0.999086   0.000930   1.000004   1.000004   1.000000   0.999082
8560.856703   1.000121   0.000931   1.000004   1.000004   1.000000   1.000117
8560.858092   1.000292   0.000931   1.000004   1.000004   1.000000   1.000288
8560.859481   1.000024   0.000931   1.000004   1.000004   1.000000   1.000020
8560.860870   0.999934   0.000931   1.000004   1.000004   1.000000   0.999930
8560.862259   0.999063   0.000930   1.000004   1.000004   1.000000   0.999059
8560.863648   0.999716   0.000930   1.000004   1.000004   1.000000   0.999712
8560.865037   1.000489   0.000931   1.000004   1.000004   1.000000   1.000485
8560.866426   1.000016   0.000932   1.000004   1.000004   1.000000   1.000012
8560.867814   1.000374   0.000930   1.000004   1.000004   1.000000   1.000370
8560.869203   0.998978   0.000930   1.000004   1.000004   1.000000   0.998974
8560.870592   1.001067   0.000931   1.000004   1.000004   1.000000   1.001063
8560.871981   0.998140   0.000930   1.000004   1.000004   1.000000   0.998136
8560.873370   0.999003   0.000930   1.000004   1.000004   1.000000   0.998999
8560.874759   1.000554   0.000931   1.000004   1.000004   1.000000   1.000550
8560.876148   1.000663   0.000931   1.000004   1.000004   1.000000   1.000659
8560.877536   0.998077   0.000931   1.000004   1.000004   1.000000   0.998073
8560.878925   0.999185   0.000930   1.000004   1.000004   1.000000   0.999181
8560.880314   1.000972   0.000931   1.000004   1.000004   1.000000   1.000968
8560.881703   1.000854   0.000930   1.000004   1.000004   1.000000   1.000850
8560.883092   1.000675   0.000931   1.000004   1.000004   1.000000   1.000671
8560.884481   0.998873   0.000931   1.000004   1.000004   1.000000   0.998869
8560.885870   0.999591   0.000931   1.000004   1.000004   1.000000   0.999587
8560.887258   0.999912   0.000931   1.000004   1.000004   1.000000   0.999908
8560.888647   1.001340   0.000930   1.000004   1.000004   1.000000   1.001336
8560.890036   0.998413   0.000932   1.000004   1.000004   1.000000   0.998409
8560.891425   0.999653   0.000931   1.000004   1.000004   1.000000   0.999649
8560.892814   1.000654   0.000931   1.000004   1.000004   1.000000   1.000650
8560.894203   1.000748   0.000931   1.000004   1.000004   1.000000   1.000744
8560.895592   1.001989   0.000931   1.000004   1.000004   1.000000   1.001985
8560.896980   1.000200   0.000931   1.000004   1.000004   1.000000   1.000196
8560.898369   0.999295   0.000930   1.000004   1.000004   1.000000   0.999291
8560.899758   1.000185   0.000930   1.000004   1.000004   1.000000   1.000181
8560.901147   1.002036   0.000931   1.000004   1.000004   1.000000   1.002032
8560.902536   0.999998   0.000931   1.000004   1.000004   1.000000   0.999994
8560.903925   0.999547   0.000932   1.000004   1.000004   1.000000   0.999543
8560.905314   1.000728   0.000930   1.000004   1.000004   1.000000   1.000724
8560.906702   0.999935   0.000931   1.000004   1.000004   1.000000   0.999931
8560.908091   1.000469   0.000930   1.000004   1.000004   1.000000   1.000465
8560.909480   0.999112   0.000930   1.000004   1.000004   1.000000   0.999108
8560.910869   1.001140   0.000930   1.000004   1.000004   1.000000   1.001136
8560.912258   1.001242   0.000931   1.000004   1.000004   1.000000   1.001238
8560.913647   0.999639   0.000931   1.000004   1.000004   1.000000   0.999635
8560.915036   0.999786   0.000930   1.000004   1.000004   1.000000   0.999782
8560.916425   1.000032   0.000930   1.000004   1.000004   1.000000   1.000028
8560.917813   0.999700   0.000931   1.000004   1.000004   1.000000   0.999696
8560.919202   0.999231   0.000930   1.000004   1.000004   1.000000   0.999227
