7016.829338  -9.212983   0.005027  -9.210707   0.000000  -9.210707  -9.212983
7019.767735  -9.235881   0.006949  -9.229515   0.000000  -9.229515  -9.235881
7022.838417  -9.197522   0.004868  -9.200871   0.000000  -9.200871  -9.197522
7040.726081  -9.232592   0.006245  -9.230127   0.000000  -9.230127  -9.232592
7067.824897  -9.175439   0.006144  -9.189829   0.000000  -9.189829  -9.175439
7068.698547  -9.197831   0.005289  -9.198156   0.000000  -9.198156  -9.197831
7121.671966  -9.198717   0.007733  -9.198904   0.000000  -9.198904  -9.198717
7185.500774  -9.210940   0.009016  -9.193817   0.000000  -9.193817  -9.210940
7190.482339  -9.216467   0.008218  -9.216905   0.000000  -9.216905  -9.216467
7204.477375  -9.223938   0.008860  -9.221500   0.000000  -9.221500  -9.223938
7422.687808  -9.195379   0.004808  -9.194155   0.000000  -9.194155  -9.195379
