6445.543512  -9.197929   0.007287  -9.210492   0.000000  -9.210492  -9.197929
6468.462797  -9.224495   0.005818  -9.252447   0.000000  -9.252447  -9.224495
6637.825616  -9.218248   0.005210  -9.210831   0.000000  -9.210831  -9.218248
6685.729323  -9.249265   0.004468  -9.252456   0.000000  -9.252456  -9.249265
6687.689793  -9.199722   0.005097  -9.210987   0.000000  -9.210987  -9.199722
6689.745344  -9.239098   0.004772  -9.251684   0.000000  -9.251684  -9.239098
6690.840550  -9.236353   0.005098  -9.235582   0.000000  -9.235582  -9.236353
6693.698525  -9.238256   0.004156  -9.248657   0.000000  -9.248657  -9.238256
6695.674794  -9.214845   0.004577  -9.216556   0.000000  -9.216556  -9.214845
6697.801491  -9.267499   0.004937  -9.247188   0.000000  -9.247188  -9.267499
6712.823689  -9.228348   0.004865  -9.210629   0.000000  -9.210629  -9.228348
6718.686202  -9.242451   0.005625  -9.247070   0.000000  -9.247070  -9.242451
6722.723663  -9.246269   0.005312  -9.243774   0.000000  -9.243774  -9.246269
6724.712233  -9.231406   0.005465  -9.221858   0.000000  -9.221858  -9.231406
6726.782114  -9.249727   0.005119  -9.240531   0.000000  -9.240531  -9.249727
6737.780067  -9.206274   0.005754  -9.211361   0.000000  -9.211361  -9.206274
6739.718993  -9.256916   0.005529  -9.249702   0.000000  -9.249702  -9.256916
6740.639289  -9.264014   0.005174  -9.245084   0.000000  -9.245084  -9.264014
6741.550973  -9.214786   0.005040  -9.218501   0.000000  -9.218501  -9.214786
6746.562930  -9.210306   0.005417  -9.211730   0.000000  -9.211730  -9.210306
6803.537749  -9.239211   0.004987  -9.238931   0.000000  -9.238931  -9.239211
6837.484082  -9.216168   0.006570  -9.222877   0.000000  -9.222877  -9.216168
