# time - 2457000 flux       flux_err   xoff       yoff       roll_angle bg         contam     deltaT    
2007.42771619 1.00232767 0.00088986 0.05664781 -0.14708806 219.17281460 127.03797091 0.00000000 0.11392212
2007.42841094 0.99973536 0.00088876 -0.04109066 -0.60634681 215.57292263 127.62230013 0.00000000 0.10400391
2007.42910570 1.00159218 0.00088958 0.01376363 -0.53602752 211.95635243 127.70042253 0.00000000 0.12387085
2007.42980045 0.99946984 0.00088931 -0.31848194 -0.56258636 208.32310094 128.23767753 0.00000000 0.12387085
2007.43049521 1.00087766 0.00088985 -0.14286790 -0.49291269 204.67317925 128.71274909 0.00000000 0.14373779
2007.43118997 1.00149884 0.00089267 -0.07379921 -1.00000000 201.00659099 129.61132622 0.00000000 0.10400391
2007.43188472 1.00092215 0.00089028 -0.04694705 -0.94672290 197.32340727 130.62334722 0.00000000 0.14373779
2007.43257948 1.00056615 0.00089046 0.22366804 -0.60724303 193.62373969 131.15834216 0.00000000 0.12387085
2007.43327424 1.00102430 0.00089024 0.24978119 -0.50850669 189.90901994 132.04252094 0.00000000 0.12387085
2007.43396899 1.00307466 0.00089136 -0.18837371 -0.15084592 186.18098467 132.84562696 0.00000000 0.12387085
2007.43466374 1.00073426 0.00089113 0.01210063 -0.23323786 182.44142603 136.22809079 0.00000000 0.16366577
2007.43535850 1.00125746 0.00089167 -0.23409870 -0.41836040 178.69195533 136.72617261 0.00000000 0.18356323
2007.43605326 1.00102413 0.00089108 -0.25113317 -0.28194986 174.93438645 134.98182602 0.00000000 0.12387085
2007.43674802 1.00275340 0.00089401 -0.15196780 -0.34203123 171.17081895 134.54980827 0.00000000 0.15368652
2007.43744276 0.99843311 0.00088992 0.22935671 -0.03545439 167.40367570 134.85892093 0.00000000 0.12387085
2007.43813752 1.00104186 0.00089416 0.04589601 -0.08999784 163.63520285 138.14401574 0.00000000 0.12387085
2007.43883228 1.00234308 0.00089675 0.48716090 -0.29324454 159.86783630 138.53313295 0.00000000 0.12387085
2007.43952704 1.00008951 0.00089176 0.08157486 -0.26457978 156.10394155 139.66848028 0.00000000 0.10400391
2007.44022179 1.00095152 0.00089209 -0.15149646 -0.26158158 152.34580117 139.43985837 0.00000000 0.17361450
2007.44091655 1.00182687 0.00089188 -0.15776611 -0.18952385 148.59521165 137.13946294 0.00000000 0.12387085
2007.44161130 1.00033982 0.00089037 -0.38280374 -0.28762689 144.85413419 132.50097342 0.00000000 0.12387085
2007.44230606 1.00018575 0.00089005 0.05112497 0.18800502 141.12445929 131.99192502 0.00000000 0.11392212
2007.44300082 0.99898435 0.00089031 -0.20578015 -0.36888587 137.40808518 132.74527774 0.00000000 0.18356323
2007.44369557 0.99944294 0.00089029 0.47379515 -0.33776144 133.70676554 133.45236432 0.00000000 0.14373779
2007.44439033 1.00167927 0.00089103 0.52054408 -0.16474759 130.02109203 133.20666457 0.00000000 0.14373779
2007.44508509 0.99981160 0.00089005 0.22126800 -0.27390008 126.35154046 132.74033245 0.00000000 0.10400391
2007.44577985 0.99806346 0.00089007 0.43407309 -0.58961666 122.69851866 132.32600493 0.00000000 0.16363525
2007.44647459 1.00121431 0.00089032 0.27210058 -0.76177778 119.06250274 131.26560676 0.00000000 0.13378906
2007.44716935 1.00210853 0.00089043 0.29523475 -0.54201036 115.44372717 129.83825111 0.00000000 0.10400391
2007.44786411 1.00048762 0.00088947 0.04739715 -0.71432536 111.84184457 129.13049352 0.00000000 0.09408569
2007.44855887 1.00112959 0.00088950 0.49427390 -0.47173991 108.25584326 128.49406639 0.00000000 0.10400391
2007.44925361 0.99773060 0.00088856 0.04056528 -0.56190586 104.68476163 128.37487587 0.00000000 0.08419800
2007.44994837 0.99887010 0.00088868 -0.02286402 -0.59384580 101.12745819 128.49887826 0.00000000 0.10400391
2007.45064313 0.99952437 0.00088900 -0.15376505 -0.02606717 97.58296301 128.36971072 0.00000000 0.09408569
2007.45133789 1.00001458 0.00088917 0.45020885 -0.31085311 94.04995242 127.57542394 0.00000000 0.09408569
2007.45203265 0.99810836 0.00088844 0.23822024 -0.42795399 90.52653946 127.74812370 0.00000000 0.09408569
2007.45272740 0.99930473 0.00088896 0.90904139 0.10727900 87.01084322 127.14386622 0.00000000 0.10400391
2007.45342215 1.00095251 0.00088939 0.05033955 -0.14226479 83.50079872 127.15321819 0.00000000 0.07427979
2007.45411691 0.99952720 0.00088853 0.36912998 0.11111231 79.99452528 127.32156950 0.00000000 0.07427979
2007.45481167 0.99928793 0.00088919 0.40552703 0.25977626 76.49005374 128.24893321 0.00000000 0.08419800
2007.45550642 1.00044095 0.00089021 0.55041974 -0.16935030 72.98537213 129.07804352 0.00000000 0.08419800
2007.45620118 1.00074085 0.00089060 0.62621852 0.18393802 69.47825985 130.47817413 0.00000000 0.08419800
2007.45689594 1.00169448 0.00089133 0.47228291 0.06200659 65.96666736 132.12567840 0.00000000 0.04461670
2007.45759069 0.99956501 0.00089120 0.56386709 -0.36800099 62.44849347 133.55246740 0.00000000 0.06439209
2007.45828544 0.99978042 0.00089108 0.20962687 -0.43514754 58.92171038 134.68006900 0.00000000 0.04461670
2007.45898020 1.00141323 0.00089236 0.49079719 -0.13930343 55.38443054 135.88809559 0.00000000 0.04461670
2007.46036972 0.99981953 0.00089224 0.20001223 0.10213331 48.27240582 138.24270264 0.00000000 0.09408569
2007.46106448 1.00120878 0.00089270 0.16341827 0.17199680 44.69459706 139.47589690 0.00000000 0.04461670
2007.46175922 1.00138426 0.00089309 0.14057889 0.46656263 41.10028052 140.19001188 0.00000000 0.04461670
