# Time  Detrended_flux  flux_error  flux  GP_model  planets_model
8.003931287880000127e+03 9.999411304758503150e-01 9.302666342343359352e-05 1.000198988336752581e+00 1.000257873041765500e+00 1.000000000000000000e+00
8.003951720000000023e+03 9.999292534958362788e-01 9.302666342343359352e-05 1.000211411897609759e+00 1.000282178364906294e+00 1.000000000000000000e+00
8.003992584040000111e+03 9.997753284054712308e-01 9.302666342343359352e-05 1.000125957404531807e+00 1.000350707793139726e+00 9.997485363651850143e-01
8.004013015960000303e+03 9.996672349789323953e-01 9.302666342343359352e-05 1.000056587521645612e+00 1.000389482148748677e+00 9.996311010859961765e-01
8.004033447980000346e+03 9.996950806807488599e-01 9.302666342343359352e-05 1.000123326650501632e+00 1.000428376590051016e+00 9.996197453145101441e-01
8.004053880100000242e+03 9.997100069336791739e-01 9.302666342343359352e-05 1.000176942017807935e+00 1.000467070531344316e+00 9.996814880594294683e-01
8.004074312020000434e+03 9.999646524336927023e-01 9.302666342343359352e-05 1.000472266664142795e+00 1.000507632174012063e+00 1.000000000000000000e+00
8.004094744029999674e+03 9.999873857126049259e-01 9.302666342343359352e-05 1.000540516225921106e+00 1.000553137490751476e+00 1.000000000000000000e+00
8.004115176149999570e+03 9.999650310206914527e-01 9.302666342343359352e-05 1.000570854921637443e+00 1.000605845086730339e+00 1.000000000000000000e+00
8.004135608169999614e+03 9.999294817999367924e-01 9.302666342343359352e-05 1.000596662318587127e+00 1.000667227570337658e+00 1.000000000000000000e+00
8.004156040089999806e+03 9.999860031003524607e-01 9.302666342343359352e-05 1.000723298615247447e+00 1.000737305834890734e+00 1.000000000000000000e+00
8.004176472199999807e+03 1.000044766445314703e+00 9.302666342343359352e-05 1.000858747437765484e+00 1.000813944555046353e+00 1.000000000000000000e+00
8.004196904219999851e+03 1.000037299539071167e+00 9.302666342343359352e-05 1.000931808378587640e+00 1.000894475475993417e+00 1.000000000000000000e+00
8.004217336130000149e+03 9.999236701582258080e-01 9.302666342343359352e-05 1.000901149591125971e+00 1.000977554049446105e+00 1.000000000000000000e+00
8.004237768250000045e+03 1.000065988481362300e+00 9.302666342343359352e-05 1.001128664801831825e+00 1.001062606200699978e+00 1.000000000000000000e+00
8.004258200270000088e+03 9.999858556477244642e-01 9.302666342343359352e-05 1.001133576209546128e+00 1.001147736795815257e+00 1.000000000000000000e+00
8.004278632180000386e+03 1.000054787808379198e+00 9.302666342343359352e-05 1.001287040195593558e+00 1.001232184878505294e+00 1.000000000000000000e+00
8.004299064290000388e+03 1.000072184395986330e+00 9.302666342343359352e-05 1.001387889101038153e+00 1.001315609738557599e+00 1.000000000000000000e+00
8.004319496310000432e+03 9.999186546679482701e-01 9.302666342343359352e-05 1.001318019074800336e+00 1.001399478247874786e+00 1.000000000000000000e+00
8.004339928219999820e+03 1.000008256602823220e+00 9.302666342343359352e-05 1.001495239870055398e+00 1.001486970989903247e+00 1.000000000000000000e+00
8.004360360339999716e+03 9.999470611392693442e-01 9.302666342343359352e-05 1.001526648872544500e+00 1.001579671359277279e+00 1.000000000000000000e+00
8.004380792349999865e+03 1.000006512813020887e+00 9.302666342343359352e-05 1.001685024266306234e+00 1.001678500521525406e+00 1.000000000000000000e+00
8.004401224260000163e+03 9.999564311415545248e-01 9.302666342343359352e-05 1.001739449865842513e+00 1.001783096411763108e+00 1.000000000000000000e+00
8.004421656370000164e+03 9.999490650305755679e-01 9.302666342343359352e-05 1.001841609146868706e+00 1.001892640517880073e+00 1.000000000000000000e+00
8.004442088380000314e+03 1.000037946865285354e+00 9.302666342343359352e-05 1.002042906843076508e+00 1.002004883898731880e+00 1.000000000000000000e+00
8.004462520400000358e+03 1.000082714058542432e+00 9.302666342343359352e-05 1.002199101611824572e+00 1.002116212512756510e+00 1.000000000000000000e+00
8.004482952409999598e+03 1.000002472865413106e+00 9.302666342343359352e-05 1.002226689519106539e+00 1.002224211153518674e+00 1.000000000000000000e+00
8.004503384419999747e+03 9.999938908645119584e-01 9.302666342343359352e-05 1.002322767056975428e+00 1.002328890419970531e+00 1.000000000000000000e+00
8.004523816529999749e+03 1.000024091069892318e+00 9.302666342343359352e-05 1.002454974950574229e+00 1.002430825319499341e+00 1.000000000000000000e+00
8.004544248440000047e+03 1.000051200201801604e+00 9.302666342343359352e-05 1.002581931338979659e+00 1.002530601569866953e+00 1.000000000000000000e+00
8.004564680450000196e+03 1.000030920706607152e+00 9.302666342343359352e-05 1.002660733925479608e+00 1.002629731905703814e+00 1.000000000000000000e+00
8.004605544560000453e+03 9.998636944258889603e-01 9.302666342343359352e-05 1.002703346139047769e+00 1.002840038826281477e+00 1.000000000000000000e+00
8.004625976469999841e+03 9.998706178890323093e-01 9.302666342343359352e-05 1.002829472289489265e+00 1.002959237272822213e+00 1.000000000000000000e+00
8.004646408579999843e+03 1.000098956803385120e+00 9.302666342343359352e-05 1.003187544920733254e+00 1.003088282510782969e+00 1.000000000000000000e+00
8.004666840589999993e+03 9.999740358397355422e-01 9.302666342343359352e-05 1.003196757561272356e+00 1.003222805398972683e+00 1.000000000000000000e+00
8.004687272490000396e+03 9.999880766152472455e-01 9.302666342343359352e-05 1.003348050925173318e+00 1.003360014372670195e+00 1.000000000000000000e+00
8.004707704600000397e+03 1.000007747835703897e+00 9.302666342343359352e-05 1.003504785848741143e+00 1.003497010918771082e+00 1.000000000000000000e+00
8.004728136509999786e+03 1.000045898406917155e+00 9.302666342343359352e-05 1.003676525072861425e+00 1.003630460033612337e+00 1.000000000000000000e+00
8.004748568510000041e+03 1.000025863438285922e+00 9.302666342343359352e-05 1.003783415709994742e+00 1.003757455091000894e+00 1.000000000000000000e+00
8.004769000620000043e+03 1.000018429438253253e+00 9.302666342343359352e-05 1.003895007694634911e+00 1.003876506814538772e+00 1.000000000000000000e+00
8.004789432620000298e+03 1.000077587320565176e+00 9.302666342343359352e-05 1.004065116451428263e+00 1.003987219773164297e+00 1.000000000000000000e+00
8.004809864529999686e+03 1.000038699848165402e+00 9.302666342343359352e-05 1.004129214823387128e+00 1.004090356679039342e+00 1.000000000000000000e+00
8.004830296629999793e+03 9.999587181412651349e-01 9.302666342343359352e-05 1.004147630101598132e+00 1.004189084893543749e+00 1.000000000000000000e+00
8.004850728540000091e+03 9.999425817247852288e-01 9.302666342343359352e-05 1.004230153754634980e+00 1.004287818228976947e+00 1.000000000000000000e+00
8.004871160540000346e+03 9.999670853897373313e-01 9.302666342343359352e-05 1.004356710028359023e+00 1.004389769126161625e+00 1.000000000000000000e+00
8.004891592640000454e+03 9.999903116153997518e-01 9.302666342343359352e-05 1.004486427208066246e+00 1.004496159153185575e+00 1.000000000000000000e+00
8.004912024549999842e+03 9.999943286375062579e-01 9.302666342343359352e-05 1.004601210107290088e+00 1.004606907597226817e+00 1.000000000000000000e+00
8.004932456550000097e+03 9.999847306441147499e-01 9.302666342343359352e-05 1.004706090168149712e+00 1.004721431617254579e+00 1.000000000000000000e+00
8.004952888650000205e+03 1.000005885313468346e+00 9.302666342343359352e-05 1.004844749910985824e+00 1.004838836119450018e+00 1.000000000000000000e+00
8.004973320649999550e+03 1.000020877989020063e+00 9.302666342343359352e-05 1.004978808334985985e+00 1.004957826836511581e+00 1.000000000000000000e+00
8.005014184659999955e+03 1.000030830954136363e+00 9.302666342343359352e-05 1.005227739684013466e+00 1.005196748509162186e+00 1.000000000000000000e+00
8.005034616660000211e+03 9.999875702619497320e-01 9.302666342343359352e-05 1.005303491396067894e+00 1.005315987210446682e+00 1.000000000000000000e+00
8.005055048559999705e+03 9.999741338757853759e-01 9.302666342343359352e-05 1.005409561798104701e+00 1.005435568519409850e+00 1.000000000000000000e+00
8.005116344750000280e+03 1.000013349533435569e+00 9.302666342343359352e-05 1.005809156330409904e+00 1.005795729426690599e+00 1.000000000000000000e+00
8.005136776649999774e+03 1.000012928088455100e+00 9.302666342343359352e-05 1.005927270184356681e+00 1.005914265635752258e+00 1.000000000000000000e+00
8.005157208650000030e+03 9.999857947231175492e-01 9.302666342343359352e-05 1.006017195958999189e+00 1.006031486914823248e+00 1.000000000000000000e+00
8.005177640750000137e+03 9.999959627019151531e-01 9.302666342343359352e-05 1.006143512163914400e+00 1.006147574281589074e+00 1.000000000000000000e+00
8.005198072649999631e+03 9.999884236192537745e-01 9.302666342343359352e-05 1.006250742898527228e+00 1.006262391775105014e+00 1.000000000000000000e+00
8.005218504639999992e+03 1.000056424434235813e+00 9.302666342343359352e-05 1.006432314940942430e+00 1.006375530770989846e+00 1.000000000000000000e+00
8.005238936740000099e+03 9.999549496497232015e-01 9.302666342343359352e-05 1.006441277509805721e+00 1.006486620084589445e+00 1.000000000000000000e+00
8.005259368639999593e+03 1.000003146523732234e+00 9.302666342343359352e-05 1.006599562877764198e+00 1.006596395598316596e+00 1.000000000000000000e+00
8.005279800629999954e+03 1.000018033798093953e+00 9.302666342343359352e-05 1.006722958245505062e+00 1.006704803534338000e+00 1.000000000000000000e+00
8.005300232730000062e+03 9.999948044993682839e-01 9.302666342343359352e-05 1.006806462179511419e+00 1.006811693070298830e+00 1.000000000000000000e+00
8.005320664619999661e+03 1.000077995968005284e+00 9.302666342343359352e-05 1.006995906478283187e+00 1.006917370983231974e+00 1.000000000000000000e+00
8.005341096619999917e+03 9.999628236531015180e-01 9.302666342343359352e-05 1.006985203410555973e+00 1.007022640833586280e+00 1.000000000000000000e+00
8.005361528710000130e+03 9.999894223782503921e-01 9.302666342343359352e-05 1.007119421880428467e+00 1.007130074921413598e+00 1.000000000000000000e+00
8.005381960609999624e+03 1.000018765787349828e+00 9.302666342343359352e-05 1.007260612348624518e+00 1.007241710664872336e+00 1.000000000000000000e+00
8.005402392599999985e+03 9.999481462183037461e-01 9.302666342343359352e-05 1.007306955631596557e+00 1.007359191015177124e+00 1.000000000000000000e+00
8.005422824700000092e+03 9.999592965996890737e-01 9.302666342343359352e-05 1.007443234692078304e+00 1.007484242726516932e+00 1.000000000000000000e+00
8.005443256690000453e+03 9.999714769645609014e-01 9.302666342343359352e-05 1.007588346284151726e+00 1.007617086582021315e+00 1.000000000000000000e+00
8.005463688580000053e+03 9.999304048550361479e-01 9.302666342343359352e-05 1.007686214335220098e+00 1.007756349284436803e+00 1.000000000000000000e+00
8.005484120670000266e+03 9.999891013052306654e-01 9.302666342343359352e-05 1.007888202229253238e+00 1.007899187014850817e+00 1.000000000000000000e+00
8.005524984560000121e+03 9.990381790584440536e-01 9.302666342343359352e-05 1.007205416528326403e+00 1.008175100452697093e+00 9.990417772715319833e-01
8.005545416650000334e+03 9.989846188324739140e-01 9.302666342343359352e-05 1.007272915875077057e+00 1.008296721377241800e+00 9.989133944345284233e-01
8.005565848539999934e+03 9.988878346849819900e-01 9.302666342343359352e-05 1.007278607506419954e+00 1.008400115138136766e+00 9.988572304480427544e-01
8.005586280530000295e+03 9.989355232501047066e-01 9.302666342343359352e-05 1.007408414711930211e+00 1.008481920268746057e+00 9.988484830471274778e-01
8.005606712619999598e+03 9.988801571665412160e-01 9.302666342343359352e-05 1.007411205511832941e+00 1.008540612488980859e+00 9.988840809304171398e-01
8.005627144510000107e+03 9.991084528359420736e-01 9.302666342343359352e-05 1.007677931961315387e+00 1.008577126037768057e+00 9.989777252739872049e-01
8.005647576600000320e+03 9.992784983507408958e-01 9.302666342343359352e-05 1.007866015870170218e+00 1.008593717901068221e+00 9.991898896186853785e-01
8.005668008589999772e+03 9.998937609356129963e-01 9.302666342343359352e-05 1.008489484569580874e+00 1.008596636932632462e+00 1.000000000000000000e+00
8.005688440480000281e+03 9.999159107598849516e-01 9.302666342343359352e-05 1.008509810395395556e+00 1.008594622350773129e+00 1.000000000000000000e+00
8.005708872559999691e+03 9.998926311067617423e-01 9.302666342343359352e-05 1.008485353385495609e+00 1.008593644968883041e+00 1.000000000000000000e+00
8.005749736439999651e+03 9.999749411947265187e-01 9.302666342343359352e-05 1.008575559240415087e+00 1.008600833572302236e+00 1.000000000000000000e+00
8.005770168529999864e+03 1.000076345200119787e+00 9.302666342343359352e-05 1.008683080058171866e+00 1.008606077825318303e+00 1.000000000000000000e+00
8.005790600510000331e+03 1.000002700254377430e+00 9.302666342343359352e-05 1.008612459816906615e+00 1.008609736314050931e+00 1.000000000000000000e+00
8.005831464490000144e+03 1.000042189978007867e+00 9.302666342343359352e-05 1.008654651910058986e+00 1.008612098587801098e+00 1.000000000000000000e+00
8.005851896469999701e+03 9.998929243713199355e-01 9.302666342343359352e-05 1.008503858689509869e+00 1.008611856438132115e+00 1.000000000000000000e+00
8.005872328460000062e+03 1.000026906120131232e+00 9.302666342343359352e-05 1.008639107454687212e+00 1.008611969619866766e+00 1.000000000000000000e+00
8.005892760439999620e+03 9.999571620495767421e-01 9.302666342343359352e-05 1.008567947058601755e+00 1.008611153893208545e+00 1.000000000000000000e+00
8.005913192429999981e+03 1.000051345329006969e+00 9.302666342343359352e-05 1.008659633337842587e+00 1.008607846036148947e+00 1.000000000000000000e+00
8.005933624410000448e+03 1.000006761165881386e+00 9.302666342343359352e-05 1.008606688162627441e+00 1.008599868851606240e+00 1.000000000000000000e+00
8.005954056489999857e+03 1.000048126253805458e+00 9.302666342343359352e-05 1.008634696190324753e+00 1.008586156716961835e+00 1.000000000000000000e+00
8.005974488380000366e+03 9.999959561234517125e-01 9.302666342343359352e-05 1.008562395467397454e+00 1.008566473985708978e+00 1.000000000000000000e+00
8.005994920359999924e+03 1.000032901881172442e+00 9.302666342343359352e-05 1.008575049094196263e+00 1.008541866169558210e+00 1.000000000000000000e+00
8.006015352440000242e+03 9.999976873473307437e-01 9.302666342343359352e-05 1.008511470871323201e+00 1.008513803213462179e+00 1.000000000000000000e+00
8.006035784329999842e+03 9.999030499235606051e-01 9.302666342343359352e-05 1.008386805139468878e+00 1.008484577796374237e+00 1.000000000000000000e+00
8.006056216310000309e+03 9.999695151986386366e-01 9.302666342343359352e-05 1.008425256160350614e+00 1.008455998741153881e+00 1.000000000000000000e+00
8.006076648389999718e+03 9.999693976064276679e-01 9.302666342343359352e-05 1.008396247845949834e+00 1.008427108129201777e+00 1.000000000000000000e+00
8.006097080270000333e+03 1.000053070669105759e+00 9.302666342343359352e-05 1.008448822915084531e+00 1.008395306701434846e+00 1.000000000000000000e+00
8.006117512249999891e+03 1.000005228455889572e+00 9.302666342343359352e-05 1.008362608204111721e+00 1.008357336052259301e+00 1.000000000000000000e+00
8.006137944330000209e+03 1.000037021747335109e+00 9.302666342343359352e-05 1.008348494158725739e+00 1.008311164717550446e+00 1.000000000000000000e+00
8.006158376209999915e+03 1.000015396336347839e+00 9.302666342343359352e-05 1.008271011950674367e+00 1.008255488510048758e+00 1.000000000000000000e+00
8.006178808190000382e+03 9.999912308647881387e-01 9.302666342343359352e-05 1.008181266227638151e+00 1.008190107183007278e+00 1.000000000000000000e+00
8.006199240269999791e+03 1.000000912576653356e+00 9.302666342343359352e-05 1.008116327614848373e+00 1.008115407632263372e+00 1.000000000000000000e+00
8.006219672150000406e+03 1.000008318519148842e+00 9.302666342343359352e-05 1.008040035747974406e+00 1.008031650417387848e+00 1.000000000000000000e+00
8.006240104229999815e+03 1.000032805620107101e+00 9.302666342343359352e-05 1.007972176298010281e+00 1.007939110230468893e+00 1.000000000000000000e+00
8.006260536110000430e+03 9.999948054681128129e-01 9.302666342343359352e-05 1.007833266483498358e+00 1.007838501732732706e+00 1.000000000000000000e+00
8.006280968189999840e+03 1.000039934568662359e+00 9.302666342343359352e-05 1.007771658825431071e+00 1.007731415506025296e+00 1.000000000000000000e+00
8.006301400160000412e+03 1.000007496069478474e+00 9.302666342343359352e-05 1.007627337459853445e+00 1.007619784271942764e+00 1.000000000000000000e+00
8.006321832139999970e+03 1.000028118343199823e+00 9.302666342343359352e-05 1.007534930974186116e+00 1.007506601557787373e+00 1.000000000000000000e+00
8.006342264019999675e+03 9.999905823992132348e-01 9.302666342343359352e-05 1.007386018292639296e+00 1.007395505541344827e+00 1.000000000000000000e+00
8.006362696090000100e+03 9.998747883508699585e-01 9.302666342343359352e-05 1.007164734868096101e+00 1.007290859417757423e+00 1.000000000000000000e+00
8.006383128069999657e+03 9.999549885219182199e-01 9.302666342343359352e-05 1.007150810877183611e+00 1.007196146264445202e+00 1.000000000000000000e+00
8.006403559940000378e+03 9.999671807109765664e-01 9.302666342343359352e-05 1.007078150051043064e+00 1.007111202724684018e+00 1.000000000000000000e+00
8.006423992019999787e+03 9.999152225083584034e-01 9.302666342343359352e-05 1.006948272825463286e+00 1.007033646612021771e+00 1.000000000000000000e+00
8.006444423990000359e+03 9.999408347904580330e-01 9.302666342343359352e-05 1.006899808934679896e+00 1.006959385897746806e+00 1.000000000000000000e+00
8.006464855870000065e+03 9.997427732484570617e-01 9.302666342343359352e-05 1.006622499451874653e+00 1.006881496308358770e+00 9.997001629210393592e-01
8.006485287939999580e+03 9.997779724296210757e-01 9.302666342343359352e-05 1.006567683740524188e+00 1.006791219148790661e+00 9.996228301003770023e-01
8.006546583860000283e+03 1.000156529416110551e+00 9.302666342343359352e-05 1.006551879210609401e+00 1.006394348890800483e+00 1.000000000000000000e+00
8.006567015839999840e+03 1.000126382751499898e+00 9.302666342343359352e-05 1.006341708971341564e+00 1.006214540809074798e+00 1.000000000000000000e+00
8.006587447709999651e+03 9.999801441578850536e-01 9.302666342343359352e-05 1.005994699511038037e+00 1.006014674779585727e+00 1.000000000000000000e+00
8.006607879780000076e+03 9.999734427731956643e-01 9.302666342343359352e-05 1.005776536981009439e+00 1.005803248325995769e+00 1.000000000000000000e+00
8.006628311749999739e+03 9.999311837975314310e-01 9.302666342343359352e-05 1.005519693364157474e+00 1.005588894173099046e+00 1.000000000000000000e+00
8.006648743720000311e+03 9.999018419250160772e-01 9.302666342343359352e-05 1.005280274741680024e+00 1.005378960805102029e+00 1.000000000000000000e+00
8.006669175699999869e+03 9.999132342732190981e-01 9.302666342343359352e-05 1.005090960480179874e+00 1.005178175495121007e+00 1.000000000000000000e+00
8.006689607670000441e+03 9.999440598529293345e-01 9.302666342343359352e-05 1.004931454762443499e+00 1.004987673920726854e+00 1.000000000000000000e+00
8.006710039640000105e+03 9.999864008081306155e-01 9.302666342343359352e-05 1.004791644689898344e+00 1.004805309230089927e+00 1.000000000000000000e+00
8.006730471609999768e+03 1.000040349587786315e+00 9.302666342343359352e-05 1.004667349064124249e+00 1.004626812786349133e+00 1.000000000000000000e+00
8.006750903580000340e+03 1.000069438719825010e+00 9.302666342343359352e-05 1.004517206029932108e+00 1.004447458484283517e+00 1.000000000000000000e+00
8.006771335639999961e+03 1.000071715850992193e+00 9.302666342343359352e-05 1.004335964082129218e+00 1.004263942438876400e+00 1.000000000000000000e+00
8.006812199480000345e+03 9.999464578102053025e-01 9.302666342343359352e-05 1.003830009064642814e+00 1.003883759199409642e+00 1.000000000000000000e+00
8.006832631549999860e+03 1.000034073467986673e+00 9.302666342343359352e-05 1.003724568843229248e+00 1.003690369631551116e+00 1.000000000000000000e+00
8.006853063520000433e+03 1.000003683159463863e+00 9.302666342343359352e-05 1.003499564352148932e+00 1.003495868316844675e+00 1.000000000000000000e+00
8.006873495380000350e+03 9.999570377281812306e-01 9.302666342343359352e-05 1.003258235182068026e+00 1.003301339286922556e+00 1.000000000000000000e+00
8.006893927449999865e+03 9.999791393091022051e-01 9.302666342343359352e-05 1.003086976095565630e+00 1.003107901619438413e+00 1.000000000000000000e+00
8.006914359420000437e+03 1.000013537808689179e+00 9.302666342343359352e-05 1.002929020822219464e+00 1.002915443544813323e+00 1.000000000000000000e+00
8.006934791280000354e+03 1.000007222141909180e+00 9.302666342343359352e-05 1.002730353880041614e+00 1.002723112071430611e+00 1.000000000000000000e+00
8.006955223349999869e+03 9.999916991094043306e-01 9.302666342343359352e-05 1.002521994159707219e+00 1.002530316054179638e+00 1.000000000000000000e+00
8.006975655320000442e+03 1.000061431926313027e+00 9.302666342343359352e-05 1.002398268697354045e+00 1.002336693223475184e+00 1.000000000000000000e+00
8.006996087180000359e+03 9.999953740471360097e-01 9.302666342343359352e-05 1.002137473948023327e+00 1.002142109810186366e+00 1.000000000000000000e+00
8.007016519249999874e+03 9.999293463635190449e-01 9.302666342343359352e-05 1.001877159336310275e+00 1.001947950602585014e+00 1.000000000000000000e+00
8.007057383069999560e+03 1.000009822674617910e+00 9.302666342343359352e-05 1.001573702359076279e+00 1.001563864323127939e+00 1.000000000000000000e+00
8.007077815139999984e+03 1.000020075922227303e+00 9.302666342343359352e-05 1.001392300365400612e+00 1.001372196895055078e+00 1.000000000000000000e+00
8.007098246999999901e+03 1.000064574222393698e+00 9.302666342343359352e-05 1.001244397973424238e+00 1.001179747569748590e+00 1.000000000000000000e+00
8.007118678959999670e+03 1.000042090731051658e+00 9.302666342343359352e-05 1.001028976228963474e+00 1.000986843960927963e+00 1.000000000000000000e+00
8.007139111030000095e+03 9.998909257133862249e-01 9.302666342343359352e-05 1.000686748139102411e+00 1.000795909238948678e+00 1.000000000000000000e+00
8.007159542890000012e+03 9.999980873850241592e-01 9.302666342343359352e-05 1.000608265644347572e+00 1.000610179426361768e+00 1.000000000000000000e+00
8.007179974849999780e+03 9.999409423389308271e-01 9.302666342343359352e-05 1.000371217701357507e+00 1.000430300774983960e+00 1.000000000000000000e+00
8.007200406910000311e+03 9.998937939090176696e-01 9.302666342343359352e-05 1.000149544164999682e+00 1.000255777421102055e+00 1.000000000000000000e+00
8.007220838870000080e+03 9.999702391639415655e-01 9.302666342343359352e-05 1.000054106810621013e+00 1.000083870142725040e+00 1.000000000000000000e+00
8.007241270729999997e+03 1.000215529061506237e+00 9.302666342343359352e-05 1.000123996842593010e+00 9.999084875046890808e-01 1.000000000000000000e+00
8.007282134750000296e+03 1.000102874542797560e+00 9.302666342343359352e-05 9.996309155149806225e-01 9.995280895197579119e-01 1.000000000000000000e+00
8.007302566809999917e+03 1.000023775843046137e+00 9.302666342343359352e-05 9.993474442660820189e-01 9.993236845030069038e-01 1.000000000000000000e+00
8.007322998669999834e+03 9.999633810277963608e-01 9.302666342343359352e-05 9.990778469937606765e-01 9.991144335374306795e-01 1.000000000000000000e+00
8.007343430629999602e+03 9.999372119053836494e-01 9.302666342343359352e-05 9.988428396356455741e-01 9.989055590123976369e-01 1.000000000000000000e+00
8.007363862690000133e+03 9.999357794363399332e-01 9.302666342343359352e-05 9.986369406206017096e-01 9.987010777667437722e-01 1.000000000000000000e+00
8.007384294550000050e+03 9.998752017716812102e-01 9.302666342343359352e-05 9.983781064332097888e-01 9.985027178033631934e-01 1.000000000000000000e+00
8.007404726509999819e+03 1.000043594692301419e+00 9.302666342343359352e-05 9.983528291882128869e-01 9.983093082011001984e-01 1.000000000000000000e+00
8.007425158560000455e+03 1.000021921789138402e+00 9.302666342343359352e-05 9.981381776645136261e-01 9.981162971695115571e-01 1.000000000000000000e+00
8.007445590420000372e+03 1.000139423781241765e+00 9.302666342343359352e-05 9.980587348945234583e-01 9.979196011703529434e-01 1.000000000000000000e+00
8.007506886289999784e+03 1.000024102309953422e+00 9.302666342343359352e-05 9.973241643509574983e-01 9.973001271141771484e-01 1.000000000000000000e+00
8.007547750300000189e+03 9.998976714464760107e-01 9.302666342343359352e-05 9.967831492845145025e-01 9.968851591008748292e-01 1.000000000000000000e+00
8.007568182160000106e+03 9.999979782134615913e-01 9.302666342343359352e-05 9.966834307030447704e-01 9.966854457882621254e-01 1.000000000000000000e+00
8.007588614109999980e+03 1.000050474697655289e+00 9.302666342343359352e-05 9.965420401775082482e-01 9.964917425580867016e-01 1.000000000000000000e+00
8.007609046169999601e+03 9.999103171860970196e-01 9.302666342343359352e-05 9.962142662305126795e-01 9.963036175424355712e-01 1.000000000000000000e+00
8.007629478120000385e+03 1.000016990441536580e+00 9.302666342343359352e-05 9.961382844525165092e-01 9.961213599107876515e-01 1.000000000000000000e+00
8.007649909970000408e+03 1.000007123288848110e+00 9.302666342343359352e-05 9.959504606182044695e-01 9.959433662259304931e-01 1.000000000000000000e+00
8.007670342030000029e+03 1.000043346610944184e+00 9.302666342343359352e-05 9.958111006746758198e-01 9.957679375092978180e-01 1.000000000000000000e+00
8.007690773979999904e+03 1.000049793490910277e+00 9.302666342343359352e-05 9.956435326461092750e-01 9.955939585473839726e-01 1.000000000000000000e+00
8.007711205829999926e+03 9.999602578243538265e-01 9.302666342343359352e-05 9.953822477562938031e-01 9.954218079846287592e-01 1.000000000000000000e+00
8.007731637889999547e+03 9.999316166399236927e-01 9.302666342343359352e-05 9.951851212556395154e-01 9.952531800122154104e-01 1.000000000000000000e+00
8.007752069840000331e+03 9.999528557277792551e-01 9.302666342343359352e-05 9.950417101509618778e-01 9.950886228798826449e-01 1.000000000000000000e+00
8.007772501690000354e+03 1.000102512492510032e+00 9.302666342343359352e-05 9.950283363177363505e-01 9.949263439383554397e-01 1.000000000000000000e+00
8.007792933740000080e+03 1.000005634861673931e+00 9.302666342343359352e-05 9.947691520299982715e-01 9.947635466750144317e-01 1.000000000000000000e+00
8.007813365590000103e+03 1.000093140977770689e+00 9.302666342343359352e-05 9.946924700513096740e-01 9.945998320504618739e-01 1.000000000000000000e+00
8.007833797539999978e+03 1.000078474411370433e+00 9.302666342343359352e-05 9.945142489693510335e-01 9.944362111730337128e-01 1.000000000000000000e+00
8.007854229589999704e+03 9.999246272474479058e-01 9.302666342343359352e-05 9.942017193917164208e-01 9.942766607604361928e-01 1.000000000000000000e+00
8.007874661439999727e+03 9.999275484924485813e-01 9.302666342343359352e-05 9.940552874211943113e-01 9.941273134437513814e-01 1.000000000000000000e+00
8.007895093490000363e+03 1.000022717486235724e+00 9.302666342343359352e-05 9.940149658641771468e-01 9.939923848558558372e-01 1.000000000000000000e+00
8.007915525440000238e+03 9.999177472587189586e-01 9.302666342343359352e-05 9.937921319952434107e-01 9.938738808464306906e-01 1.000000000000000000e+00
8.007935957290000260e+03 9.998494884876283351e-01 9.302666342343359352e-05 9.936238237545161889e-01 9.937733980916176879e-01 1.000000000000000000e+00
8.007956389339999987e+03 9.999070311122559840e-01 9.302666342343359352e-05 9.935971961224696614e-01 9.936895783373305147e-01 1.000000000000000000e+00
8.007976821279999967e+03 9.998722854671829863e-01 9.302666342343359352e-05 9.934891351498928991e-01 9.936160343575203280e-01 1.000000000000000000e+00
8.007997253129999990e+03 1.000221052982173120e+00 9.302666342343359352e-05 9.937617932995268522e-01 9.935421678404109391e-01 1.000000000000000000e+00
8.008017685179999717e+03 1.000233048604894703e+00 9.302666342343359352e-05 9.936864216964198526e-01 9.934548984183175779e-01 1.000000000000000000e+00
8.008038117129999591e+03 1.000163704144152010e+00 9.302666342343359352e-05 9.935101711792669876e-01 9.933475560677554883e-01 1.000000000000000000e+00
8.008058549069999572e+03 1.000024415004722611e+00 9.302666342343359352e-05 9.932462455325544726e-01 9.932219960128312319e-01 1.000000000000000000e+00
8.008078981020000356e+03 9.999639016054339136e-01 9.302666342343359352e-05 9.930501293214705205e-01 9.930859781309471224e-01 1.000000000000000000e+00
8.008099412970000230e+03 9.998978225551797827e-01 9.302666342343359352e-05 9.928472611751382182e-01 9.929487181379951233e-01 1.000000000000000000e+00
8.008119844910000211e+03 9.999055853735544508e-01 9.302666342343359352e-05 9.927242559192116511e-01 9.928179924590980754e-01 1.000000000000000000e+00
8.008140276959999937e+03 9.999018064156238728e-01 9.302666342343359352e-05 9.926006104797946428e-01 9.926980870631666454e-01 1.000000000000000000e+00
8.008160708800000066e+03 9.999876608043507531e-01 9.302666342343359352e-05 9.925773037996037385e-01 9.925895515562798144e-01 1.000000000000000000e+00
8.008181140749999940e+03 1.000015668724170803e+00 9.302666342343359352e-05 9.925052531483522511e-01 9.924897021009677633e-01 1.000000000000000000e+00
8.008201572789999773e+03 1.000000881772719508e+00 9.302666342343359352e-05 9.923958818001938909e-01 9.923950067333500158e-01 1.000000000000000000e+00
