7.991365513669999928e+03 1.000030824508237215e+00 9.302666342343359352e-05
7.991385945959999844e+03 9.999148823143938491e-01 9.302666342343359352e-05
7.991406378249999761e+03 9.999748552032232674e-01 9.302666342343359352e-05
7.991426810529999784e+03 1.000011412269822042e+00 9.302666342343359352e-05
7.991447242819999701e+03 1.000016387139163188e+00 9.302666342343359352e-05
7.991467675109999618e+03 1.000039661032219085e+00 9.302666342343359352e-05
7.991488107389999641e+03 1.000025752341730190e+00 9.302666342343359352e-05
7.991508539679999558e+03 1.000039349287437318e+00 9.302666342343359352e-05
7.991528971959999581e+03 9.999847012034159821e-01 9.302666342343359352e-05
7.991549404250000407e+03 9.999795359914186443e-01 9.302666342343359352e-05
7.991569836429999668e+03 9.999989074401349765e-01 9.302666342343359352e-05
7.991610701100000369e+03 9.999635053745493662e-01 9.302666342343359352e-05
7.991631133279999631e+03 1.000006503303713767e+00 9.302666342343359352e-05
7.991651565660000415e+03 9.998047242418336422e-01 9.302666342343359352e-05
7.991671997940000438e+03 9.996316899622303964e-01 9.302666342343359352e-05
7.991692430320000312e+03 9.996002857037410427e-01 9.302666342343359352e-05
7.991712862499999574e+03 9.997047310148341470e-01 9.302666342343359352e-05
7.991733294779999596e+03 9.999943744815558144e-01 9.302666342343359352e-05
7.991753727160000381e+03 9.999781011152323318e-01 9.302666342343359352e-05
7.991774159339999642e+03 1.000027160708072183e+00 9.302666342343359352e-05
7.991794591619999665e+03 1.000017851055238882e+00 9.302666342343359352e-05
7.991815024000000449e+03 9.999428965432619609e-01 9.302666342343359352e-05
7.991855888449999838e+03 9.999750174343015052e-01 9.302666342343359352e-05
7.991876320829999713e+03 1.000004048260131340e+00 9.302666342343359352e-05
7.991896753109999736e+03 1.000050670881589499e+00 9.302666342343359352e-05
7.991917185280000012e+03 1.000015354277456581e+00 9.302666342343359352e-05
7.991937617659999887e+03 9.999934188903709664e-01 9.302666342343359352e-05
7.991958049930000016e+03 1.000044343636494748e+00 9.302666342343359352e-05
7.991978482110000186e+03 9.999327276042033752e-01 9.302666342343359352e-05
7.991998914480000167e+03 9.999748369694753114e-01 9.302666342343359352e-05
7.992019346750000295e+03 9.999312262592408018e-01 9.302666342343359352e-05
7.993837817390000055e+03 9.999905672800065703e-01 9.302666342343359352e-05
7.993858249619999697e+03 1.000039269406355125e+00 9.302666342343359352e-05
7.993878681950000100e+03 9.999958289025109304e-01 9.302666342343359352e-05
7.993899114079999890e+03 9.999803893353900186e-01 9.302666342343359352e-05
7.993919546310000442e+03 9.999944701966229088e-01 9.302666342343359352e-05
7.993939978639999936e+03 1.000013970456299139e+00 9.302666342343359352e-05
7.993960410769999726e+03 1.000026206026911613e+00 9.302666342343359352e-05
7.993980843000000277e+03 9.999774645790309169e-01 9.302666342343359352e-05
7.994001275329999771e+03 9.999454835953224263e-01 9.302666342343359352e-05
7.994021707449999667e+03 9.999493826381949946e-01 9.302666342343359352e-05
7.994062572009999712e+03 9.999464039852457020e-01 9.302666342343359352e-05
7.994083004230000370e+03 9.999914162619775171e-01 9.302666342343359352e-05
7.994103436360000160e+03 1.000014592960608351e+00 9.302666342343359352e-05
7.994123868679999759e+03 9.999335324377256473e-01 9.302666342343359352e-05
7.994144300910000311e+03 9.996978086498610194e-01 9.302666342343359352e-05
7.994164733229999911e+03 9.995299015322040015e-01 9.302666342343359352e-05
7.994185165359999701e+03 9.996987867340775269e-01 9.302666342343359352e-05
7.994205597580000358e+03 1.000005947731982037e+00 9.302666342343359352e-05
7.994226029899999958e+03 9.998667539142991334e-01 9.302666342343359352e-05
7.994246462029999748e+03 9.999969223525663198e-01 9.302666342343359352e-05
7.994266894250000405e+03 9.999722645521798015e-01 9.302666342343359352e-05
7.994287326570000005e+03 1.000070853515107716e+00 9.302666342343359352e-05
7.994328190909999648e+03 1.000031754244180782e+00 9.302666342343359352e-05
7.994348623230000157e+03 1.000004194663257406e+00 9.302666342343359352e-05
7.994369055350000053e+03 1.000000253862157740e+00 9.302666342343359352e-05
7.994389487569999801e+03 1.000054468099174754e+00 9.302666342343359352e-05
7.994409919789999549e+03 9.999425471586098624e-01 9.302666342343359352e-05
7.994430352010000206e+03 9.999963932620435925e-01 9.302666342343359352e-05
7.994450784220000060e+03 1.000061084099484132e+00 9.302666342343359352e-05
7.994471216439999807e+03 9.999563743767480029e-01 9.302666342343359352e-05
7.996024063820000265e+03 1.000015433035309931e+00 9.302666342343359352e-05
7.996044496010000330e+03 9.999473802668858990e-01 9.302666342343359352e-05
7.996064928290000353e+03 1.000008742187262323e+00 9.302666342343359352e-05
7.996085360369999762e+03 1.000001535486660487e+00 9.302666342343359352e-05
7.996105792549999933e+03 1.000074535531375597e+00 9.302666342343359352e-05
7.996126224829999956e+03 9.999988641698500658e-01 9.302666342343359352e-05
7.996146656910000274e+03 9.999479972630451741e-01 9.302666342343359352e-05
7.996167089090000445e+03 9.999684550613872069e-01 9.302666342343359352e-05
7.996187521369999558e+03 9.999856938461372247e-01 9.302666342343359352e-05
7.996207953549999729e+03 9.999914941602898732e-01 9.302666342343359352e-05
7.996228385630000048e+03 9.998374170827970531e-01 9.302666342343359352e-05
7.996289682159999757e+03 1.000059814407715075e+00 9.302666342343359352e-05
7.996310114439999779e+03 9.997110030845978157e-01 9.302666342343359352e-05
7.996330546610000056e+03 9.998099566472057331e-01 9.302666342343359352e-05
