# time-2457000 flux       flux_err  
1468.66543086 1.00141943 0.00226273
1468.66681973 0.99722815 0.00226004
1468.66820860 1.00141895 0.00226404
1468.66959748 0.99965078 0.00226360
1468.67098635 0.99854165 0.00225888
1468.67237522 1.00222313 0.00226238
1468.67376410 0.99930716 0.00226439
1468.67515297 1.00335836 0.00226556
1468.67654184 1.00186384 0.00226394
1468.67793072 1.00033760 0.00225920
1468.67931959 0.99733150 0.00225868
1468.68070846 1.00018287 0.00226169
1468.68209733 1.00070107 0.00226231
1468.68348621 1.00008726 0.00226335
1468.68487508 1.00028777 0.00226278
1468.68626395 1.00116622 0.00226259
1468.68765283 1.00236201 0.00226219
1468.68904170 0.99901235 0.00225854
1468.69043057 0.99916631 0.00226076
1468.69181945 1.00077736 0.00226341
1468.69320832 0.99583125 0.00226100
1468.69459719 0.99797392 0.00226170
1468.69598607 1.00194550 0.00226192
1468.69737494 1.00210690 0.00226188
1468.69876381 1.00195777 0.00226253
1468.70015269 0.99659550 0.00225845
1468.70154156 1.00369561 0.00226325
1468.70293043 1.00268853 0.00226209
1468.70431931 0.99753255 0.00226053
1468.70570818 1.00268245 0.00226315
1468.70709705 1.00168371 0.00226095
1468.70848593 0.99857342 0.00226209
1468.70987480 1.00148118 0.00226413
1468.71126367 1.00442684 0.00226314
1468.71265255 0.99903888 0.00226106
1468.71404142 1.00184453 0.00226061
1468.71543029 1.00060654 0.00226276
1468.71681917 1.00144243 0.00226260
1468.71820804 0.99623245 0.00225800
1468.71959691 0.99739265 0.00225907
1468.72098579 1.00595391 0.00226469
1468.72237466 1.00220656 0.00226364
1468.72376353 1.00196576 0.00226282
1468.72515241 1.00164735 0.00226448
1468.72654128 1.00162864 0.00226327
1468.72793015 1.00302804 0.00226194
1468.72931903 1.00183392 0.00226294
1468.73070790 1.00141275 0.00226011
1468.73209677 0.99979633 0.00226068
1468.73348565 1.00542212 0.00226538
1468.73487452 1.00171685 0.00226375
1468.73626339 1.00058460 0.00226188
1468.73765227 0.99765635 0.00226047
1468.73904114 1.00158930 0.00226336
1468.74043001 1.00405550 0.00226515
1468.74181888 1.00023866 0.00226473
1468.74320776 1.00111914 0.00226519
1468.74459663 0.99998188 0.00226145
1468.74598550 1.00060856 0.00226439
1468.74737438 1.00288308 0.00226371
1468.74876325 1.00062346 0.00226145
1468.75015212 0.99790961 0.00225930
1468.75154100 1.00214028 0.00226387
1468.75292987 1.00273681 0.00226441
1468.75431874 1.00018919 0.00226175
1468.75570762 0.99988437 0.00226171
1468.75709649 1.00488651 0.00226618
1468.75848536 1.00201547 0.00226282
1468.75987424 1.00170135 0.00226261
1468.76126311 0.99863428 0.00226167
1468.76265198 0.99774092 0.00225907
1468.76404086 0.99932539 0.00226238
1468.76542973 0.99864334 0.00226115
1468.76681860 1.00019062 0.00226342
1468.76820748 0.99723637 0.00226063
1468.76959635 1.00363445 0.00226466
1468.77098522 1.00097537 0.00226459
1468.77237410 1.00203633 0.00226309
1468.77376297 0.99926621 0.00226358
1468.77515184 1.00225019 0.00226232
1468.77654072 0.99883187 0.00226138
1468.77792959 1.00075078 0.00225978
1468.77931846 1.00110519 0.00226262
1468.78070734 0.99720043 0.00226085
1468.78209621 1.00056219 0.00226101
1468.78348508 1.00353920 0.00226386
1468.78487395 0.99944651 0.00226245
1468.78626283 0.99835730 0.00225869
1468.78765170 1.00526369 0.00226565
1468.78904057 1.00317454 0.00226231
1468.79042945 0.99939311 0.00225924
1468.79181832 0.99718785 0.00226223
1468.79320719 1.00253677 0.00226313
1468.79459607 0.99826032 0.00226032
1468.79598494 1.00067091 0.00226261
1468.79737381 0.99879742 0.00226045
1468.79876269 1.00006592 0.00226275
1468.80015156 1.00238967 0.00226508
1468.80154043 0.99991149 0.00226254
1468.80292931 0.99913567 0.00226296
1468.80431818 0.99979055 0.00226255
1468.80570705 1.00053811 0.00226149
1468.80709593 0.99853379 0.00226137
1468.80848480 0.99995601 0.00226247
1468.80987367 1.00164533 0.00226113
1468.81126255 0.99851459 0.00226321
1468.81265142 0.99740416 0.00225871
1468.81404029 1.00140929 0.00226223
1468.81542917 1.00241601 0.00226497
1468.81681804 1.00194502 0.00226377
1468.81820691 0.99747926 0.00225980
1468.81959578 1.00025821 0.00226084
1468.82098466 0.99841428 0.00226222
1468.82237353 1.00095236 0.00226453
1468.82376240 0.99822366 0.00225890
1468.82515128 1.00021005 0.00226108
1468.82654015 1.00347519 0.00226277
1468.82792902 0.99597520 0.00225899
1468.82931790 0.99788016 0.00225867
1468.83070677 1.00309944 0.00226129
1468.83209564 0.99838561 0.00226176
1468.83348452 0.99762946 0.00225795
1468.83487339 0.99523109 0.00225888
1468.83626226 0.99727970 0.00225754
1468.83765114 0.99977189 0.00226052
1468.83904001 1.00283551 0.00226378
1468.84042888 0.99968934 0.00226022
1468.84181776 0.99620539 0.00226101
1468.84320663 0.99771005 0.00226189
1468.84459550 1.00145030 0.00226326
1468.84598438 0.99653691 0.00225736
1468.84737325 0.99968159 0.00226120
1468.84876212 1.00417089 0.00226586
1468.85015100 1.00057149 0.00226369
1468.85153987 1.00404298 0.00226398
1468.85292874 0.99948746 0.00226046
1468.85431761 1.00008810 0.00226341
1468.85570649 1.00311744 0.00226468
1468.85709536 0.99917269 0.00226032
1468.85848423 1.00690854 0.00226557
1468.85987311 1.00263882 0.00226415
1468.86126198 0.99958044 0.00226213
1468.86265085 0.99994665 0.00226291
1468.86403973 1.00239730 0.00226347
1468.86542860 0.99774200 0.00226078
1468.86681747 0.99844116 0.00226057
1468.86820635 0.99882919 0.00226108
1468.86959522 0.99936515 0.00226154
1468.87098409 0.99985033 0.00226138
1468.87237297 0.99970907 0.00226156
1468.87376184 0.99880528 0.00226002
1468.87515071 0.99814886 0.00225976
1468.87653959 1.00005972 0.00226337
1468.87792846 1.00604415 0.00226639
1468.87931733 1.00272667 0.00226309
1468.88070621 0.99820435 0.00226017
1468.88209508 1.00034857 0.00226050
1468.88348395 1.00349975 0.00226531
1468.88487282 0.99969780 0.00226127
1468.88626170 1.00112629 0.00226181
1468.88765057 1.00601864 0.00226446
1468.88903944 1.00160170 0.00226110
1468.89042832 0.99751502 0.00225758
1468.89181719 1.00439453 0.00226428
1468.89320606 1.00291288 0.00226319
1468.89459494 1.00165057 0.00226345
1468.89598381 1.00382578 0.00226315
1468.89737268 0.99587506 0.00226047
1468.89876156 0.99992722 0.00226201
1468.90015043 1.00162244 0.00226415
1468.90153930 0.99634451 0.00225757
1468.90292818 1.00085580 0.00226225
1468.90431705 0.99878275 0.00226117
1468.90570592 0.99732596 0.00226092
1468.90709480 0.99970126 0.00226213
1468.90848367 0.99887580 0.00226067
1468.90987254 1.00118315 0.00226484
1468.91126142 0.99739069 0.00225949
1468.91265029 0.99638104 0.00225975
1468.91403916 1.00320542 0.00226390
1468.91542803 0.99996150 0.00226257
1468.91681691 0.99921060 0.00226198
1468.91820578 1.00078857 0.00226090
1468.91959465 1.00207233 0.00226286
1468.92098353 1.00738645 0.00226657
1468.92237240 1.00073540 0.00226193
1468.92376127 0.99676657 0.00225916
1468.92515015 1.00510371 0.00226445
1468.92653902 1.00347042 0.00226379
1468.92792789 0.99867892 0.00225903
1468.92931677 1.00207853 0.00226376
1468.93070564 1.00118828 0.00226169
1468.93209451 1.00292933 0.00226529
1468.93348339 1.00176573 0.00226036
1468.93487226 0.99734586 0.00225801
1468.93626113 0.99770159 0.00225734
1468.93765000 1.00488687 0.00226683
1468.93903888 1.00018120 0.00226442
1468.94042775 1.00205553 0.00226263
1468.94181662 1.00223339 0.00226407
1468.94320550 0.99682146 0.00225943
1468.94459437 0.99988520 0.00226068
1468.94598324 1.00098121 0.00226286
1468.94737212 0.99869269 0.00226095
1468.94876099 1.00142574 0.00226285
1468.95014986 0.99797994 0.00225965
1468.95153874 1.00343215 0.00226200
1468.95292761 1.00140321 0.00226334
1468.95431648 0.99916124 0.00226079
1468.95570536 1.00089359 0.00226343
1468.95709423 1.00431406 0.00226264
1468.95848310 0.99968857 0.00225985
1468.95987198 1.00576997 0.00226413
1468.96126085 1.00236523 0.00226503
1468.96264972 1.00272417 0.00226441
1468.96403859 0.99638093 0.00226010
1468.96542747 0.99939090 0.00225935
1468.96681634 1.00064659 0.00226159
1468.96820521 1.00007439 0.00226340
1468.96959409 0.99866647 0.00226321
1468.97098296 1.00237036 0.00226393
1468.97237183 0.99993062 0.00226027
1468.97376071 1.00497663 0.00226672
1468.97514958 0.99946707 0.00226028
1468.97653845 0.99842995 0.00226014
1468.97792733 1.00236142 0.00226175
1468.97931620 0.99539071 0.00226081
1468.98070507 0.99779522 0.00226099
1468.98209395 1.00136685 0.00226303
1468.98348282 0.99998868 0.00226085
1468.98487169 0.99976981 0.00226133
1468.98626056 0.99991655 0.00226210
1468.98764944 1.00160325 0.00226223
1468.98903831 0.99756408 0.00225980
1468.99042718 0.99531782 0.00226206
1468.99181606 1.00344586 0.00226162
1468.99320493 0.99999392 0.00226203
1468.99459380 1.00256276 0.00226086
1468.99598268 0.99805087 0.00226089
1468.99737155 1.00354481 0.00226323
1468.99876042 1.00011742 0.00226135
1469.00014930 0.99742705 0.00225783
1469.00153817 0.99955970 0.00226111
1469.00292704 1.00123978 0.00226156
1469.00431592 0.99891716 0.00225962
1469.00570479 1.00580764 0.00226688
1469.00709366 1.00298846 0.00226252
1469.00848253 1.00212860 0.00226334
1469.00987141 1.00082266 0.00226171
1469.01126028 0.99933118 0.00226182
1469.01264915 1.00115597 0.00226029
1469.01403803 1.00244331 0.00226182
1469.01542690 0.99820763 0.00226228
1469.01681577 1.00347340 0.00226458
1469.01820465 1.00411475 0.00226521
1469.01959352 1.00202668 0.00226107
1469.02098239 1.00325119 0.00226339
1469.02237127 0.99955797 0.00226444
1469.02376014 1.00211346 0.00226025
1469.02514901 0.99933064 0.00226207
1469.02653788 0.99818712 0.00226389
1469.02792676 0.99995077 0.00226390
1469.02931563 1.00532901 0.00226691
1469.03070450 1.00361240 0.00226335
1469.03209338 1.00316417 0.00226220
1469.03348225 0.99960828 0.00225932
1469.03487112 1.00129449 0.00226356
1469.03626000 0.99945003 0.00226289
1469.03764887 1.00323832 0.00226385
1469.03903774 1.00381136 0.00226242
1469.04042662 1.00032926 0.00226192
1469.04181549 1.00296044 0.00226107
1469.04320436 1.00032079 0.00226028
1469.04459324 1.00063336 0.00226132
1469.04598211 0.99775267 0.00225922
1469.04737098 0.99708498 0.00225908
1469.04875985 0.99983895 0.00225859
1469.05014873 1.00132930 0.00226043
1469.05153760 1.00013661 0.00226194
1469.05292647 1.00322342 0.00226554
1469.05431535 1.00153267 0.00226219
1469.05570422 1.00068712 0.00226156
1469.05709309 1.00087571 0.00225789
1469.05848197 0.99879187 0.00225903
1469.05987084 0.99818969 0.00226311
1469.06125971 0.99823022 0.00226002
1469.06264859 1.00126219 0.00226223
1469.06403746 1.00251150 0.00226522
1469.06542633 1.00270319 0.00226503
1469.06681520 1.00337315 0.00226185
1469.06820408 1.00305593 0.00226391
1469.06959295 1.00274181 0.00226255
1469.07098182 1.00054240 0.00225938
1469.07237070 1.00297344 0.00226377
1469.07375957 0.99866307 0.00226242
1469.07514844 1.00131965 0.00226248
1469.07653732 0.99815881 0.00226195
1469.07792619 1.00027752 0.00226153
1469.07931506 1.00148165 0.00226420
1469.08070394 1.00213754 0.00226363
1469.08209281 1.00093281 0.00226233
1469.08348168 1.00115120 0.00226385
1469.08487055 1.00076997 0.00226012
1469.08625943 1.00073504 0.00226218
1469.08764830 1.00294101 0.00226555
1469.08903717 1.00096500 0.00226301
1469.09042605 1.00289428 0.00226409
1469.09181492 1.00417256 0.00226467
1469.09320379 0.99893689 0.00226187
1469.09459267 1.00174832 0.00226329
1469.09598154 0.99990726 0.00226132
1469.09737041 0.99889290 0.00226170
1469.09875929 0.99817950 0.00225994
1469.10014816 1.00178409 0.00226189
1469.10153703 1.00204897 0.00226029
1469.10292590 1.00010312 0.00226096
1469.10431478 1.00069189 0.00226505
1469.10570365 1.00025952 0.00225950
1469.10709252 1.00456083 0.00226243
1469.10848140 1.00198972 0.00226477
1469.10987027 1.00492632 0.00226431
1469.11125914 0.99935979 0.00226178
1469.11264802 1.00029957 0.00225955
1469.11403689 1.00103331 0.00225977
1469.11542576 1.00226176 0.00226402
1469.11681463 1.00087750 0.00225969
1469.11820351 0.99591082 0.00226092
1469.11959238 0.99859333 0.00225865
1469.12098125 1.00163853 0.00226325
1469.12237013 1.00312841 0.00226239
1469.12375900 0.99774271 0.00225916
1469.12514787 1.00033414 0.00226068
1469.12653675 1.00064385 0.00226109
1469.12792562 1.00372291 0.00226489
1469.12931449 1.00347447 0.00226463
1469.13070337 1.00185776 0.00226185
1469.13209224 0.99962074 0.00226084
1469.13348111 1.00071180 0.00225983
1469.13486998 1.00304222 0.00226165
1469.13625886 1.00305557 0.00226341
1469.13764773 0.99585027 0.00225832
1469.13903660 0.99780381 0.00225963
1469.14042548 1.00040436 0.00226136
1469.14181435 0.99797529 0.00226157
1469.14320322 1.00208747 0.00226181
1469.14459210 1.00221562 0.00226662
1469.14598097 1.00111055 0.00226376
1469.14736984 0.99920613 0.00226059
1469.14875872 0.99975449 0.00226120
1469.15014759 1.00050139 0.00226117
1469.15153646 1.00155973 0.00226568
1469.15292533 0.99856323 0.00226081
1469.15431421 1.00616181 0.00226693
1469.15570308 1.00118065 0.00226146
1469.15709195 1.00120151 0.00226433
1469.15848083 0.99878550 0.00226157
1469.15986970 0.99607819 0.00226063
1469.16125857 1.00178230 0.00226574
1469.16264745 0.99980599 0.00225947
1469.16403632 0.99932712 0.00226229
1469.16542519 1.00175822 0.00226065
1469.16681406 0.99934912 0.00225965
1469.16820294 1.00273407 0.00226061
1469.16959181 0.99966979 0.00225987
1469.17098068 1.00200927 0.00226352
1469.17236956 1.00195789 0.00226293
1469.17375843 1.00592685 0.00226619
1469.17514730 1.00209439 0.00226172
1469.17653618 1.00101149 0.00226180
1469.17792505 1.00121844 0.00226271
1469.17931392 1.00012720 0.00225948
1469.18070279 0.99860334 0.00226280
1469.18209167 1.00347781 0.00226456
1469.18348054 0.99991560 0.00226197
1469.18486941 0.99671191 0.00225837
1469.18625829 1.00332940 0.00226287
1469.18764716 1.00212860 0.00226272
1469.18903603 1.00053167 0.00226186
1469.19042491 0.99896032 0.00225951
1469.19181378 0.99842227 0.00226211
1469.19320265 1.00237322 0.00226022
1469.19459153 1.00208259 0.00226510
1469.19598040 0.99761254 0.00225842
1469.19736927 0.99955821 0.00225851
1469.19875814 1.00163031 0.00226152
1469.20014702 1.00541401 0.00226485
1469.20153589 1.00338793 0.00226292
1469.20292476 1.00119829 0.00226243
1469.20431364 1.00336087 0.00226317
1469.20570251 1.00050592 0.00226210
1469.20709138 1.00174212 0.00226393
1469.20848026 1.00153756 0.00226483
1469.20986913 1.00304079 0.00226479
1469.21125800 0.99806732 0.00226096
1469.21264687 0.99770111 0.00226096
1469.21403575 1.00421798 0.00226514
1469.21542462 1.00487459 0.00226587
1469.21681349 1.00200605 0.00226372
1469.21820237 1.00135577 0.00226335
1469.21959124 0.99939936 0.00226044
1469.22098011 1.00600755 0.00226542
1469.22236899 1.00086153 0.00226358
1469.22375786 1.00313532 0.00226404
1469.22514673 1.00374472 0.00226619
1469.22653560 1.00001574 0.00226219
1469.22792448 1.00215566 0.00226376
1469.22931335 0.99761385 0.00226067
1469.23070222 1.00024748 0.00226179
1469.23209110 1.00495934 0.00226416
1469.23347997 1.00668430 0.00226336
1469.23486884 1.00278091 0.00226171
1469.23625772 0.99726164 0.00225832
1469.23764659 0.99812794 0.00226165
1469.23903546 1.00324082 0.00226291
1469.24042433 0.99976319 0.00226297
1469.24181321 1.00396371 0.00226292
1469.24320208 0.99812049 0.00226096
1469.24459095 1.00040388 0.00226196
1469.24597983 1.00112426 0.00226434
1469.24736870 1.00026476 0.00226418
1469.24875757 0.99851680 0.00226018
1469.25014645 1.00003314 0.00226327
1469.25153532 1.00256920 0.00226510
1469.25292419 1.00371838 0.00226331
1469.25431306 1.00251794 0.00226330
1469.25570194 1.00183439 0.00226244
1469.25709081 1.00455499 0.00226531
1469.25847968 0.99928397 0.00226013
1469.25986856 1.00073349 0.00226162
1469.26125743 0.99855185 0.00226083
1469.26264630 1.00046718 0.00226256
1469.26403518 1.00187123 0.00226233
1469.26542405 1.00148666 0.00226152
1469.26681292 0.99858320 0.00226194
1469.26820179 1.00405073 0.00226330
1469.26959067 0.99904829 0.00225869
1469.27097954 0.99799162 0.00225991
1469.27236841 0.99982721 0.00226178
1469.27375729 0.99817783 0.00225922
1469.27514616 1.00014091 0.00226090
1469.27653503 1.00118482 0.00225991
1469.27792390 1.00461793 0.00226273
1469.27931278 0.99858761 0.00225983
1469.28070165 0.99961925 0.00226089
1469.28209052 1.00018585 0.00226078
1469.28347940 1.00438571 0.00226335
1469.28486827 0.99909693 0.00226037
1469.28625714 1.00109267 0.00226281
1469.28764602 0.99576312 0.00225894
1469.28903489 1.00701678 0.00226515
1469.29042376 1.00008607 0.00225906
1469.29181263 1.00119066 0.00226118
1469.29320151 1.00522339 0.00226532
1469.29459038 1.00306416 0.00226280
1469.29597925 1.00356269 0.00226209
1469.29736813 1.00079525 0.00226098
1469.29875700 1.00034118 0.00226017
1469.30014587 1.00323927 0.00226090
