8209.597387 1.007594  0.000648  -0.07   1.31  1.11 13.12   282.84    45.00
8209.598065 1.008785  0.000648  -0.10   1.77  1.11 12.44   281.68    45.00
8209.598736 1.008909  0.000648   0.97   0.36  1.11 12.03   282.27    45.00
8209.599408 1.009442  0.000649   1.45   1.54  1.11 12.72   280.76    45.00
8209.600078 1.008337  0.000648  -0.21   0.10  1.11 12.82   281.04    45.00
8209.600748 1.007315  0.000647   0.18   0.88  1.11 12.98   279.49    45.00
8209.601427 1.007651  0.000647   0.51  -0.03  1.11 12.91   277.55    45.00
8209.602103 1.007260  0.000647   0.17   0.85  1.11 14.84   277.52    45.00
8209.602773 1.009765  0.000649  -0.91   1.61  1.11 13.56   278.15    45.00
8209.603447 1.007708  0.000648  -0.13   1.49  1.11 14.79   277.93    45.00
8209.604121 1.008580  0.000649  -0.05  -1.49  1.11 13.96   280.16    45.00
8209.604792 1.006455  0.000647  -0.06  -1.85  1.11 13.81   279.80    45.00
8209.605465 1.004894  0.000647   0.51  -0.90  1.11 14.42   281.06    45.00
8209.606142 1.006431  0.000647  -0.74  -0.55  1.11 14.10   281.33    45.00
8209.606813 1.006135  0.000647   0.60   1.71  1.11 14.21   280.19    45.00
8209.607484 1.005797  0.000647  -0.17   1.44  1.11 14.80   279.69    45.00
8209.608157 1.007971  0.000642   0.57  -2.86  1.10 14.02   278.70    45.00
8209.608828 1.006057  0.000640   0.75  -1.06  1.10 12.42   279.58    45.00
8209.609499 1.007774  0.000642  -0.25   2.86  1.10 14.00   279.48    45.00
8209.610169 1.006086  0.000641   0.02   3.21  1.10 14.53   280.49    45.00
8209.610841 1.004661  0.000640   1.17  -0.84  1.10 14.82   280.93    45.00
8209.611511 1.003181  0.000640   1.59  -0.96  1.10 15.48   280.86    45.00
8209.612187 1.003662  0.000640   0.09  -1.22  1.10 16.51   279.56    45.00
8209.612864 1.004222  0.000640   0.77  -1.38  1.10 15.00   279.20    45.00
8209.613540 1.004996  0.000640  -0.21  -0.88  1.10 15.33   279.63    45.00
8209.614210 1.003417  0.000640  -0.37  -1.17  1.10 15.75   281.08    45.00
8209.614886 1.004251  0.000640  -1.11  -1.43  1.10 14.38   282.04    45.00
8209.615563 1.002238  0.000639  -0.81  -1.95  1.10 15.57   281.34    45.00
8209.616244 1.002531  0.000639   0.90   0.25  1.10 14.78   281.87    45.00
8209.616906 1.001590  0.000639   0.61   0.07  1.10 15.85   282.17    45.00
8209.617577 1.000511  0.000638  -1.77  -2.41  1.10 15.77   281.43    45.00
8209.618251 1.001855  0.000638  -0.95  -3.46  1.10 15.59   280.39    45.00
8209.618919 0.998958  0.000637  -0.44  -0.80  1.10 16.35   279.72    45.00
8209.619588 1.000610  0.000638  -0.70   0.41  1.10 15.40   279.57    45.00
8209.620263 0.999384  0.000637  -0.78  -1.53  1.10 16.08   279.74    45.00
8209.620933 0.998895  0.000637  -1.63  -2.10  1.10 15.80   279.63    45.00
8209.621605 0.997847  0.000636   0.30  -0.31  1.10 16.58   279.55    45.00
8209.622283 0.998237  0.000636  -0.02  -2.50  1.10 16.12   280.48    45.00
8209.622960 0.999710  0.000637  -0.47  -2.87  1.10 15.78   280.57    45.00
8209.623633 0.997469  0.000636   0.04  -3.28  1.10 15.86   278.58    45.00
8209.624305 0.997052  0.000636   0.57  -0.57  1.10 17.08   278.98    45.00
8209.624974 0.997445  0.000636   0.67  -0.95  1.10 16.53   280.50    45.00
8209.625648 0.996629  0.000635   0.78  -0.13  1.10 15.84   280.98    45.00
8209.626319 0.996836  0.000635   0.79   0.16  1.10 15.74   279.74    45.00
8209.626989 0.996046  0.000635  -1.04  -0.10  1.10 16.34   282.22    45.00
8209.627662 0.996063  0.000635  -0.56   0.04  1.10 15.23   280.27    45.00
8209.628335 0.995479  0.000635  -1.03   1.34  1.10 15.53   279.87    45.00
8209.629012 0.995385  0.000635  -0.12   0.72  1.10 16.28   282.09    45.00
8209.629683 0.997284  0.000636   2.11  -1.44  1.10 15.43   280.58    45.00
8209.630360 0.995041  0.000635   2.23  -1.68  1.10 16.33   280.51    45.00
8209.631037 0.996808  0.000636   0.02  -0.99  1.10 15.44   279.86    45.00
8209.631710 0.994930  0.000634  -0.02  -1.64  1.10 16.02   280.56    45.00
8209.632383 0.994166  0.000634  -0.98  -1.70  1.10 17.29   279.73    45.00
8209.633056 0.995818  0.000635  -0.07  -0.69  1.10 16.06   279.13    45.00
8209.633731 0.994996  0.000635   0.97   2.23  1.10 16.31   277.93    45.00
8209.634406 0.994819  0.000635   1.05   2.55  1.10 16.55   277.95    45.00
8209.635084 0.995493  0.000635   0.88   1.66  1.10 16.53   278.46    45.00
8209.635758 0.995778  0.000635   0.11   0.72  1.10 15.85   277.51    45.00
8209.636431 0.995280  0.000634  -2.24  -0.66  1.10 16.54   276.32    45.00
8209.637107 0.995214  0.000634  -1.83  -0.86  1.10 16.94   277.85    45.00
8209.637777 0.997270  0.000635   1.19  -0.80  1.10 16.05   276.11    45.00
8209.638447 0.994106  0.000639   0.81  -0.71  1.11 17.00   275.23    45.00
8209.639121 0.996236  0.000640  -2.10   1.21  1.11 16.08   276.97    45.00
8209.639798 0.995613  0.000640  -2.67   0.67  1.11 16.02   276.07    45.00
8209.640469 0.997116  0.000641   0.59   0.15  1.11 14.85   276.93    45.00
8209.641141 0.994628  0.000640  -0.29   0.98  1.11 15.51   276.68    45.00
8209.641812 0.993579  0.000639  -0.40   0.45  1.11 14.94   276.15    45.00
8209.642488 0.994992  0.000640  -0.61  -0.05  1.11 16.62   277.49    45.00
8209.643167 0.995137  0.000640   0.45   0.17  1.11 15.72   278.80    45.00
8209.643835 0.996789  0.000642   1.15  -0.08  1.11 14.94   281.46    45.00
8209.644510 0.995197  0.000641   0.95  -2.65  1.11 16.08   281.48    45.00
8209.645185 0.995700  0.000641   1.11  -1.29  1.11 14.22   281.82    45.00
8209.645857 0.996669  0.000642  -0.11   1.14  1.11 15.72   281.81    45.00
8209.646526 0.995552  0.000641  -0.57   0.53  1.11 15.23   281.30    45.00
8209.647198 0.996846  0.000642  -0.86  -1.89  1.11 15.68   281.43    45.00
8209.647872 0.996070  0.000641  -0.15  -0.22  1.11 15.82   280.54    45.00
8209.648555 0.995256  0.000641  -0.21   1.84  1.11 15.65   279.73    45.00
8209.649230 0.995855  0.000641   0.16   2.23  1.11 15.31   279.73    45.00
8209.649903 0.995286  0.000646  -2.00   0.30  1.12 14.85   280.69    45.00
8209.650574 0.994514  0.000646  -2.36   0.49  1.12 15.46   280.11    45.00
8209.651360 0.996432  0.000647   0.10   0.68  1.12 14.70   279.79    45.00
8209.652033 0.992725  0.000645   1.24   1.70  1.12 15.26   279.78    45.00
8209.652703 0.995687  0.000647  -0.32   0.89  1.12 15.07   280.69    45.00
8209.653373 0.995767  0.000647  -0.57   0.23  1.12 14.61   281.02    45.00
8209.654047 0.995554  0.000647  -1.08  -1.46  1.12 13.96   281.32    45.00
8209.654716 0.994301  0.000646   0.13  -1.93  1.12 15.54   282.18    45.00
8209.655389 0.995820  0.000647   0.80   1.55  1.12 14.97   282.02    45.00
8209.656059 0.993975  0.000646   0.29   0.50  1.12 14.90   281.75    45.00
8209.656731 0.996613  0.000648  -1.61  -0.07  1.12 12.60   281.22    45.00
8209.657402 0.994353  0.000652  -2.30   0.19  1.13 14.60   282.18    45.00
8209.658072 0.995596  0.000653  -2.47   0.02  1.13 13.96   282.04    45.00
8209.658742 0.995172  0.000653  -1.73  -0.48  1.13 14.78   282.46    45.00
8209.659416 0.994982  0.000653  -0.26  -1.46  1.13 14.01   281.61    45.00
8209.660087 0.995078  0.000653  -0.79  -1.26  1.13 14.39   280.94    45.00
8209.660758 0.995016  0.000653  -0.09  -0.04  1.13 14.19   281.95    45.00
8209.661431 0.995176  0.000653  -0.72   0.60  1.13 13.02   283.36    45.00
8209.662103 0.994017  0.000652  -1.30   0.51  1.13 14.44   282.84    45.00
8209.662774 0.994355  0.000653  -2.65   0.90  1.13 14.99   283.58    45.00
8209.663449 0.995317  0.000659  -0.58  -0.39  1.14 13.85   283.01    45.00
8209.664131 0.993666  0.000658  -1.90   0.41  1.14 14.30   283.34    45.00
8209.664807 0.994657  0.000659   0.34   1.50  1.14 15.02   284.45    45.00
8209.665479 0.994692  0.000659   0.46  -0.12  1.14 15.14   286.78    45.00
8209.666152 0.993630  0.000659  -1.05  -0.90  1.14 14.91   284.91    45.00
8209.666822 0.995690  0.000659  -0.41  -0.77  1.14 13.96   283.51    45.00
8209.667494 0.995684  0.000659  -0.53  -0.42  1.14 13.69   284.79    45.00
8209.668162 0.995074  0.000659  -0.16  -1.39  1.14 14.27   284.18    45.00
8209.668836 0.994007  0.000665   0.23  -0.20  1.15 13.71   285.12    45.00
8209.669506 0.994733  0.000665  -0.17  -0.34  1.15 15.35   284.71    45.00
8209.670178 0.994006  0.000665  -2.12  -1.16  1.15 15.16   286.11    45.00
8209.670850 0.995177  0.000665  -2.23  -0.31  1.15 14.03   286.63    45.00
8209.671521 0.995077  0.000665   0.00   1.22  1.15 14.49   286.26    45.00
8209.672192 0.993724  0.000664   0.20   2.20  1.15 13.98   285.89    45.00
8209.672864 0.995859  0.000666   0.21   0.47  1.15 13.97   286.07    45.00
8209.673536 0.994627  0.000672  -0.06  -0.31  1.16 14.22   287.00    45.00
8209.674207 0.996060  0.000672  -0.47  -1.13  1.16 14.26   286.68    45.00
8209.674880 0.995049  0.000672  -1.49  -0.64  1.16 14.38   287.47    45.00
8209.675556 0.995210  0.000672  -1.49   1.11  1.16 14.93   287.63    45.00
8209.676230 0.993220  0.000671  -1.62   0.63  1.16 16.31   288.23    45.00
8209.676892 0.994204  0.000671   0.45   0.55  1.16 14.80   289.71    45.00
8209.677563 0.994978  0.000678  -0.23   0.36  1.17 13.19   290.08    45.00
8209.678233 0.994991  0.000678  -2.09  -1.04  1.17 14.58   291.97    45.00
8209.678905 0.994920  0.000678  -2.11  -1.53  1.17 13.74   293.53    45.00
8209.679578 0.993569  0.000678  -0.98  -0.63  1.17 16.69   294.21    45.00
8209.680253 0.994491  0.000678   0.14   0.80  1.17 14.97   294.93    45.00
8209.680933 0.995083  0.000679   2.47   0.89  1.17 14.34   297.90    45.00
8209.681606 0.993623  0.000685   0.50   1.18  1.18 15.58   299.17    45.00
8209.682283 0.993802  0.000685  -2.05   1.10  1.18 15.67   299.68    45.00
8209.682957 0.992565  0.000684  -2.41   0.86  1.18 16.53   300.18    45.00
8209.683627 0.992930  0.000684  -1.96   1.54  1.18 16.93   299.39    45.00
8209.684298 0.993529  0.000685   2.28  -0.19  1.18 15.49   300.10    45.00
8209.684972 0.993832  0.000691   2.24   0.90  1.19 14.79   299.07    45.00
8209.685735 0.995073  0.000692   0.18   0.32  1.19 14.43   299.12    45.00
8209.686405 0.994670  0.000692  -0.61   1.01  1.19 14.99   300.03    45.00
8209.687077 0.994123  0.000691  -2.49  -1.23  1.19 16.49   300.33    45.00
8209.687748 0.994397  0.000691  -3.73  -1.52  1.19 16.11   300.17    45.00
8209.688420 0.993400  0.000697   1.53  -0.98  1.20 16.41   300.15    45.00
8209.689100 0.992926  0.000697   0.53  -1.37  1.20 16.38   299.67    45.00
8209.689785 0.993874  0.000698  -1.12  -0.35  1.20 16.71   300.32    45.00
8209.690456 0.995374  0.000698  -0.76  -0.93  1.20 15.03   301.06    45.00
8209.691128 0.994772  0.000705  -0.36  -0.51  1.21 16.18   301.31    45.00
8209.691799 0.995139  0.000705  -0.55  -0.88  1.21 15.69   302.23    45.00
8209.692469 0.994642  0.000705   0.60   1.09  1.21 15.06   302.75    45.00
8209.693140 0.993942  0.000704   1.02   0.73  1.21 16.21   303.51    45.00
8209.693812 0.994113  0.000705   1.70  -0.82  1.21 16.16   304.54    45.00
8209.694581 0.994124  0.000711   0.72  -0.13  1.22 16.08   304.25    45.00
8209.695251 0.994289  0.000711   1.01  -0.62  1.22 16.50   304.03    45.00
8209.695922 0.994062  0.000711   0.77   0.16  1.22 16.41   304.92    45.00
8209.696592 0.992778  0.000711   0.47   0.20  1.22 15.66   306.64    45.00
8209.697264 0.995473  0.000719  -1.74   0.56  1.23 16.14   307.14    45.00
8209.697935 0.992840  0.000717  -1.13  -0.08  1.23 16.81   306.58    45.00
8209.698607 0.994624  0.000719  -0.20   0.51  1.23 15.93   307.72    45.00
8209.699277 0.994421  0.000718  -0.12   0.64  1.23 14.69   308.29    45.00
8209.699945 0.995642  0.000726   0.25   0.25  1.24 15.99   310.03    45.00
8209.700617 0.994174  0.000725   0.43   0.41  1.24 15.68   309.77    45.00
8209.701289 0.993934  0.000725  -1.61  -1.24  1.24 14.69   310.93    45.00
8209.701958 0.993113  0.000731  -0.01  -1.06  1.25 14.81   310.46    45.00
8209.702631 0.994486  0.000732   0.70   0.39  1.25 15.43   312.21    45.00
8209.703302 0.994361  0.000732   1.03   0.79  1.25 15.72   312.90    45.00
8209.703974 0.993525  0.000732   1.51   0.24  1.25 15.17   313.60    45.00
8209.704643 0.993884  0.000739   1.45   1.54  1.26 15.91   314.84    45.00
8209.705314 0.996364  0.000741  -0.35   0.48  1.26 15.56   316.49    45.00
8209.705987 0.993851  0.000739   0.34   0.33  1.26 15.53   317.06    45.00
8209.706664 0.995228  0.000747   1.37  -0.12  1.27 15.99   317.20    45.00
8209.707334 0.994008  0.000746   1.72  -0.15  1.27 16.02   318.55    45.00
8209.708006 0.994564  0.000747  -0.47   0.24  1.27 16.05   320.20    45.00
8209.708674 0.993299  0.000746  -0.45   1.37  1.27 15.85   319.43    45.00
8209.709448 0.994827  0.000754  -0.10   1.20  1.28 15.84   320.88    45.00
8209.710119 0.995448  0.000755   0.44   0.98  1.28 15.60   321.35    45.00
8209.710797 0.995566  0.000755   0.63  -1.59  1.28 13.47   321.09    45.00
8209.711471 0.996316  0.000762   1.08  -1.27  1.29 14.09   321.87    45.00
8209.712144 0.995614  0.000762  -1.39   3.10  1.29 14.88   322.31    45.00
8209.712816 0.995165  0.000762  -1.02   4.18  1.29 14.62   324.40    45.00
8209.713489 0.994731  0.000768   2.89  -0.21  1.30 13.64   325.85    45.00
8209.714158 0.996357  0.000770   1.83   0.12  1.30 13.02   325.91    45.00
8209.714829 0.994713  0.000769  -3.03   2.33  1.30 15.41   326.44    45.00
8209.715501 0.995002  0.000777  -2.87   2.67  1.31 15.83   328.50    45.00
8209.716183 0.996954  0.000778   0.86  -2.17  1.31 14.65   329.15    45.00
8209.716860 0.992971  0.000775  -0.08  -0.65  1.31 14.98   329.55    45.00
8209.717536 0.994187  0.000784  -0.21   1.80  1.32 15.57   330.36    45.00
8209.718209 0.995283  0.000785   0.27   0.64  1.32 15.73   331.29    45.00
8209.718881 0.995359  0.000792   1.53  -2.41  1.33 15.75   332.61    45.00
8209.719551 0.995359  0.000792   1.09  -2.64  1.33 13.11   333.01    45.00
8209.720222 0.994714  0.000792   0.23   1.51  1.33 15.32   335.27    45.00
8209.720893 0.995471  0.000800  -0.10   1.31  1.34 15.70   335.05    45.00
8209.721564 0.994493  0.000799  -1.79  -0.51  1.34 15.17   336.18    45.00
8209.722238 0.996641  0.000801  -1.32  -0.95  1.34 14.90   337.18    45.00
8209.722912 0.995901  0.000808   0.04  -0.33  1.35 15.88   338.02    45.00
8209.723582 0.993016  0.000806   0.20  -0.52  1.35 16.55   339.37    45.00
8209.724255 0.996152  0.000816   0.70   0.26  1.36 16.31   340.21    45.00
8209.724926 0.993986  0.000814   0.32   0.50  1.36 15.40   342.16    45.00
8209.725596 0.995540  0.000816   1.22  -1.02  1.36 15.84   343.95    45.00
8209.726268 0.993120  0.000822   1.32  -0.39  1.37 16.36   344.65    45.00
8209.726938 0.993700  0.000822  -1.48  -2.11  1.37 15.86   344.15    45.00
8209.727609 0.995136  0.000831  -2.51  -1.96  1.38 15.76   344.19    45.00
8209.728394 0.995761  0.000831  -0.23   0.94  1.38 16.15   345.29    45.00
8209.729068 0.996627  0.000840   0.33   0.79  1.39 15.75   346.13    45.00
8209.729741 0.993893  0.000838  -0.19   0.36  1.39 14.88   346.84    45.00
8209.730412 0.995247  0.000847  -0.26   0.68  1.40 15.78   347.19    45.00
8209.731082 0.997432  0.000849   0.12  -1.10  1.40 15.83   347.12    45.00
8209.731758 0.993852  0.000854   1.22  -1.11  1.41 15.94   347.93    45.00
8209.732433 0.996509  0.000856  -1.17  -0.38  1.41 15.10   347.78    45.00
8209.733105 0.996928  0.000856  -1.39  -0.97  1.41 15.32   348.78    45.00
8209.733774 0.997837  0.000865  -0.22   1.15  1.42 15.47   350.06    45.00
8209.734446 0.994260  0.000862   0.80   0.87  1.42 15.41   351.88    45.00
8209.735119 0.995732  0.000872   0.86  -1.00  1.43 15.79   352.47    45.00
8209.735790 0.995723  0.000872   1.74  -0.59  1.43 14.87   353.99    45.00
8209.736467 0.992301  0.000877   0.05   0.23  1.44 16.19   356.28    45.00
8209.737144 0.996368  0.000881   0.51   1.18  1.44 15.48   358.77    45.00
8209.737819 0.994605  0.000888   0.30   0.04  1.45 15.84   359.44    45.00
8209.738491 0.993490  0.000887   0.15  -0.28  1.45 15.66   360.92    45.00
8209.739162 0.994429  0.000896  -0.03   1.83  1.46 15.25   359.67    45.00
8209.739841 0.995296  0.000897  -1.26   3.32  1.46 14.76   362.10    45.00
8209.740517 0.993715  0.000903  -0.94   3.30  1.47 15.14   363.31    45.00
8209.741194 0.997110  0.000915   0.47   1.32  1.48 15.06   365.69    45.00
8209.741868 0.994450  0.000913   0.17   0.48  1.48 14.27   366.72    45.00
8209.742541 0.995631  0.000923   0.84  -3.15  1.49 14.97   370.08    45.00
8209.743211 0.995570  0.000923   1.30  -2.90  1.49 14.93   372.50    45.00
8209.743883 0.993705  0.000930   0.25   1.79  1.50 14.86   372.68    45.00
8209.744557 0.996279  0.000932   0.63   1.25  1.50 15.22   375.01    45.00
8209.745227 0.994531  0.000939  -0.34   1.67  1.51 15.75   378.15    45.00
8209.745999 0.994274  0.000948  -1.78  -2.27  1.52 14.66   381.05    45.00
8209.746675 0.993219  0.000947   0.31  -2.75  1.52 14.91   384.27    45.00
8209.747350 0.993691  0.000957  -0.19   0.13  1.53 15.01   387.06    45.00
8209.748023 0.992837  0.000955  -0.17   0.58  1.53 14.16   387.48    45.00
8209.748692 0.994444  0.000966   0.89  -0.17  1.54 14.10   389.95    45.00
8209.749366 0.996707  0.000977   0.53   0.79  1.55 14.42   392.46    45.00
8209.750038 0.996826  0.000978  -2.56   0.49  1.55 14.92   393.21    45.00
8209.750710 0.996615  0.000986  -0.50  -1.17  1.56 13.23   396.09    45.00
8209.751382 0.998236  0.000997   1.87  -1.06  1.57 13.43   398.01    45.00
8209.752056 0.997604  0.000996   1.91  -0.58  1.57 15.02   399.61    45.00
8209.752728 0.996690  0.001005  -2.25   1.33  1.58 14.79   399.97    45.00
8209.753398 0.999239  0.001016  -1.23   2.33  1.59 15.34   400.16    45.00
8209.754068 0.997575  0.001015  -1.92   0.45  1.59 14.60   401.31    45.00
8209.754739 0.994239  0.001021   0.04  -0.75  1.60 15.05   403.64    45.00
8209.755411 0.997209  0.001033   2.18   0.31  1.61 15.12   404.09    45.00
8209.756096 0.996617  0.001032   3.56   0.02  1.61 14.85   404.93    45.00
8209.756773 0.999816  0.001045  -0.71   0.73  1.62 13.67   407.06    45.00
8209.757453 0.995943  0.001051   0.92   0.76  1.63 14.79   411.02    45.00
8209.758132 0.996999  0.001061   0.54  -0.24  1.64 14.76   413.57    45.00
8209.758800 1.000057  0.001065   1.02  -0.07  1.64 14.42   414.09    45.00
8209.759472 0.996946  0.001071   0.43   0.84  1.65 15.16   416.80    45.00
8209.760145 0.997604  0.001081   0.58   0.41  1.66 15.36   418.87    45.00
8209.760822 0.998019  0.001091   0.73  -0.27  1.67 14.01   422.56    45.00
8209.761494 0.997837  0.001091   2.02  -1.61  1.67 14.78   425.74    45.00
8209.762166 0.997380  0.001101  -1.71   1.72  1.68 15.25   426.49    45.00
8209.762844 0.996647  0.001109   0.81   0.04  1.69 15.12   426.20    45.00
8209.763522 0.999672  0.001123   0.44  -0.93  1.70 15.23   428.79    45.00
8209.764191 0.997870  0.001131   1.85  -1.26  1.71 14.80   429.89    45.00
8209.764862 0.993825  0.001136   3.35  -2.52  1.72 15.68   433.37    45.00
8209.765534 0.999469  0.001143  -3.74  -0.08  1.72 14.25   434.22    45.00
8209.766205 0.999387  0.001152  -2.11  -0.17  1.73 13.91   435.77    45.00
8209.766878 0.996785  0.001159   0.66   0.95  1.74 13.72   436.61    45.00
8209.767553 0.999630  0.001173   2.23  -0.79  1.75 14.19   437.65    45.00
8209.768228 0.996346  0.001179   0.13  -0.27  1.76 14.34   440.13    45.00
8209.768902 1.003372  0.001198   2.27  -1.58  1.77 14.48   440.82    45.00
8209.769580 1.001285  0.001206  -0.04  -1.35  1.78 14.58   441.78    45.00
8209.770256 0.999030  0.001213   1.27  -1.74  1.79 14.45   443.05    45.00
8209.770928 0.995505  0.001219  -1.12  -0.01  1.80 14.40   444.28    45.00
8209.771598 1.001611  0.001238   0.61  -1.19  1.81 14.42   446.23    45.00
8209.772274 1.000663  0.001247   0.72  -1.18  1.82 14.85   448.02    45.00
8209.772951 1.002928  0.001260   3.41  -3.47  1.83 14.44   451.07    45.00
8209.773624 1.001221  0.001269  -0.23  -0.56  1.84 14.28   453.22    45.00
8209.774295 1.002694  0.001281   1.92  -1.80  1.85 13.99   455.10    45.00
8209.774974 1.000262  0.001289  -2.81   0.58  1.86 14.17   458.40    45.00
8209.775651 1.003141  0.001304   0.55  -2.01  1.87 14.68   460.12    45.00
8209.776321 0.999534  0.001310   1.77  -0.45  1.88 14.68   461.71    45.00
8209.776993 1.002867  0.001325   4.77  -2.27  1.89 14.07   464.25    45.00
8209.777662 1.004321  0.001338  -2.21  -0.30  1.90 13.89   466.43    45.00
8209.778336 1.004848  0.001350   0.45  -2.18  1.91 14.52   468.80    45.00
8209.779006 1.003747  0.001360  -0.43  -0.97  1.92 14.20   470.79    45.00
8209.779675 1.000837  0.001367   2.75  -1.46  1.93 13.95   473.45    45.00
8209.780352 1.001728  0.001391   1.03   0.83  1.95 14.20   476.57    45.00
8209.781027 1.006763  0.001409   4.13  -0.22  1.96 13.98   480.38    45.00
8209.781711 1.004147  0.001417  -1.81  -0.98  1.97 14.19   485.54    45.00
8209.782374 1.008349  0.001434   0.15  -2.40  1.98 14.41   488.12    45.00
8209.783051 1.006421  0.001443   3.45  -4.75  1.99 14.50   490.51    45.00
8209.783728 1.000325  0.001457  -4.06   1.64  2.01 14.08   491.76    45.00
8209.784398 1.006091  0.001478  -0.15  -1.02  2.02 14.54   492.36    45.00
8209.785070 1.006331  0.001489   0.22  -0.05  2.03 14.23   496.36    45.00
