7812.668975  1.000108  0.000795   0.05   0.16  1.14 14.36    24.89    30.00
7812.669475  0.999019  0.000794  -1.00  -1.40  1.14 14.15    25.04    30.00
7812.669971  1.001633  0.000796   0.41  -1.49  1.14 11.28    25.23    30.00
7812.670471  1.001373  0.000788   1.30   1.56  1.13 12.93    24.96    30.00
7812.670967  0.999340  0.000786   1.72   0.73  1.13 13.63    24.81    30.00
7812.671466  1.000095  0.000787  -1.71  -1.63  1.13 13.30    24.69    30.00
7812.671969  1.001150  0.000788  -0.62  -2.33  1.13 12.36    25.12    30.00
7812.672463  0.999952  0.000787  -0.81  -1.64  1.13 13.25    25.12    30.00
7812.672964  0.999037  0.000786   0.49  -1.84  1.13 11.04    25.09    30.00
7812.673456  1.000733  0.000788   0.98   1.31  1.13 12.86    24.99    30.00
7812.673954  1.001794  0.000788   1.45   1.57  1.13 12.55    25.20    30.00
7812.674455  1.001219  0.000788  -0.66   0.00  1.13 12.72    25.16    30.00
7812.674956  0.999215  0.000786  -0.82  -0.19  1.13 13.87    25.06    30.00
7812.675447  1.001426  0.000788  -1.47   0.59  1.13 13.59    24.91    30.00
7812.675952  1.000220  0.000787   0.66   0.44  1.13 12.37    24.90    30.00
7812.676446  1.001019  0.000780   2.29   1.04  1.12 12.94    24.69    30.00
7812.676936  0.998273  0.000778   3.28   0.06  1.12 12.80    24.78    30.00
7812.677426  0.997916  0.000777  -1.09  -1.04  1.12 13.42    24.88    30.00
7812.677931  0.999855  0.000779   0.09  -1.73  1.12 11.78    24.47    30.00
7812.678419  0.999579  0.000779   0.33  -0.61  1.12 12.17    24.49    30.00
7812.678919  1.001652  0.000781   1.20  -1.08  1.12 12.99    24.83    30.00
7812.679425  0.998368  0.000778  -0.25  -1.42  1.12 12.93    24.63    30.00
7812.680024  1.000857  0.000780  -0.77   0.44  1.12 12.09    24.58    30.00
7812.680514  0.998893  0.000778   0.31  -0.55  1.12 13.56    24.88    30.00
7812.681016  1.000588  0.000779   0.47  -2.64  1.12 11.80    24.92    30.00
7812.681514  0.998345  0.000778  -0.22  -1.73  1.12 13.33    24.80    30.00
7812.682009  1.000390  0.000779  -0.87   0.74  1.12 12.30    24.80    30.00
7812.682508  0.999762  0.000779  -0.45   2.67  1.12 12.90    25.17    30.00
7812.683009  1.001178  0.000780  -1.10   2.96  1.12 12.74    24.66    30.00
7812.683514  0.998969  0.000778  -1.08   2.75  1.12 13.82    25.05    30.00
7812.684013  0.998044  0.000769   0.58  -1.02  1.11 12.67    24.80    30.00
7812.684523  1.000204  0.000771  -0.52  -2.55  1.11 11.70    24.49    30.00
7812.685026  1.000209  0.000772  -2.16  -1.11  1.11 11.57    24.81    30.00
7812.685517  1.002098  0.000773  -2.68  -1.36  1.11 12.46    24.57    30.00
7812.686022  0.999900  0.000771  -1.55   0.37  1.11 13.50    24.73    30.00
7812.686513  0.999742  0.000771  -1.71  -0.78  1.11 14.26    24.81    30.00
7812.687018  1.000614  0.000772   0.63  -1.73  1.11 12.74    25.00    30.00
7812.687509  1.000099  0.000771   1.05  -1.14  1.11 13.85    24.71    30.00
7812.688012  1.001241  0.000773   1.05   0.98  1.11 12.72    24.69    30.00
7812.688503  1.000566  0.000772   0.22   0.74  1.11 13.15    24.73    30.00
7812.689007  1.000658  0.000772  -0.78  -0.02  1.11 13.58    24.96    30.00
7812.689501  0.998790  0.000771  -0.81   0.07  1.11 13.30    25.22    30.00
7812.690002  1.000577  0.000772   0.00   0.39  1.11 14.44    25.07    30.00
7812.690493  1.001512  0.000773   0.58  -0.23  1.11 13.74    24.96    30.00
7812.690987  1.000220  0.000772   1.18  -0.55  1.11 12.61    24.80    30.00
7812.691475  0.997400  0.000770   1.35  -0.34  1.11 15.28    24.80    30.00
7812.691974  1.000291  0.000772   0.17   0.29  1.11 14.17    24.92    30.00
7812.692478  1.001533  0.000773   0.70   0.12  1.11 12.57    24.68    30.00
7812.692969  0.997896  0.000770   0.94  -0.03  1.11 14.08    24.73    30.00
7812.693474  1.001057  0.000773   0.80  -0.03  1.11 14.35    24.72    30.00
7812.693966  0.998714  0.000771  -0.93   0.59  1.11 14.25    24.77    30.00
7812.694471  0.999517  0.000771  -1.17   0.10  1.11 13.51    24.79    30.00
7812.694962  0.996710  0.000769   0.42  -1.04  1.11 14.56    24.53    30.00
7812.695464  0.998369  0.000763   0.60  -1.94  1.10 14.50    24.78    30.00
7812.695956  1.000303  0.000764  -1.36  -1.18  1.10 14.10    24.49    30.00
7812.696455  1.000784  0.000765  -0.84  -1.03  1.10 13.29    24.55    30.00
7812.696963  0.996712  0.000762   0.11  -0.22  1.10 14.90    24.44    30.00
7812.697464  0.998827  0.000763  -0.56   0.38  1.10 12.88    24.58    30.00
7812.697968  0.998767  0.000763   0.29   0.51  1.10 12.37    24.52    30.00
7812.698467  0.996373  0.000762   0.14   0.82  1.10 14.41    24.69    30.00
7812.698968  0.996636  0.000762   0.59   0.22  1.10 13.63    24.76    30.00
7812.699545  0.996308  0.000761   1.31   0.52  1.10 13.47    24.78    30.00
7812.700052  0.995946  0.000761   0.28  -0.32  1.10 13.55    25.20    30.00
7812.700558  0.995370  0.000761  -0.69  -1.27  1.10 14.43    25.17    30.00
7812.701050  0.996738  0.000762  -2.00  -1.65  1.10 12.79    25.18    30.00
7812.701554  0.996467  0.000762  -1.22  -1.86  1.10 13.55    25.14    30.00
7812.702044  0.995012  0.000761   0.26   3.94  1.10 13.03    25.15    30.00
7812.702549  0.997082  0.000762  -1.27   3.24  1.10 12.39    25.13    30.00
7812.703042  0.994771  0.000760  -1.27  -0.19  1.10 13.12    25.15    30.00
7812.703546  0.993012  0.000759  -0.54  -1.28  1.10 13.85    24.95    30.00
7812.704049  0.993111  0.000759  -0.06  -0.79  1.10 13.98    25.34    30.00
7812.704555  0.993805  0.000760   0.75  -0.55  1.10 14.26    25.21    30.00
7812.705055  0.993135  0.000759   1.87  -0.10  1.10 13.13    25.10    30.00
7812.705559  0.994456  0.000760   1.56  -0.03  1.10 13.12    25.30    30.00
7812.706049  0.992600  0.000759  -1.51   0.24  1.10 13.70    24.96    30.00
7812.706554  0.992339  0.000758  -1.42   0.56  1.10 13.06    24.91    30.00
7812.707044  0.992899  0.000759  -0.40   0.83  1.10 13.40    24.77    30.00
7812.707548  0.992417  0.000759   0.51   2.00  1.10 12.74    25.18    30.00
7812.708040  0.991955  0.000758   0.32  -1.70  1.10 13.87    24.97    30.00
7812.708545  0.991456  0.000757  -0.28  -2.55  1.10 11.44    25.15    30.00
7812.709036  0.991608  0.000758  -0.32   0.13  1.10 11.94    25.17    30.00
7812.709539  0.993637  0.000759   0.07   2.84  1.10 11.01    25.28    30.00
7812.710030  0.990643  0.000757  -0.79   0.65  1.10 14.10    25.05    30.00
7812.710535  0.990160  0.000757  -0.49   0.35  1.10 13.63    25.19    30.00
7812.711026  0.990345  0.000757   1.69   1.43  1.10 13.80    25.18    30.00
7812.711523  0.991063  0.000757   1.27  -2.39  1.10 12.79    25.09    30.00
7812.712023  0.991504  0.000758  -0.51  -4.49  1.10 13.14    25.26    30.00
7812.712527  0.990751  0.000757  -0.45  -4.82  1.10 14.86    25.18    30.00
7812.713018  0.990387  0.000757  -0.64   2.36  1.10 14.05    25.50    30.00
7812.713522  0.989175  0.000756  -0.03   1.96  1.10 13.97    25.53    30.00
7812.714013  0.990886  0.000757  -1.13  -0.09  1.10 12.39    25.36    30.00
7812.714518  0.989388  0.000757  -0.71   0.22  1.10 15.90    25.26    30.00
7812.715102  0.990403  0.000757  -0.04  -0.18  1.10 12.01    25.38    30.00
7812.715606  0.989968  0.000757  -0.04  -1.03  1.10 11.83    25.50    30.00
7812.716108  0.991119  0.000757  -0.62  -1.80  1.10 11.51    25.68    30.00
7812.716609  0.993254  0.000759   0.00  -0.44  1.10 12.26    25.42    30.00
7812.717101  0.990151  0.000757   0.88   3.71  1.10 12.10    25.52    30.00
7812.717600  0.989662  0.000756   0.66   3.97  1.10 12.35    25.46    30.00
7812.718104  0.989841  0.000756   0.87  -1.67  1.10 12.55    25.28    30.00
7812.718594  0.991401  0.000758   0.95  -2.92  1.10 12.76    25.16    30.00
7812.719101  0.988728  0.000756  -1.39   0.83  1.10 12.83    25.45    30.00
7812.719590  0.990203  0.000757  -2.13   0.13  1.10 11.86    25.57    30.00
7812.720091  0.987846  0.000755  -0.21  -1.87  1.10 13.65    25.60    30.00
7812.720596  0.989499  0.000756  -0.59  -2.09  1.10 12.05    25.78    30.00
7812.721098  0.989419  0.000756  -2.00   0.52  1.10 12.91    25.90    30.00
7812.721593  0.989471  0.000756  -1.76   1.14  1.10 12.32    26.08    30.00
7812.722095  0.989383  0.000757   0.24   1.52  1.10 12.95    25.93    30.00
7812.722589  0.990695  0.000758   0.04   1.50  1.10 12.94    26.23    30.00
7812.723091  0.991050  0.000758   0.85  -0.45  1.10 12.26    26.03    30.00
7812.723584  0.988413  0.000756   1.05  -0.37  1.10 13.18    26.01    30.00
7812.724086  0.991521  0.000758  -0.04   1.90  1.10 11.18    25.75    30.00
7812.724581  0.989253  0.000757   0.24   1.54  1.10 12.06    25.78    30.00
7812.725089  0.990911  0.000758   0.06  -0.85  1.10 11.78    25.91    30.00
7812.725590  0.987769  0.000763  -0.65  -0.44  1.11 14.77    25.87    30.00
7812.726099  0.989022  0.000764  -0.31   0.84  1.11 11.78    26.23    30.00
7812.726606  0.990320  0.000765  -0.86   1.28  1.11 11.69    26.38    30.00
7812.727110  0.989978  0.000765  -2.68   0.11  1.11 12.25    26.34    30.00
7812.727619  0.990495  0.000765  -2.70  -0.01  1.11 12.81    26.37    30.00
7812.728108  0.989915  0.000764   1.79  -0.09  1.11 11.36    26.44    30.00
7812.728614  0.990679  0.000765   1.53  -0.15  1.11 13.87    26.51    30.00
7812.729106  0.988097  0.000763  -0.86  -0.63  1.11 14.20    26.48    30.00
7812.729610  0.990465  0.000765  -1.08  -1.08  1.11 13.73    26.14    30.00
7812.730099  0.989178  0.000764   1.21  -0.36  1.11 13.43    26.56    30.00
7812.730597  0.988686  0.000764   1.02  -0.43  1.11 11.51    26.66    30.00
7812.731101  0.989496  0.000764  -1.24  -0.29  1.11 13.14    26.46    30.00
7812.731595  0.988144  0.000763  -1.30  -0.25  1.11 12.53    26.37    30.00
7812.732097  0.988164  0.000764   0.07   0.18  1.11 13.41    26.46    30.00
7812.732595  0.987738  0.000763   0.84  -0.80  1.11 13.52    26.47    30.00
7812.733089  0.990313  0.000765  -0.81  -0.10  1.11 12.68    26.55    30.00
7812.733594  0.988703  0.000764  -1.22  -0.99  1.11 14.28    26.64    30.00
7812.734095  0.987114  0.000763  -0.44  -1.84  1.11 12.17    26.64    30.00
7812.734596  0.990878  0.000765  -1.13  -1.04  1.11 11.72    26.70    30.00
7812.735090  0.988685  0.000764  -1.46   1.08  1.11 12.85    26.61    30.00
7812.735590  0.987605  0.000764  -1.50   1.57  1.11 13.03    26.73    30.00
7812.736084  0.987000  0.000763   0.13   0.26  1.11 12.85    26.94    30.00
