6445.543512 -9.197929 0.007287 -0.042628 8.150114 34.211741
6468.462797 -9.224495 0.005818 -0.036697 8.192204 33.604743
6637.825616 -9.218248 0.005210 -0.035312 8.191037 33.948751
6685.729323 -9.249265 0.004468 -0.034618 8.264129 33.534162
6687.689793 -9.199722 0.005097  0.000972 8.288035 33.353229
6689.745344 -9.239098 0.004772 -0.035886 8.275151 33.672943
6690.840550 -9.236353 0.005098 -0.002177 8.280898 33.756137
6693.698525 -9.238256 0.004156 -0.013950 8.279590 33.447902
6695.674794 -9.214845 0.004577 -0.047410 8.308266 33.345741
6697.801491 -9.267499 0.004937 -0.043444 8.301610 33.467928
6712.823689 -9.228348 0.004865 -0.017539 8.231011 33.666317
6718.686202 -9.242451 0.005625 -0.034705 8.242104 33.616535
6722.723663 -9.246269 0.005312 -0.024373 8.231695 32.538021
6724.712233 -9.231406 0.005465 -0.035685 8.219608 33.743082
6726.782114 -9.249727 0.005119 -0.010967 8.210090 33.775265
6737.780067 -9.206274 0.005754 -0.008318 8.216608 32.831454
6739.718993 -9.256916 0.005529 -0.038969 8.226170 33.671458
6740.639289 -9.264014 0.005174 -0.030013 8.220976 33.531482
6741.550973 -9.214786 0.005040 -0.007337 8.209421 33.431207
6746.562930 -9.210306 0.005417 -0.027576 8.207167 33.690189
6803.537749 -9.239211 0.004987 -0.007897 8.171747 33.901700
6837.484082 -9.216168 0.006570 -0.026901 8.172706 33.527398
