#time			flux		fluxerr		x			bg		roll		contam			bg			smear
2314.72921650 1.00025589 0.00032609 0.34211948 0.00002407 159.18617680 -0.09264560 0.04461670 0.00137853
2314.72991122 0.99931610 0.00032594 0.73971297 0.00002571 155.83704410 -0.07889406 0.00515747 0.00121628
2314.74936356 0.99985909 0.00032603 -0.06804829 0.00002669 42.15023967 -0.19479972 0.10400391 0.00170632
2314.75005829 0.99934402 0.00032595 0.01206168 0.00002522 38.77393633 -0.14338344 0.10400391 0.00152308
2314.75075302 1.00023009 0.00032609 0.59546125 0.00002141 35.47795734 -0.16278458 0.06439209 0.00154828
2314.75144774 1.00077574 0.00032618 0.53093820 0.00001721 32.25564083 -0.09564005 0.10400391 0.00121176
2314.75214247 1.00035202 0.00032611 0.17143050 0.00001718 29.09883307 -0.04916477 0.12387085 0.00113091
2314.75353192 1.00014702 0.00032608 -0.42910509 0.00001619 22.94851526 -0.06024071 0.12387085 0.00117695
2314.75422664 0.99951846 0.00032597 -0.12212715 0.00001635 19.93836241 -0.07328507 0.08419800 0.00130488
2314.75492137 0.99965435 0.00032600 -0.12379417 0.00001608 16.96033664 0.05791166 0.11392212 0.00069830
2314.75561610 1.00052012 0.00032614 -0.33322447 0.00001593 14.00614536 -0.08981185 0.00515747 0.00137000
2314.75631083 1.00017675 0.00032608 -0.80324658 0.00001558 11.06745445 0.07085882 0.05450439 0.00075034
2314.75700556 1.00070873 0.00032617 -0.59360326 0.00001549 8.13592367 0.01763832 0.00515747 0.00086318
2314.75770028 1.00054880 0.00032614 -0.26840993 0.00001543 5.20326676 -0.03458336 -0.01455688 0.00115670
2314.75839500 1.00103271 0.00032622 -0.37329878 0.00001547 2.26104886 -0.14669397 0.01501465 0.00153586
2314.75908973 1.00068301 0.00032616 -0.13864044 0.00001542 359.30093336 -0.01678106 0.01501465 0.00096935
2314.75978446 1.00012216 0.00032607 -0.14199358 0.00001540 356.31447847 -0.06848085 0.02487183 0.00124023
2314.76047918 0.99981996 0.00032602 0.34251787 0.00001561 353.29328280 -0.12140860 -0.05389404 0.00133789
2314.76117391 1.00069697 0.00032617 0.32784829 0.00001550 350.22879863 -0.10289314 0.03472900 0.00130232
2314.76186864 1.00008034 0.00032607 -0.12000913 0.00001576 347.11262386 -0.00164013 0.01501465 0.00096965
2314.76256337 1.00101456 0.00032622 -0.16641553 0.00001564 343.93648002 -0.01908993 -0.01455688 0.00121372
2314.76325809 1.00046773 0.00032613 0.06409051 0.00001542 340.69267297 -0.00125183 0.04461670 0.00097961
2314.76395281 1.00003941 0.00032606 -0.20355759 0.00001565 337.37370017 -0.08105386 0.00515747 0.00129073
2314.76464754 1.00025543 0.00032609 -0.00916973 0.00001561 333.97189130 0.14697662 -0.01455688 0.00039720
2314.76534227 1.00053442 0.00032614 -0.17533813 0.00001565 330.47973726 0.00764538 -0.05389404 0.00091528
2314.76603700 1.00096623 0.00032621 -0.02012440 0.00001542 326.89004476 -0.07434594 0.04461670 0.00108457
2314.76673173 1.00006694 0.00032606 -0.11315336 0.00001532 323.19922197 -0.02156915 0.01501465 0.00103835
2314.76742644 0.99936281 0.00032595 -0.03425626 0.00001617 319.40581197 -0.05647415 -0.02441406 0.00114057
2314.76812117 1.00039900 0.00032612 -0.08819312 0.00001536 315.50818279 0.05473947 0.03475952 0.00076964
2314.76881590 0.99995575 0.00032605 -0.20534573 0.00001551 311.50490031 -0.21731941 0.05450439 0.00177912
2314.76951063 1.00050636 0.00032614 -0.32290388 0.00001550 307.39459906 -0.08269600 -0.03424072 0.00129792
2314.77020535 0.99982748 0.00032602 -0.60266018 0.00001551 303.18208958 -0.09761745 -0.05389404 0.00138107
2314.77090008 0.99957747 0.00032598 -0.51592899 0.00001558 298.88030485 -0.05696383 0.04461670 0.00121808
2314.77159481 0.99947126 0.00032597 -0.65661795 0.00001556 294.50298272 0.04619782 -0.01455688 0.00089118
2314.77228954 0.99942651 0.00032596 -0.45999719 0.00001556 290.06380025 0.02064292 -0.01455688 0.00096239
2314.77298426 0.99997765 0.00032605 -0.00192245 0.00001540 285.57642576 -0.02524458 -0.00473022 0.00107645
2314.77367898 1.00051571 0.00032614 0.28804208 0.00001534 281.05594237 -0.16492833 0.00515747 0.00157672
2314.77437371 0.99962148 0.00032599 0.55085377 0.00001554 276.52177880 -0.16462676 -0.01455688 0.00158785
2314.77506844 0.99988220 0.00032603 0.70229016 0.00001539 271.99458669 -0.07212336 -0.05389404 0.00118028
2314.77576317 0.99904279 0.00032590 0.10242960 0.00001532 267.49493267 -0.06581876 0.02487183 0.00121231
2314.77645789 0.99980752 0.00032602 -0.25046729 0.00001539 263.04346465 0.00458418 0.00515747 0.00095991
2314.77715261 1.00028983 0.00032610 0.04882894 0.00001536 258.65977268 -0.09968610 -0.00473022 0.00145837
2314.77784734 0.99995454 0.00032605 -0.05147914 0.00001532 254.35560326 0.09308363 -0.00473022 0.00072172
2314.77854207 0.99982427 0.00032602 -0.06877063 0.00001538 250.13811896 -0.11430300 0.02487183 0.00143859
2314.77923680 0.99946760 0.00032597 0.01220703 0.00001551 246.01442410 -0.21609416 -0.01455688 0.00177476
2314.77993152 1.00007809 0.00032607 0.43509984 0.00001518 241.99169793 -0.09974900 -0.04406738 0.00132515
2314.78062625 0.99974606 0.00032601 0.11208800 0.00001524 238.07679230 -0.04778740 0.04461670 0.00112002
2314.78132098 0.99965062 0.00032600 -0.36732016 0.00001546 234.27186363 -0.16982892 -0.02441406 0.00159940
2314.78201570 0.99992684 0.00032604 -0.31483164 0.00001531 230.57241528 -0.11539288 -0.01455688 0.00143227
2314.78271043 0.99967091 0.00032600 -0.04319607 0.00001545 226.97349812 -0.01411936 -0.00473022 0.00109487
2314.78340515 0.99914779 0.00032591 -0.00761004 0.00001549 223.47021324 -0.01864987 0.00515747 0.00104472
2314.78409988 0.99987488 0.00032603 0.52690140 0.00001535 220.05749187 -0.10961228 0.00515747 0.00136890
2314.78479461 0.99914659 0.00032591 0.60649462 0.00001554 216.72980044 -0.04772739 -0.03424072 0.00118036
2314.78548934 0.99915512 0.00032592 0.21495698 0.00001546 213.47937844 -0.00007690 0.02487183 0.00095684
2314.78618405 0.99983186 0.00032603 0.63828876 0.00001546 210.29806958 -0.19511058 0.00515747 0.00164162
2314.78687878 0.99971884 0.00032601 0.40948541 0.00001520 207.17755172 -0.25812778 0.02487183 0.00188466
2314.78757351 1.00021176 0.00032609 0.71941121 0.00001517 204.10966967 -0.06937149 -0.00473022 0.00118063
2314.78826824 0.99977665 0.00032602 0.66999937 0.00001545 201.08619716 -0.19661428 -0.01455688 0.00161714
2314.78896297 1.00052887 0.00032614 0.30013903 0.00001520 198.09881301 -0.07325341 0.05450439 0.00116573
2314.78965769 0.99990616 0.00032604 0.64102909 0.00001547 195.13918383 -0.04947877 -0.01455688 0.00109811
2314.79035242 0.99942502 0.00032596 0.50141539 0.00001549 192.19883154 0.04685271 0.00515747 0.00076075
2314.79104714 0.99996541 0.00032605 0.07783152 0.00001540 189.26942696 -0.02986589 -0.01455688 0.00109334
2314.79174187 0.99921339 0.00032592 -0.47655247 0.00001655 186.34258663 -0.04702927 -0.03424072 0.00122117
2314.79243660 0.99993839 0.00032604 -0.39890022 0.00001561 183.40992768 -0.11382706 -0.02441406 0.00139538
2314.79313132 0.99965806 0.00032600 0.04222839 0.00001565 180.46310405 0.09284686 0.00515747 0.00058302
2314.79382605 0.99952910 0.00032598 -0.01239661 0.00001590 177.49362682 -0.03797595 -0.01455688 0.00115258
2314.79452078 0.99930366 0.00032594 0.10461899 0.00001594 174.49314900 -0.05595418 -0.05389404 0.00121240
2314.79521551 0.99982103 0.00032602 0.08712245 0.00001614 171.45328053 -0.13827099 0.05450439 0.00139145
2314.79591022 0.99912104 0.00032591 -0.29214982 0.00001685 168.36574924 0.00983615 -0.01455688 0.00099629
2314.79660495 0.99971707 0.00032601 0.12388493 0.00001699 165.22236882 -0.12760270 -0.00473022 0.00150745
2314.79729968 0.99984333 0.00032603 -0.06899682 0.00002041 162.01515670 -0.09417909 0.04461670 0.00128054
2314.79799441 1.00002645 0.00032606 0.23250163 0.00002609 158.73607409 -0.17497992 0.02487183 0.00159215
2314.79868914 1.00109022 0.00032623 0.43429846 0.00002701 155.37708867 -0.06863062 0.06439209 0.00118518
2314.81814148 0.99996136 0.00032605 0.04494411 0.00002630 41.64151386 -0.13742984 0.12387085 0.00148584
2314.81883619 1.00060434 0.00032615 -0.36103897 0.00002413 38.27911107 -0.04128934 0.06439209 0.00112143
2314.81953092 1.00051766 0.00032614 0.19460223 0.00002138 34.99630463 -0.18935356 0.12387085 0.00163390
2314.82022565 0.99968038 0.00032600 0.44673659 0.00001845 31.78537787 -0.10152276 0.11392212 0.00128769
2314.82092038 0.99995835 0.00032605 0.32000866 0.00001830 28.63855034 -0.09989522 0.08419800 0.00130286
2314.82161510 1.00040888 0.00032612 -0.49790140 0.00001665 25.54805231 -0.13419913 0.05450439 0.00140815
2314.82230983 1.00083165 0.00032619 -0.53409525 0.00001635 22.50555970 -0.06760670 0.06439209 0.00120489
2314.82300455 0.99961883 0.00032599 -0.12003688 0.00001656 19.50269344 -0.06625474 0.06439209 0.00121758
2314.82369928 1.00036861 0.00032611 0.04676123 0.00001584 16.53102644 -0.05499355 0.00515747 0.00111890
2314.82439401 1.00013884 0.00032608 -0.32841935 0.00001582 13.58212558 -0.14991748 0.04461670 0.00154468
2314.82508873 1.00068012 0.00032616 -0.65385733 0.00001554 10.64761371 0.05257295 0.06439209 0.00086958
2314.82578346 1.00009077 0.00032607 -0.39090412 0.00001550 7.71898224 -0.05122683 0.02487183 0.00108582
2314.82647819 0.99987876 0.00032603 -0.31418091 0.00001564 4.78790403 -0.04736059 0.07427979 0.00117311
2314.82717292 1.00039994 0.00032612 -0.16019425 0.00001544 1.84599836 -0.17752114 0.06439209 0.00160626
2314.82786763 1.00096005 0.00032621 -0.33061719 0.00001537 358.88493885 -0.07683731 0.02487183 0.00128559
2314.82856236 1.00034192 0.00032611 0.07946536 0.00001554 355.89624995 -0.09577269 -0.01455688 0.00125482
2314.82995182 1.00038531 0.00032612 0.32261145 0.00001558 349.80263491 -0.19517266 0.02487183 0.00172272
2314.83064655 1.00002430 0.00032606 -0.18819643 0.00001594 346.68097704 0.02389417 0.00515747 0.00086273
2314.83203599 1.00062093 0.00032615 0.42729629 0.00001571 340.24619422 -0.14683900 0.00515747 0.00139162
2314.83273072 1.00040785 0.00032612 -0.14291568 0.00001542 336.91646238 -0.10225530 0.03472900 0.00131773
2314.83342545 1.00082613 0.00032619 0.02876638 0.00001549 333.50244350 0.11149615 -0.02441406 0.00050305
2314.83412017 1.00089661 0.00032620 -0.03221601 0.00001559 329.99828354 -0.01760512 0.05450439 0.00097242
2314.83481490 0.99992156 0.00032604 -0.09922131 0.00001549 326.39795759 0.02605873 -0.00473022 0.00077993
2314.83550963 1.00018670 0.00032608 0.24667850 0.00001553 322.69561051 -0.23856785 0.05450439 0.00181739
2314.83620435 1.00065717 0.00032616 0.00116033 0.00001541 318.88547223 -0.00153717 0.04461670 0.00094701
2314.83689908 1.00036406 0.00032611 -0.23947281 0.00001550 314.96632151 -0.00973321 -0.00473022 0.00104105
2314.83759380 0.99996780 0.00032605 -0.36292030 0.00001533 310.94255395 -0.10886863 0.03472900 0.00140214
2314.83828853 1.00029926 0.00032610 -0.50122264 0.00001553 306.81868836 -0.15005218 -0.01455688 0.00153042
2314.83898326 1.00040437 0.00032612 -0.47329970 0.00001538 302.59945343 -0.12734253 0.06439209 0.00146589
2314.83967799 0.99944919 0.00032596 -0.58168837 0.00001556 298.28950489 -0.06075093 0.01501465 0.00129213
2314.84106743 0.99981001 0.00032602 -0.41492225 0.00001546 289.43908960 -0.09732516 0.00515747 0.00131771
2314.84176216 1.00033045 0.00032611 -0.20064561 0.00001536 284.93594928 0.01718719 0.06439209 0.00101276
2314.84245689 1.00051057 0.00032614 0.23710749 0.00001536 280.40705284 -0.15788837 0.01501465 0.00150678
2314.84315162 0.99995295 0.00032605 0.60399595 0.00001551 275.87202405 -0.06212428 -0.01455688 0.00120075
2314.84384634 1.00029572 0.00032610 0.63497466 0.00001538 271.35030545 -0.06788024 0.06439209 0.00120881
2314.84454107 0.99954258 0.00032598 0.06914778 0.00001541 266.85888611 -0.17683572 0.05450439 0.00157273
2314.84523579 0.99994163 0.00032604 -0.09824032 0.00001541 262.41389223 0.08862876 -0.00473022 0.00066072
2314.84593052 1.00003488 0.00032606 0.01847686 0.00001537 258.03135695 -0.10494796 0.00515747 0.00142594
2314.84662525 0.99992662 0.00032604 0.03971596 0.00001538 253.72732253 -0.07659485 0.03475952 0.00126169
2314.84731997 0.99973887 0.00032601 -0.10895513 0.00001549 249.51767926 -0.12729003 -0.01455688 0.00144485
2314.84801470 0.99938824 0.00032595 0.13011371 0.00001548 245.41124223 -0.19624999 -0.02441406 0.00170744
2314.84870943 1.00006654 0.00032606 0.54629590 0.00001515 241.40884420 -0.09300059 0.01501465 0.00129281
2314.84940416 0.99974636 0.00032601 0.13936865 0.00001534 237.51076075 -0.02761101 -0.01455688 0.00107344
2314.85009887 1.00000279 0.00032605 -0.04611855 0.00001554 233.71733811 -0.15198918 0.04461670 0.00151826
2314.85079360 1.00004929 0.00032606 -0.21990029 0.00001530 230.02872352 -0.10225700 0.00515747 0.00131856
2314.85148833 0.99981280 0.00032602 -0.05385215 0.00001559 226.44360584 -0.06006323 0.02487183 0.00112373
2314.85218306 0.99999374 0.00032605 -0.19394145 0.00001549 222.95570104 0.02284414 -0.02441406 0.00087713
2314.85287779 1.00014496 0.00032608 0.62599524 0.00001525 219.55783085 -0.11448135 -0.01455688 0.00127974
2314.85357251 0.99991705 0.00032604 0.43913281 0.00001544 216.24286477 -0.16664382 0.00515747 0.00160222
2314.85426723 0.99968509 0.00032600 0.13056241 0.00001542 213.00351167 0.05442956 0.01501465 0.00070462
2314.85496197 1.00006622 0.00032606 0.58079470 0.00001532 209.83249733 -0.20227171 -0.00473022 0.00170092
2314.85565669 1.00045466 0.00032613 0.58399883 0.00001522 206.72190405 -0.21204128 0.00515747 0.00172000
2314.85635142 1.00010088 0.00032607 0.80537703 0.00001531 203.66311915 -0.00898938 0.02487183 0.00100628
2314.85704614 1.00036124 0.00032611 0.60792784 0.00001532 200.64778208 -0.05155926 0.01501465 0.00113375
2314.85774087 1.00022174 0.00032609 0.25284913 0.00001534 197.66733439 -0.02104101 -0.01455688 0.00107730
2314.85843559 0.99973692 0.00032601 0.81844822 0.00001551 194.71336520 -0.00223303 0.00515747 0.00094873
2314.85913032 0.99973290 0.00032601 0.55362555 0.00001545 191.77746786 -0.16690740 0.00515747 0.00157022
2314.85982504 0.99926961 0.00032593 0.00607650 0.00001564 188.85133628 -0.06008002 0.06439209 0.00112883
2314.86051977 1.00026888 0.00032610 -0.19948063 0.00001562 185.92652511 -0.08288976 0.00515747 0.00121780
2314.86121450 0.99958900 0.00032599 -0.12679640 0.00001559 182.99473622 -0.27415229 -0.00473022 0.00191904
2314.86190923 0.99878974 0.00032586 -0.03188084 0.00001595 180.04761778 0.02833060 -0.00473022 0.00086413
2314.86260396 1.00006489 0.00032606 0.15853798 0.00001597 177.07680345 -0.05680179 -0.04406738 0.00113859
2314.86329867 0.99955986 0.00032598 0.01581503 0.00001653 174.07391259 -0.12026102 0.03475952 0.00142367
2314.86399340 0.99986811 0.00032603 -0.10600333 0.00001620 171.03040857 -0.28556776 0.01501465 0.00194499
2314.86468813 0.99958952 0.00032599 -0.23683636 0.00001694 167.93789939 0.01188079 0.02487183 0.00101012
2314.86538286 0.99950961 0.00032597 -0.18157629 0.00001706 164.78794922 -0.25074012 0.02487183 0.00189579
2314.86607758 0.99922952 0.00032593 -0.09970776 0.00002330 161.57228014 -0.00166449 0.08419800 0.00103017
2314.86677231 0.99967064 0.00032600 0.26854325 0.00002706 158.28332794 -0.10881071 0.03472900 0.00133675
2314.86746703 1.00018663 0.00032608 0.30905247 0.00002805 154.91410437 -0.10531389 0.00515747 0.00119971
2314.88691938 1.00026265 0.00032610 0.08726279 0.00002722 41.13721571 -0.16196107 0.04461670 0.00156597
2314.88761411 0.99936245 0.00032595 0.07740703 0.00002607 37.78643371 -0.13922714 0.14373779 0.00141822
2314.88830883 1.00072487 0.00032617 0.47433948 0.00002224 34.51519058 -0.02498762 0.10400391 0.00090221
2314.88900356 1.00064426 0.00032616 0.54703577 0.00001923 31.31570227 -0.13330133 0.09408569 0.00139387
2314.88969828 1.00071816 0.00032617 0.50400602 0.00001728 28.17966870 -0.11276016 0.06439209 0.00130411
2314.89039301 1.00047171 0.00032613 -0.85931240 0.00001674 25.09873721 0.00391048 0.06439209 0.00097068
2314.89108774 0.99973935 0.00032601 -0.59114358 0.00001648 22.06454867 -0.22066477 0.07427979 0.00180076
2314.89178246 1.00025511 0.00032609 -0.15258004 0.00001591 19.06879988 -0.04885140 0.02487183 0.00112402
2314.89247719 1.00012366 0.00032607 -0.10261231 0.00001561 16.10301921 -0.15891604 0.11392212 0.00164448
2314.89317192 1.00075875 0.00032618 -0.81621921 0.00001556 13.15887874 -0.00482024 0.09408569 0.00094345
2314.89386665 1.00000508 0.00032605 -1.07813750 0.00001558 10.22799347 0.08993405 0.06439209 0.00066680
2314.89456137 1.00038944 0.00032612 -0.59802625 0.00001566 7.30198431 -0.15154565 0.07427979 0.00162299
2314.89525609 1.00085805 0.00032619 -0.48863334 0.00001570 4.37251529 -0.04061619 0.09408569 0.00124921
2314.89595082 0.99992877 0.00032604 -0.09887309 0.00001571 1.43108295 0.00369648 -0.04406738 0.00091993
2314.89664555 1.00049187 0.00032613 -0.37535997 0.00001563 358.46926394 -0.13114111 -0.01455688 0.00146556
2314.89734028 1.00074484 0.00032617 -0.02841662 0.00001579 355.47856991 0.00139736 0.04461670 0.00095510
2314.89872972 1.00030319 0.00032610 -0.00164545 0.00001549 349.37667407 -0.07676136 0.02487183 0.00136211
2314.89942445 0.99945810 0.00032596 -0.03432286 0.00001558 346.24850623 -0.00860802 0.00515747 0.00096575
2314.90011918 1.00068735 0.00032616 0.08220780 0.00001566 343.05804234 -0.11138373 0.08419800 0.00134797
2314.90081391 1.00017058 0.00032608 0.21928545 0.00001558 339.79744776 -0.14320470 0.06439209 0.00143413
2314.90150863 1.00028745 0.00032610 0.01293407 0.00001553 336.45893893 -0.03765307 -0.01455688 0.00105684
2314.90220336 1.00042654 0.00032612 -0.22181555 0.00001555 333.03456847 0.06105622 0.08419800 0.00066492
2314.90289808 1.00055870 0.00032614 -0.03386204 0.00001529 329.51664873 -0.01248927 -0.00473022 0.00094914
2314.90359281 0.99989361 0.00032604 -0.26449688 0.00001560 325.89988144 0.02828714 0.02487183 0.00084250
2314.90428753 1.00049603 0.00032613 0.20534608 0.00001534 322.18169176 -0.08972625 0.05450439 0.00124414
2314.90498226 1.00027646 0.00032610 -0.10454097 0.00001546 318.35944196 0.02946799 0.08419800 0.00086001
2314.90567699 1.00017724 0.00032608 -0.03236750 0.00001529 314.43068802 0.02653727 0.02487183 0.00087633
2314.90637172 0.99987343 0.00032603 -0.35474829 0.00001532 310.39292333 -0.10426992 0.00515747 0.00129519
2314.90706644 0.99975084 0.00032601 -0.67287402 0.00001524 306.24727068 -0.03829276 0.04461670 0.00118075
2314.90776116 0.99991483 0.00032604 -0.57617819 0.00001529 302.00453176 -0.05648398 0.05450439 0.00130377
2314.90845589 0.99981283 0.00032602 -0.69806862 0.00001551 297.67687833 -0.10618799 0.02487183 0.00143736
2314.90984535 0.99975456 0.00032601 -0.70134667 0.00001555 288.81629053 0.01953360 0.03472900 0.00102493
2314.91054007 0.99960292 0.00032599 -0.02585538 0.00001561 284.30883457 0.08044582 0.04461670 0.00070031
2314.91123479 1.00059763 0.00032615 0.43695549 0.00001532 279.77286967 -0.16672933 -0.03424072 0.00153408
2314.91192952 0.99992003 0.00032604 0.49867685 0.00001544 275.22963238 -0.03545358 -0.01455688 0.00105057
2314.91262425 0.99948248 0.00032597 0.82918719 0.00001550 270.70028502 -0.11250680 0.03475952 0.00131009
2314.91331898 0.99967617 0.00032600 -0.13868369 0.00001544 266.20599945 -0.07533328 0.05450439 0.00125991
2314.91401370 0.99953449 0.00032598 -0.20866064 0.00001536 261.76778589 -0.00370808 0.08419800 0.00099621
2314.91470843 0.99949394 0.00032597 -0.19328223 0.00001534 257.40062927 -0.03455677 0.06439209 0.00125696
2314.91540315 0.99991319 0.00032604 0.03382971 0.00001528 253.11357045 -0.01723911 0.02487183 0.00106721
2314.91609788 0.99914170 0.00032591 0.02568762 0.00001528 248.91527075 0.03303326 -0.03424072 0.00082849
2314.91679261 0.99989407 0.00032604 0.03780003 0.00001538 244.81440008 -0.14732739 0.00515747 0.00144844
2314.91748733 1.00007639 0.00032607 0.48663153 0.00001515 240.81967914 -0.09492749 -0.01455688 0.00119349
2314.91818206 0.99922962 0.00032593 -0.02358906 0.00001543 236.93638500 -0.02613929 0.01501465 0.00107747
2314.91887679 0.99996426 0.00032605 0.01182673 0.00001526 233.16153630 -0.06384363 0.03475952 0.00125202
2314.91957152 0.99974420 0.00032601 -0.33546538 0.00001537 229.49073611 -0.14684240 0.04461670 0.00157571
2314.92026623 0.99981899 0.00032602 -0.09338844 0.00001536 225.91963869 0.02993234 0.02487183 0.00088642
2314.92096096 0.99947927 0.00032597 -0.05519634 0.00001567 222.44372528 -0.09419682 -0.03424072 0.00132805
2314.92165569 1.00027515 0.00032610 0.85761297 0.00001524 219.05831681 -0.04045541 0.01501465 0.00103285
2314.92235042 0.99969376 0.00032600 0.49178801 0.00001525 215.75627104 -0.25512279 0.02487183 0.00180396
2314.92304515 1.00002982 0.00032606 0.29282356 0.00001529 212.52942338 -0.00961758 -0.01455688 0.00088491
2314.92373986 1.00042887 0.00032612 0.62837436 0.00001513 209.36965112 -0.08423223 0.02487183 0.00118029
2314.92443459 0.99984069 0.00032603 0.63153287 0.00001557 206.26867961 -0.13614793 0.06439209 0.00133756
2314.92512932 0.99987993 0.00032603 0.67794637 0.00001575 203.21838233 -0.13443892 0.02487183 0.00140202
2314.92582405 1.00021068 0.00032609 0.61347096 0.00001554 200.21046019 -0.03858765 -0.02441406 0.00100446
2314.92651877 1.00011093 0.00032607 0.50525319 0.00001534 197.23652739 -0.18034158 0.02487183 0.00163081
2314.92721350 0.99957362 0.00032598 0.53915876 0.00001552 194.28804724 -0.05309813 0.00515747 0.00112711
2314.92790822 0.99900212 0.00032589 0.46993277 0.00001602 191.35663286 -0.01762276 0.04461670 0.00092105
2314.92860295 1.00000225 0.00032605 0.02445574 0.00001595 188.43384279 -0.04773894 0.04461670 0.00109383
2314.92929768 0.99976106 0.00032601 -0.25019341 0.00001580 185.51124626 -0.14311830 0.03472900 0.00145897
2314.92999240 0.99989322 0.00032604 -0.20333991 0.00001550 182.58046795 -0.12173282 0.03475952 0.00135624
2314.93068713 0.99904223 0.00032590 -0.14216606 0.00001595 179.63299291 0.06704357 -0.01455688 0.00067928
2314.93138186 0.99953404 0.00032598 -0.00049399 0.00001578 176.66044752 0.01152463 0.00515747 0.00093770
2314.93207659 1.00047245 0.00032613 -0.00846893 0.00001617 173.65441514 -0.06779204 0.01501465 0.00121329
2314.93277131 0.99937795 0.00032595 -0.23999829 0.00001646 170.60649247 -0.15043960 0.01501465 0.00147079
2314.93346603 0.99954554 0.00032598 -0.35617315 0.00001711 167.50846789 0.01672764 0.03472900 0.00096667
2314.93416076 0.99992325 0.00032604 0.23732550 0.00001767 164.35203014 -0.18386363 0.08419800 0.00163573
2314.93485549 0.99967569 0.00032600 0.13856340 0.00002518 161.12901865 -0.07976356 0.08419800 0.00122467
2314.93555022 1.00063586 0.00032616 0.35235685 0.00002900 157.83122783 -0.20945900 -0.02441406 0.00165466
2314.95569727 1.00039711 0.00032612 0.17706227 0.00002852 40.63296793 -0.15077321 0.14373779 0.00144169
2314.95639200 0.99980670 0.00032602 0.18015415 0.00002534 37.29627455 -0.09966107 0.09408569 0.00134391
2314.95708673 0.99888745 0.00032587 0.67221822 0.00002034 34.03737709 -0.16621084 0.09408569 0.00136705
2314.95778146 0.99955431 0.00032598 0.42991168 0.00001753 30.84860787 -0.20217763 0.13378906 0.00162496
2314.95847617 1.00034468 0.00032611 0.38697139 0.00001788 27.72233850 -0.07568276 0.06439209 0.00123750
2314.95917090 0.99970318 0.00032600 -0.64172930 0.00001667 24.65039098 -0.13615526 0.08419800 0.00150190
2314.95986563 1.00052654 0.00032614 0.02849498 0.00001599 21.62435436 -0.19659779 0.03475952 0.00160812
2314.96056036 0.99996722 0.00032605 -0.16748077 0.00001584 18.63575471 -0.04273806 0.11392212 0.00105690
2314.96125509 1.00056141 0.00032614 -0.01438846 0.00001578 15.67611201 -0.00680890 0.02487183 0.00096924
2314.96194980 1.00005487 0.00032606 -0.61974810 0.00001569 12.73700153 -0.01598015 0.04461670 0.00111359
2314.96264453 1.00045970 0.00032613 -0.95076475 0.00001561 9.80986334 0.07924189 0.01501465 0.00063296
2314.96333926 0.99981656 0.00032602 -0.58836647 0.00001559 6.88633598 -0.09259394 0.01501465 0.00130086
2314.96403399 1.00016501 0.00032608 -0.57692759 0.00001530 3.95800911 -0.14789852 0.02487183 0.00155567
2314.96472871 1.00060638 0.00032615 -0.26522679 0.00001551 1.01652620 -0.06445171 -0.01455688 0.00121049
2314.96542344 1.00025353 0.00032609 -0.56923266 0.00001542 358.05338276 -0.10118666 0.03472900 0.00133918
2314.96611816 1.00076103 0.00032618 0.00859603 0.00001539 355.06021217 -0.04978515 0.04461670 0.00114213
2314.96750762 1.00059247 0.00032615 -0.14072862 0.00001541 348.94999098 -0.02912765 -0.03424072 0.00105644
2314.96820234 1.00008977 0.00032607 0.00445274 0.00001627 345.81607063 -0.02706461 -0.02441406 0.00098593
2314.96889707 1.00027954 0.00032610 0.21229603 0.00001561 342.61823899 -0.08970396 0.02487183 0.00121460
2314.96959180 0.99990267 0.00032604 0.22651935 0.00001574 339.34813546 -0.07928188 0.03475952 0.00125457
2314.97028652 1.00039664 0.00032612 0.13012578 0.00001543 335.99832345 -0.09745622 0.01501465 0.00128614
2314.97098124 1.00057403 0.00032615 -0.12383529 0.00001538 332.56237687 0.06898543 0.02487183 0.00064697
2314.97167597 1.00052867 0.00032614 0.19749928 0.00001546 329.03373475 -0.05154778 0.06439209 0.00100817
2314.97237070 0.99991082 0.00032604 -0.16739947 0.00001543 325.40600277 0.03196181 -0.00473022 0.00081271
2314.97306543 1.00010909 0.00032607 0.28200892 0.00001560 321.67274698 -0.09801468 -0.01455688 0.00123839
2314.97376016 0.99996928 0.00032605 -0.20683744 0.00001561 317.83016696 0.00342581 0.01501465 0.00090398
2314.97445487 0.99990417 0.00032604 -0.20453986 0.00001556 313.88071517 -0.11465478 0.00515747 0.00133602
2314.97514960 0.99964847 0.00032600 -0.42054088 0.00001547 309.82751833 -0.09526648 0.06439209 0.00128699
2314.97584433 0.99980292 0.00032602 -0.45848960 0.00001545 305.67390939 0.00715738 0.04461670 0.00088729
2314.97653906 0.99922542 0.00032593 -0.36164950 0.00001545 301.42314763 -0.10308360 0.04461670 0.00130730
2314.97723378 1.00040417 0.00032612 -0.81345542 0.00001537 297.08018844 0.01111408 0.03472900 0.00100713
2314.97862323 0.99971583 0.00032601 -0.56779136 0.00001551 288.18125213 -0.03645250 0.01501465 0.00113449
2314.97931796 0.99980340 0.00032602 -0.07548499 0.00001563 283.66319398 0.05943310 -0.01455688 0.00071463
2314.98001269 1.00034291 0.00032611 0.06606764 0.00001540 279.12464267 -0.11086753 0.02487183 0.00139391
2314.98070741 0.99953792 0.00032598 0.27029102 0.00001540 274.58457302 -0.06356934 0.02487183 0.00123915
