#time			flux		fluxerr		x			y		roll		contam			bg			smear
2256.35904408 1.00045226 0.00032594 0.57975558 0.28591043 101.72437019 -0.20883376 0.00001588 0.00144602
2256.35973888 0.99927354 0.00032575 0.15405653 0.55741908 97.88244721 -0.25063948 0.00001587 0.00163472
2256.36043367 0.99988231 0.00032585 0.61500524 0.29009535 94.01663843 -0.24007063 0.00001570 0.00154016
2256.36112846 0.99964403 0.00032581 0.80275594 0.90153197 90.13004121 -0.10459286 0.00001560 0.00115664
2256.36182326 1.00003536 0.00032588 0.36151141 0.15303914 86.22629452 -0.10855124 0.00001531 0.00120075
2256.36251805 1.00013562 0.00032589 -0.32583824 0.09491886 82.31035857 -0.16359389 0.00001562 0.00146866
2256.36321285 0.99993022 0.00032586 0.11868015 0.00310848 78.38740472 -0.12059146 0.00001549 0.00126729
2256.36390764 0.99984297 0.00032585 -0.20270058 0.05019984 74.46259641 -0.02156975 0.00001557 0.00085218
2256.36460242 0.99974712 0.00032583 0.00951678 -0.05253384 70.54117096 -0.08299655 0.00001538 0.00114709
2256.36529722 0.99997378 0.00032587 -0.45958991 0.03676712 66.62804282 -0.01962469 0.00001551 0.00089429
2256.36599201 1.00020600 0.00032590 -0.39461627 0.30361861 62.72754554 -0.14369660 0.00001552 0.00126556
2256.36668681 1.00009657 0.00032589 0.00000000 0.46290946 58.84361529 -0.17866955 0.00001529 0.00141151
2256.36738160 1.00042421 0.00032594 -0.56784769 -0.05277190 54.98019515 -0.12242221 0.00001554 0.00131276
2256.36807640 1.00014511 0.00032589 -0.44885894 0.01048219 51.14122027 -0.02854104 0.00001546 0.00098871
2256.36877119 0.99984114 0.00032585 -0.34020060 0.58389100 47.33056956 -0.17064493 0.00001554 0.00142326
2256.36946598 1.00000173 0.00032587 -0.59209750 0.19941183 43.55063443 -0.01218432 0.00001531 0.00090042
2256.37016077 1.00033435 0.00032593 -0.36353472 0.41738528 39.80239349 -0.05961180 0.00001540 0.00109861
2256.37085556 0.99977434 0.00032583 -0.03717057 -0.02493550 36.08657246 -0.03664981 0.00001551 0.00094212
2256.37155036 0.99993155 0.00032586 0.39462839 -0.40158854 32.40408015 -0.19870295 0.00001559 0.00153953
2256.37224515 1.00026072 0.00032591 -0.19967574 0.09639619 28.75576734 0.01208879 0.00001544 0.00079535
2256.37293994 1.00014311 0.00032589 -0.77734986 0.23259981 25.14168852 0.07067835 0.00001539 0.00061296
2256.37363474 1.00035885 0.00032593 0.01971743 0.28440222 21.55998237 -0.07563096 0.00001553 0.00100754
2256.37432953 1.00006538 0.00032588 0.06585992 0.05898285 18.00849295 0.05436291 0.00001533 0.00066146
2256.37502431 1.00038171 0.00032593 -0.33032691 0.18975678 14.48513027 -0.16516438 0.00001546 0.00138238
2256.37571911 1.00026660 0.00032591 -1.02862359 0.00514774 10.98762018 0.00720154 0.00001565 0.00094023
2256.37641390 1.00047521 0.00032595 -0.63170169 -0.01495092 7.51376945 -0.07460876 0.00001552 0.00113309
2256.37710870 1.00011158 0.00032589 -0.62634677 0.39028973 4.06063822 -0.09493607 0.00001553 0.00114621
2256.37780349 0.99984621 0.00032585 -0.56285296 0.64334813 0.62501975 -0.24084618 0.00001523 0.00164981
2256.37919308 1.00104107 0.00032604 0.27766521 0.19206993 353.79347012 -0.15721363 0.00001529 0.00129250
2256.38058266 1.00019609 0.00032590 0.10237724 -0.92568746 346.99294000 0.04770125 0.00001561 0.00074797
2256.38127745 1.00035975 0.00032593 0.32388968 -0.56719480 343.59473720 -0.20311461 0.00001560 0.00153811
2256.38197225 1.00014289 0.00032589 0.11486180 -0.33758400 340.19236959 -0.16136079 0.00001563 0.00145123
2256.38266704 1.00014408 0.00032589 0.09697110 -0.23221293 336.78166935 -0.07908762 0.00001559 0.00119793
2256.38336183 1.00036210 0.00032593 -0.00807807 -0.12062372 333.35846336 -0.09942703 0.00001555 0.00127750
2256.38405663 1.00087914 0.00032601 0.10964675 -0.07110387 329.91917713 -0.03819276 0.00001543 0.00108977
2256.38475142 1.00032360 0.00032592 -0.02680111 0.15719428 326.46164119 -0.11587644 0.00001564 0.00130254
2256.38544620 1.00030850 0.00032592 0.30784536 -0.18097780 322.98395766 -0.15811462 0.00001555 0.00144255
2256.38614100 1.00092461 0.00032602 0.21733235 0.02787929 319.48404648 -0.08815981 0.00001539 0.00117380
2256.38683579 0.99955535 0.00032580 -0.27033265 -0.25371056 315.96000953 -0.22609760 0.00001559 0.00176474
2256.38753059 0.99920340 0.00032574 -0.09237897 -0.06609968 312.40975593 -0.08029061 0.00001637 0.00116549
2256.38822538 0.99919253 0.00032574 -0.51640560 -0.76421948 308.83038693 0.01339162 0.00001645 0.00086119
2256.38892018 0.99974435 0.00032583 -0.70999567 -0.44296416 305.21867512 -0.09895104 0.00001636 0.00137591
2256.38961497 1.00027886 0.00032592 -0.65176582 -0.49360598 301.57139940 -0.15402470 0.00001644 0.00155885
2256.39030976 1.00031966 0.00032592 -0.52801461 -0.44268541 297.88533151 -0.14297775 0.00001687 0.00150897
2256.39100455 0.99966866 0.00032582 -0.43567489 -0.59516106 294.15751820 -0.14983226 0.00001761 0.00148971
2256.39169934 1.00039109 0.00032593 -0.63542773 -0.61663177 290.38926531 -0.11285156 0.00002527 0.00144043
2256.39239414 0.99956673 0.00032580 -0.46071848 -0.68265100 286.58634334 -0.11493759 0.00003017 0.00147934
2256.39308893 0.99976065 0.00032583 0.29667530 -0.54751892 282.75464233 -0.02323822 0.00003204 0.00107611
2256.39378372 1.00003694 0.00032588 0.61973097 -0.72414594 278.90004429 -0.01178730 0.00003488 0.00097866
2256.41532230 1.00056652 0.00032596 0.10324924 -0.40880040 165.15996919 -0.19119413 0.00004054 0.00163057
2256.41601709 0.99988255 0.00032585 -0.11906490 -0.39451462 161.78418425 -0.08419284 0.00003444 0.00124034
2256.41671187 0.99981483 0.00032584 0.32223157 -0.16195196 158.40173151 -0.05858134 0.00002963 0.00106788
2256.41740667 1.00045158 0.00032594 0.06637255 0.15700217 155.00890440 0.04793150 0.00002582 0.00070983
2256.42018585 0.99973069 0.00032583 0.18197191 -0.36859193 141.26771788 -0.09962962 0.00001941 0.00132558
2256.42088064 1.00051658 0.00032596 0.62090392 -0.26885731 137.77353590 -0.18693099 0.00001852 0.00150610
2256.42157542 0.99960369 0.00032581 0.55639575 -0.24281364 134.25062693 -0.19371578 0.00001781 0.00157577
2256.42227022 0.99957585 0.00032580 0.66943282 -0.37344826 130.69725360 -0.14960045 0.00001719 0.00142480
2256.42296501 0.99970081 0.00032582 0.28579390 0.48897931 127.11186344 -0.27294114 0.00001675 0.00175231
2256.42365980 0.99925999 0.00032575 -0.26627248 -0.00333199 123.49283770 -0.00842292 0.00001649 0.00093622
2256.42435460 0.99987094 0.00032585 0.28088046 0.49298126 119.83864017 -0.29452453 0.00001619 0.00190013
2256.42504939 0.99955095 0.00032580 0.85142078 0.92331862 116.14918928 0.00769609 0.00001610 0.00083286
2256.42574419 1.00007938 0.00032588 0.37535682 -0.05640138 112.42573926 -0.08840375 0.00001591 0.00116097
2256.42643897 1.00072492 0.00032599 0.53781845 -0.11824388 108.66964863 -0.11237606 0.00001590 0.00130793
2256.42713376 1.00043303 0.00032594 0.47468378 0.07553478 104.88209211 -0.14339988 0.00001576 0.00132057
2256.42782856 0.99977666 0.00032583 0.42619840 0.19686427 101.06443774 -0.08840221 0.00001616 0.00105884
2256.42852335 1.00029353 0.00032592 -0.04484697 0.55598562 97.21885766 -0.17999632 0.00001573 0.00145700
2256.42921815 1.00066140 0.00032598 0.75315037 0.44883283 93.34944717 -0.22572527 0.00001578 0.00159380
2256.42991294 1.00022604 0.00032591 0.88002192 0.67161072 89.46054824 -0.18076143 0.00001574 0.00145550
2256.43060773 1.00014109 0.00032589 0.20948386 0.05234483 85.55651061 -0.13416760 0.00001563 0.00128971
2256.43130253 1.00031336 0.00032592 -0.24591769 0.09827363 81.64167625 -0.04470948 0.00001564 0.00113821
2256.43199731 0.99979868 0.00032584 0.11673550 -0.15209291 77.72053121 -0.19437578 0.00001552 0.00157152
2256.43269211 1.00029724 0.00032592 -0.09838791 -0.28528160 73.79776758 -0.20048737 0.00001543 0.00167046
2256.43338691 0.99931108 0.00032576 0.07574849 -0.22529753 69.87836585 -0.21729600 0.00001527 0.00168507
2256.43408169 1.00039795 0.00032594 -0.71074389 0.24133350 65.96749598 -0.00943043 0.00001516 0.00099430
2256.43477649 1.00075786 0.00032599 -0.24944816 0.12366217 62.06994165 0.00555073 0.00001530 0.00083662
2256.43547128 0.99968348 0.00032582 -0.53441016 0.30776390 58.19067695 -0.03065277 0.00001518 0.00097398
2256.43616608 0.99995901 0.00032586 -0.72511830 -0.23288678 54.33340587 -0.14944124 0.00001519 0.00151644
2256.43686087 1.00026369 0.00032591 -0.49282962 -0.30986340 50.50074395 -0.25184223 0.00001536 0.00184522
2256.43755567 1.00054819 0.00032596 -0.46860574 0.32671823 46.69527649 -0.07332666 0.00001534 0.00116046
2256.43825046 1.00038659 0.00032593 -0.50367640 0.12417003 42.91958126 -0.01069665 0.00001537 0.00086050
2256.43894525 1.00089813 0.00032602 -0.43274512 0.31506730 39.17623845 -0.09242374 0.00001533 0.00125172
2256.43964005 1.00017403 0.00032590 0.16133814 0.28492164 35.46687979 -0.14007313 0.00001535 0.00127478
2256.44033484 1.00064019 0.00032598 0.05032693 -0.11870755 31.79112275 -0.13709994 0.00001541 0.00141019
2256.44102964 1.00011370 0.00032589 -0.40364044 0.36732235 28.14831468 -0.08146554 0.00001542 0.00111344
2256.44172443 1.00037840 0.00032593 -0.73582685 0.47589706 24.53781050 -0.11734763 0.00001532 0.00141263
2256.44241921 1.00042431 0.00032594 -0.09674306 0.54837841 20.95901764 -0.23030651 0.00001522 0.00165882
2256.44311401 1.00005465 0.00032588 -0.05720795 -0.04806522 17.41092003 0.01629538 0.00001539 0.00091961
2256.44380880 0.99960519 0.00032581 -0.45298777 0.16311846 13.89126020 -0.04913322 0.00001546 0.00101823
2256.44450360 1.00050968 0.00032595 -0.98308120 -0.09550436 10.39721142 -0.06753900 0.00001560 0.00130833
2256.44519839 1.00033321 0.00032593 -0.40913936 -0.21617171 6.92595332 -0.18240740 0.00001535 0.00160023
2256.44589318 1.00092576 0.00032602 -0.49833503 0.29987797 3.47465853 -0.09308389 0.00001528 0.00112192
2256.44658798 1.00052894 0.00032596 -0.47180838 0.66253677 0.04048269 -0.18490889 0.00001519 0.00148162
2256.44728276 1.00032767 0.00032592 0.21578172 0.53704960 356.62019025 -0.29738260 0.00001550 0.00191407
2256.44797755 1.00107480 0.00032605 0.19714509 0.39448611 353.20999510 -0.22179041 0.00001524 0.00163598
2256.44867235 1.00107032 0.00032605 -0.06181360 -0.16719949 349.80626343 -0.11925708 0.00001565 0.00144833
2256.44936714 1.00097697 0.00032603 0.04257763 -0.66050738 346.40531080 -0.19744157 0.00001541 0.00161673
2256.45006194 1.00035328 0.00032593 0.35503058 -0.59072155 343.00344627 -0.11878222 0.00001549 0.00136268
2256.45075673 1.00045086 0.00032594 0.13969997 -0.42125148 339.59705496 -0.10105498 0.00001566 0.00131464
2256.45145153 1.00080002 0.00032600 -0.02887836 -0.36465874 336.18266037 -0.15614951 0.00001559 0.00144691
2256.45214631 1.00058839 0.00032597 -0.12194269 0.05951463 332.75686754 -0.00643080 0.00001550 0.00088499
2256.45284110 1.00014610 0.00032589 0.00733548 -0.14007991 329.31610874 -0.07798796 0.00001558 0.00117848
2256.45353590 1.00024607 0.00032591 0.05767743 -0.20915070 325.85698338 -0.11797411 0.00001552 0.00139845
2256.45423069 1.00068518 0.00032598 0.16190832 -0.12846234 322.37620046 -0.16953591 0.00001561 0.00151217
2256.45492548 0.99974124 0.00032583 -0.13071383 0.08436300 318.87135487 0.00770270 0.00001568 0.00089470
2256.45562028 0.99997836 0.00032587 -0.44614011 -0.12362528 315.34035807 -0.08309535 0.00001586 0.00128978
2256.45631507 1.00025392 0.00032591 -0.31166168 -0.18345097 311.78111479 -0.09622440 0.00001602 0.00136214
2256.45700987 0.99993093 0.00032586 -0.48824847 -0.72234009 308.19153679 -0.04122651 0.00001651 0.00110860
2256.45770465 1.00037452 0.00032593 -0.60014138 -0.65244593 304.56966773 -0.05661657 0.00001645 0.00110455
2256.45839944 0.99977129 0.00032583 -0.80661640 -0.69367595 300.91475641 -0.07758477 0.00001670 0.00127601
2256.45909424 0.99987173 0.00032585 -0.81873145 -0.63217710 297.22740959 -0.04545170 0.00001689 0.00126893
2256.45978903 1.00016764 0.00032590 -0.42256073 -0.74642671 293.50821935 0.03792237 0.00001766 0.00086154
2256.46048383 0.99982996 0.00032584 -0.43988092 -0.63904684 289.75777029 -0.13423812 0.00002570 0.00153664
2256.46117862 0.99956279 0.00032580 -0.11025802 -0.58962198 285.97666072 -0.04267015 0.00002830 0.00119545
2256.46187341 0.99969792 0.00032582 0.39997025 -0.40499765 282.16642316 -0.18741587 0.00003375 0.00157705
2256.48410677 1.00116437 0.00032606 0.35661513 -0.01989777 164.67705365 -0.06958607 0.00003926 0.00119707
2256.48480156 0.99979733 0.00032584 0.27635997 -0.58269515 161.29917758 -0.05901809 0.00003350 0.00107336
2256.48549636 0.99952207 0.00032579 0.52451305 -0.35455058 157.91426651 -0.13626707 0.00002892 0.00140098
2256.48619115 0.99982460 0.00032584 0.28347979 0.00917203 154.51867090 -0.03192791 0.00002557 0.00100287
2256.48688594 0.99897876 0.00032570 0.00223611 0.18745552 151.10874840 0.03269742 0.00002346 0.00073879
2256.48758074 0.99960662 0.00032581 0.12940664 0.37934864 147.68097056 -0.13759571 0.00002164 0.00128589
2256.48827552 0.99962690 0.00032581 0.23461182 0.09309427 144.23250487 -0.11528843 0.00002044 0.00129272
2256.48897032 0.99883069 0.00032568 0.12004543 -0.46401634 140.76054319 -0.09079959 0.00001942 0.00124213
2256.48966511 0.99921505 0.00032574 0.51089946 -0.16056324 137.26245776 -0.15270736 0.00001828 0.00151145
2256.49035990 1.00000057 0.00032587 0.43887132 -0.29589405 133.73555615 -0.22136910 0.00001756 0.00167172
2256.49105470 1.00018429 0.00032590 0.51543837 -0.02726890 130.17722707 -0.07788864 0.00001709 0.00116633
2256.49174949 0.99989934 0.00032585 0.38523619 0.47881258 126.58604805 -0.22012104 0.00001655 0.00160587
2256.49244429 0.99941056 0.00032577 -0.19957946 0.00000000 122.96157086 -0.05939407 0.00001666 0.00104716
2256.49313907 1.00005750 0.00032588 0.42171785 0.39393037 119.30342950 -0.27414459 0.00001631 0.00192089
2256.49383386 1.00039164 0.00032593 0.68992003 0.69550129 115.61107895 -0.18108724 0.00001598 0.00158684
2256.49452866 0.99983981 0.00032584 0.35472112 0.00205461 111.88416658 -0.20584654 0.00001581 0.00150946
2256.49522345 1.00040082 0.00032594 0.75492255 0.05088263 108.12329083 -0.01093215 0.00001591 0.00088827
2256.49591824 0.99963590 0.00032581 0.58282029 0.21726327 104.33103224 -0.11933648 0.00001579 0.00122775
2256.49661304 1.00059136 0.00032597 0.35409308 0.27451377 100.51019043 -0.17248265 0.00001579 0.00142748
2256.49730783 1.00025424 0.00032591 0.05957123 0.45209205 96.66357274 -0.15217960 0.00001575 0.00136942
2256.49800262 1.00030896 0.00032592 0.70228156 0.68946399 92.79404359 -0.25491738 0.00001563 0.00167962
2256.49869741 1.00037402 0.00032593 0.97070392 0.57549963 88.90456692 -0.34536959 0.00001562 0.00204257
2256.49939220 0.99950973 0.00032579 0.20111003 -0.21792470 84.99975256 -0.32457926 0.00001562 0.00204257
2256.50008700 1.00034440 0.00032593 0.01190829 0.13789296 81.08461723 -0.03140037 0.00001540 0.00102348
2256.50078179 1.00071612 0.00032599 0.04040876 -0.21247308 77.16417009 -0.14895009 0.00001544 0.00146888
2256.50147659 1.00057032 0.00032596 -0.12347959 0.23289846 73.24342812 0.05182856 0.00001530 0.00060447
2256.50217138 1.00002049 0.00032587 0.03634618 0.27350513 69.32737080 -0.07069237 0.00001536 0.00110260
2256.50286616 1.00037950 0.00032593 -0.67402837 0.62391165 65.42058461 -0.09416841 0.00001528 0.00119735
2256.50356096 1.00051182 0.00032595 -0.18635115 0.42452545 61.52709140 -0.22705476 0.00001515 0.00159710
2256.50425575 0.99974931 0.00032583 -0.33034180 0.53191412 57.65109363 -0.10539517 0.00001534 0.00127993
2256.50495054 0.99909665 0.00032572 -0.35569286 -0.15873124 53.79673623 -0.14691639 0.00001542 0.00145241
2256.50564534 0.99969221 0.00032582 -0.34359333 -0.29707187 49.96814720 -0.19929563 0.00001535 0.00166691
2256.50634013 0.99942350 0.00032578 -0.59924938 0.46252644 46.16847886 -0.12163742 0.00001537 0.00133274
2256.50703493 0.99975902 0.00032583 -0.57751931 0.17772688 42.39900588 -0.01216410 0.00001545 0.00090270
2256.50772971 0.99937665 0.00032577 -0.49314560 0.06783431 38.66086355 -0.12340241 0.00001550 0.00137883
2256.50842450 0.99905567 0.00032572 0.09238601 0.04554544 34.95499183 -0.20459411 0.00001557 0.00154964
2256.50911930 0.99955330 0.00032580 -0.05737189 -0.25924891 31.28252665 -0.17662066 0.00001543 0.00149707
2256.50981409 0.99941677 0.00032578 -0.33980526 0.36288591 27.64415068 -0.07051203 0.00001557 0.00108911
2256.51050889 1.00007095 0.00032588 -0.64117372 0.46623384 24.03864815 -0.13865357 0.00001529 0.00144128
2256.51120368 1.00027273 0.00032592 0.04495004 0.43553062 20.46420279 -0.15364012 0.00001527 0.00143216
2256.51189847 1.00023391 0.00032591 0.02982059 0.15093664 16.91900560 0.01223542 0.00001542 0.00083410
2256.51259327 1.00043806 0.00032594 -0.52059601 -0.05644217 13.40124042 -0.06657882 0.00001537 0.00125196
2256.51328805 0.99967512 0.00032582 -0.90154261 0.06680614 9.90910166 -0.02994394 0.00001562 0.00113641
2256.51398284 0.99940877 0.00032577 -0.63951684 -0.09108405 6.43980014 -0.12459027 0.00001602 0.00138310
2256.51467764 1.00056944 0.00032596 -0.63431359 0.17850379 2.99008904 -0.00001852 0.00001533 0.00090456
2256.51537243 1.00090655 0.00032602 -0.39859875 0.67829191 359.55665308 -0.20776039 0.00001549 0.00155475
2256.51606723 1.00050007 0.00032595 -0.01424807 0.39903668 356.13617004 -0.32480947 0.00001573 0.00202400
2256.51676202 1.00115386 0.00032606 0.01075575 0.13929029 352.72532352 -0.17306454 0.00001538 0.00147911
2256.51745682 1.00017039 0.00032590 0.20009330 -0.47412781 349.32065512 -0.18427974 0.00001559 0.00159667
2256.51815160 0.99978628 0.00032584 0.24111633 -0.65434097 345.91851946 -0.06732058 0.00001581 0.00116945
2256.51884639 1.00057247 0.00032596 0.27177117 -0.40357074 342.51506566 -0.11471958 0.00001548 0.00138012
2256.51954119 1.00043621 0.00032594 0.11542430 -0.28173489 339.10662092 -0.04702671 0.00001546 0.00121208
2256.52023598 1.00028180 0.00032592 0.12735379 -0.07765062 335.68944837 0.01113124 0.00001555 0.00094320
2256.52093077 1.00013128 0.00032589 0.04148775 -0.00468877 332.25993710 0.00984372 0.00001554 0.00097001
2256.52162557 1.00012066 0.00032589 0.11366882 -0.00028762 328.81504840 -0.11253300 0.00001550 0.00137448
2256.52232036 1.00037834 0.00032593 0.00174378 -0.14633598 325.35192536 -0.18858493 0.00001554 0.00169161
2256.52301516 1.00032276 0.00032592 0.17207786 -0.18757499 321.86771082 -0.10575255 0.00001572 0.00132715
