#time			flux		fluxerr		x			y		roll		contam			deltaT			smear
2264.49508909 0.99959014 0.00032582 -0.86525635 -0.23173484 297.46881098 -0.11619134 -0.11270142 0.00127825
2264.49578387 0.99964794 0.00032583 -0.56748706 -0.71035928 293.82259216 -0.01121573 -0.09313965 0.00091713
2264.49647865 0.99959042 0.00032582 -0.49415311 -0.67333779 290.16323743 0.01033012 -0.11270142 0.00079412
2264.49717344 0.99917842 0.00032575 -0.08217910 -0.66551734 286.49108974 0.07455425 -0.09313965 0.00057948
2264.49786822 1.00051895 0.00032597 0.61411823 -0.22842745 282.80694029 -0.22251336 -0.11270142 0.00157355
2264.49925779 1.00031430 0.00032594 0.02591501 -0.55522254 275.40583852 -0.00860331 -0.09313965 0.00085630
2264.49995258 1.00004955 0.00032589 0.17828953 -0.32413835 271.69049314 -0.14914939 -0.11270142 0.00136521
2264.52010129 0.99965343 0.00032583 0.56577140 -0.57886978 165.76280152 -0.03282104 -0.13226318 0.00090668
2264.52079608 0.99984563 0.00032586 0.33900466 -0.63363543 162.23822440 -0.04850793 -0.13226318 0.00092641
2264.52149085 0.99988487 0.00032587 0.72609481 -0.64221903 158.71342465 -0.06414270 -0.17129517 0.00099096
2264.52218564 0.99956320 0.00032581 0.23738682 -0.19794907 155.18660190 -0.18080707 -0.17129517 0.00143895
2264.52288042 0.99980899 0.00032585 -0.05606585 0.12251536 151.65618492 0.00926185 -0.13226318 0.00069777
2264.52357521 0.99924480 0.00032576 0.01546950 0.15361337 148.12065867 -0.00156161 -0.12249756 0.00073414
2264.52426999 1.00041791 0.00032595 0.06640177 0.09651016 144.57851262 -0.12374369 -0.12249756 0.00129599
2264.52496478 1.00006082 0.00032589 -0.14441889 -0.47060532 141.02824362 -0.06076292 -0.15179443 0.00108997
2264.52565956 1.00003414 0.00032589 0.34700382 -0.12319585 137.46834134 -0.22637496 -0.13226318 0.00158204
2264.52704912 0.99967448 0.00032583 0.47099601 0.51422012 130.31460348 -0.30964459 -0.15179443 0.00189358
2264.52774390 0.99942207 0.00032579 0.39871618 0.98206317 126.71908453 -0.16178128 -0.13226318 0.00124617
2264.52843869 0.99907196 0.00032573 -0.19352994 0.31907146 123.11017281 -0.12715961 -0.13226318 0.00118687
2264.52913347 0.99924510 0.00032576 0.33926798 0.64680628 119.48713943 -0.19465769 -0.13226318 0.00142248
2264.52982826 1.00004172 0.00032589 0.54999048 0.90130638 115.84929035 -0.10008747 -0.12249756 0.00115431
2264.53052304 0.99960089 0.00032582 0.35364946 0.17609667 112.19657413 -0.10849257 -0.13226318 0.00102321
2264.53121783 1.00012080 0.00032590 0.76615278 0.30898139 108.52942306 -0.09835466 -0.12249756 0.00100957
2264.53191260 1.00006280 0.00032590 0.88267507 0.55907472 104.84834967 -0.16351447 -0.13226318 0.00134031
2264.53260739 0.99978885 0.00032585 0.72782443 0.44157790 101.15368108 -0.17770901 -0.15179443 0.00132310
2264.53330217 1.00036231 0.00032594 0.26671137 0.70653716 97.44592760 -0.33042185 -0.11270142 0.00191672
2264.53399696 0.99955267 0.00032581 0.82285964 0.43693203 93.72590953 -0.12422547 -0.16156006 0.00115402
2264.53469174 1.00021734 0.00032592 0.73169917 0.90322019 89.99511398 -0.12513634 -0.13226318 0.00118185
2264.53538653 1.00007124 0.00032590 0.34384330 0.06613084 86.25510888 -0.14567094 -0.15179443 0.00140726
2264.53608131 0.99957977 0.00032582 -0.15889248 0.10276263 82.50745427 -0.05595769 -0.12249756 0.00105009
2264.53677608 0.99954637 0.00032581 0.11317127 0.03654074 78.75378101 -0.17412888 -0.13226318 0.00136426
2264.53747087 0.99977056 0.00032585 0.02077566 -0.04863784 74.99557440 -0.15959340 -0.15179443 0.00136954
2264.53816565 1.00031080 0.00032594 0.08409805 0.06408644 71.23476342 -0.13659998 -0.12249756 0.00129123
2264.53886044 0.99988806 0.00032587 -0.25230311 0.22635664 67.47328127 -0.09565394 -0.13226318 0.00106406
2264.53955522 1.00035863 0.00032594 -0.43030778 0.30852608 63.71306867 -0.10776943 -0.11270142 0.00117525
2264.54025001 1.00012398 0.00032591 -0.08320850 0.44873312 59.95605868 -0.19578226 -0.15179443 0.00145405
2264.54094479 1.00040089 0.00032595 -0.54291162 0.21062658 56.20416988 -0.12373885 -0.16156006 0.00121898
2264.54163957 1.00056272 0.00032598 -0.34044447 -0.10878831 52.45905063 -0.13359859 -0.15179443 0.00136949
2264.54233435 0.99963435 0.00032583 -0.50618543 0.50198449 48.72191994 -0.22149265 -0.17129517 0.00164179
2264.54302914 0.99960589 0.00032582 -0.32030497 0.22115384 44.99417910 -0.02891584 -0.13226318 0.00087553
2264.54372392 0.99956792 0.00032581 -0.51885533 0.26790700 41.27716102 -0.07412401 -0.14202881 0.00105918
2264.54441871 0.99974681 0.00032584 -0.34450356 0.04402071 37.57220194 -0.04831904 -0.12249756 0.00104903
2264.54511349 0.99979649 0.00032585 0.72178295 -0.02177249 33.88023605 -0.19705226 -0.15179443 0.00151084
2264.54580828 0.99958603 0.00032582 -0.06616492 -0.07918251 30.20148928 -0.12028118 -0.14202881 0.00121262
2264.54650306 1.00020125 0.00032592 -0.18014482 0.36064347 26.53610432 -0.12947710 -0.15179443 0.00114884
2264.54719783 0.99992651 0.00032587 -0.49886139 0.33644172 22.88429247 -0.10244498 -0.15179443 0.00116497
2264.54789262 1.00013263 0.00032591 0.23419103 0.06186441 19.24607420 -0.06136941 -0.13226318 0.00104455
2264.54858740 1.00027863 0.00032593 0.17206032 0.16023399 15.62150682 -0.17544382 -0.14202881 0.00142346
2264.54928219 1.00057642 0.00032598 -0.65680149 0.10365295 12.00984967 -0.02667444 -0.15179443 0.00095326
2264.54997697 1.00023149 0.00032592 -0.64030295 0.09966876 8.41015391 -0.09949285 -0.17129517 0.00122119
