#time			flux		fluxerr		x			y		roll		contam			bg			smear
2297.90348372 1.00033014 0.00032604 -0.25671915 -0.10966845 150.37182754 -0.10419623 0.02487183 0.00161234
2297.91598910 0.99977123 0.00032595 -0.22054129 -0.33697347 81.79523886 -0.05671259 -0.04406738 0.00132277
2297.91668385 0.99958066 0.00032592 0.54569093 -0.12643565 77.98585510 -0.18256664 -0.05389404 0.00172063
2297.91737860 0.99962373 0.00032593 -0.42118116 -0.29559983 74.19994445 -0.05191136 0.01501465 0.00134373
2297.91807333 1.00027918 0.00032603 -0.10271298 -0.11628122 70.43972031 -0.06465038 0.02487183 0.00135873
2297.91876808 0.99966397 0.00032593 -0.36972845 0.30373681 66.70658259 0.02585800 0.00515747 0.00090879
2297.91946282 0.99997624 0.00032598 -0.44757867 0.46180095 63.00196350 -0.02543645 -0.01455688 0.00108203
2297.92015757 1.00049056 0.00032607 -0.39618425 0.46303396 59.32648410 -0.01661684 -0.01455688 0.00106359
2297.92085231 1.00039705 0.00032605 -0.62384496 0.12418128 55.68035636 -0.02636909 -0.04406738 0.00125730
2297.92154705 1.00007180 0.00032600 -0.48696971 0.07793842 52.06321241 -0.06469224 -0.04406738 0.00140138
2297.92224179 1.00069727 0.00032610 -0.12614571 0.61214593 48.47434944 -0.10750783 -0.02441406 0.00143075
2297.92293654 0.99983253 0.00032596 -0.44522986 0.41696026 44.91255435 -0.01940291 -0.03424072 0.00103919
2297.92363129 0.99932815 0.00032588 -0.36105490 0.45726635 41.37622346 -0.07035817 -0.03424072 0.00126473
2297.92432603 0.99942862 0.00032589 -0.32833754 0.43693184 37.86344046 -0.08905436 -0.03424072 0.00131895
2297.92502077 1.00007569 0.00032600 0.45260335 0.35425291 34.37221226 -0.10677241 -0.07351685 0.00134445
2297.92571551 1.00001327 0.00032599 0.07431937 0.01243198 30.89972626 0.00563340 -0.04406738 0.00105687
2297.92641026 0.99972275 0.00032594 0.11767720 0.22942503 27.44349000 -0.01363524 -0.07351685 0.00112342
2297.92710501 0.99959632 0.00032592 -0.69921360 0.50529098 24.00055768 -0.01331539 -0.03424072 0.00115171
2297.92779975 0.99989347 0.00032597 0.00403133 0.65580065 20.56793590 -0.05045833 -0.05389404 0.00126076
2297.92849449 1.00074118 0.00032611 0.08589444 0.19257562 17.14250920 0.05567994 -0.03424072 0.00081297
2297.92918923 0.99992468 0.00032597 -0.37079655 0.28524250 13.72094290 -0.01384316 -0.06372070 0.00122724
2297.92988398 1.00087555 0.00032613 -0.76228153 0.42317755 10.29995643 -0.02210568 -0.01455688 0.00115926
2297.93057872 0.99995684 0.00032598 -0.38161802 -0.05377241 6.87638106 -0.06657320 -0.09313965 0.00137082
2297.93127347 0.99995640 0.00032598 -0.43850109 0.09778568 3.44703564 -0.12302979 -0.07351685 0.00160242
2297.93196820 1.00024708 0.00032603 -0.36137368 0.28612698 0.00864569 -0.03956751 -0.06372070 0.00123312
2297.93266295 1.00068903 0.00032610 -0.08458105 0.55130406 356.55820327 0.07517966 -0.05389404 0.00078910
2297.93335770 1.00111623 0.00032617 0.21901991 0.46714102 353.09265033 -0.00130596 -0.05389404 0.00095747
2297.93405244 1.00041895 0.00032606 0.20112958 -0.43166081 349.60924650 -0.10707677 -0.05389404 0.00139106
2297.93474719 1.00059283 0.00032608 -0.03785651 -0.24483690 346.10556747 -0.12154091 -0.06372070 0.00151384
2297.93544192 1.00110858 0.00032617 0.16587912 0.09234132 342.57920565 0.06769862 -0.09313965 0.00080211
2297.93613667 0.99987772 0.00032597 0.07329975 -0.38948626 339.02812988 -0.06618182 -0.07351685 0.00143136
2297.93683142 1.00008090 0.00032600 0.11664270 -0.07990020 335.45060663 0.02124233 -0.05389404 0.00106231
2297.93752616 1.00058449 0.00032608 -0.08637545 0.31663301 331.84541678 -0.04250724 -0.05389404 0.00117276
2297.93822090 0.99986494 0.00032596 0.26958394 0.11508961 328.21169735 -0.05753290 -0.00473022 0.00124629
2297.93891564 1.00026153 0.00032603 -0.17533769 0.10157842 324.54882666 0.04491468 -0.07351685 0.00098369
2297.93961039 1.00002978 0.00032599 0.16218508 0.08761639 320.85680499 -0.00023951 -0.05389404 0.00105348
2297.94030513 1.00074670 0.00032611 -0.15216969 0.12297164 317.13624112 -0.01994260 -0.09313965 0.00116888
2297.94099988 0.99975390 0.00032595 -0.37954615 -0.03679242 313.38805116 -0.04353373 -0.08331299 0.00134504
2297.94169461 1.00065214 0.00032609 -0.53946678 -0.59230267 309.61389609 -0.03884677 -0.08331299 0.00122265
2297.94238936 1.00011482 0.00032601 -0.58827573 -0.11338525 305.81563590 -0.06713707 -0.11270142 0.00141980
2297.94308411 0.99972107 0.00032594 -0.61785235 -0.25498648 301.99574881 -0.17526357 -0.07351685 0.00182182
2297.94377885 1.00008123 0.00032600 -0.67504818 -0.09226407 298.15738445 -0.04199520 -0.02441406 0.00128764
2297.94447360 0.99987193 0.00032597 -0.55906703 -0.80968144 294.30349709 -0.02535236 -0.03424072 0.00130101
2297.94516833 0.99969852 0.00032594 -0.48452724 -0.63209960 290.43799663 -0.02524371 -0.07354736 0.00121037
2297.94586308 0.99965510 0.00032593 -0.19737495 -0.55488487 286.56491469 -0.02905059 -0.11270142 0.00124984
2297.94655782 0.99974644 0.00032595 0.24314197 0.08020751 282.68847551 -0.04408369 -0.05389404 0.00123283
2297.94725257 0.99992702 0.00032597 0.46249022 -0.22370964 278.81274947 -0.12811915 -0.11270142 0.00149609
2297.94794732 1.00051900 0.00032607 0.30613823 -0.58677833 274.94169911 0.02556283 -0.03424072 0.00101401
2297.94864205 1.00048782 0.00032607 0.54052182 -0.39897324 271.07933491 -0.17700788 -0.09313965 0.00178163
2297.94933680 0.99980947 0.00032596 0.02839922 0.02852822 267.22948107 -0.10161790 -0.03424072 0.00145853
2297.95003154 1.00009314 0.00032600 -0.17111384 -0.09699631 263.39614846 0.00439818 -0.07354736 0.00117225
2297.95072629 1.00022975 0.00032602 0.15983699 0.35650063 259.58291159 0.00170223 -0.11270142 0.00098582
2297.95142104 1.00016177 0.00032601 0.01634540 -0.77063217 255.79200285 0.09648580 -0.11270142 0.00087959
2297.95211577 0.99954545 0.00032591 -0.00189319 -0.37385136 252.02542981 -0.04123339 -0.13226318 0.00131224
2297.95281052 1.00010899 0.00032600 -0.12248631 -0.29676751 248.28501070 -0.13667095 -0.05389404 0.00166837
2297.95350526 0.99911775 0.00032584 -0.11447191 -0.06013713 244.57274761 -0.13799106 -0.05389404 0.00168966
2297.95420001 1.00018374 0.00032602 0.31862358 0.35364175 240.89041081 -0.09183721 -0.09313965 0.00141933
2297.95489475 0.99962856 0.00032593 -0.25063209 -0.06470181 237.23801532 -0.00329773 -0.11270142 0.00117960
2297.95558949 0.99979646 0.00032595 -0.18924584 -0.40150717 233.61464566 -0.08420339 -0.05389404 0.00147961
2297.95628423 0.99947184 0.00032590 -0.45145915 -0.33834296 230.01918527 -0.13746063 -0.20053101 0.00173731
2297.95697898 0.99902286 0.00032583 -0.15203229 0.10167871 226.45070742 0.00073058 -0.14202881 0.00109692
2297.95767373 0.99945733 0.00032590 -0.34437058 -0.10747948 222.90820574 0.01255439 -0.05389404 0.00109850
2297.95836847 0.99974796 0.00032595 0.38229153 -0.15732986 219.39018241 -0.21102583 -0.07351685 0.00187313
2297.95906321 1.00015115 0.00032601 0.30581651 -0.31415638 215.89451005 -0.14328143 -0.10293579 0.00165311
2297.95975795 0.99991593 0.00032597 0.25530329 -0.41628435 212.41884183 -0.06513756 -0.09313965 0.00132721
2297.96045270 0.99974525 0.00032595 0.45095455 0.07388825 208.96100716 -0.14008693 -0.08331299 0.00153180
2297.96114745 0.99948066 0.00032590 0.59906281 -0.45001553 205.51877101 -0.08794530 -0.12249756 0.00141436
2297.96184219 0.99988934 0.00032597 0.69733934 -0.34292788 202.08958998 -0.06626680 -0.11270142 0.00138488
2297.96253693 1.00045932 0.00032606 0.42487798 -0.54820589 198.66988441 -0.03872699 0.00515747 0.00118264
2297.96392642 0.99967887 0.00032593 0.49730926 -0.89846885 191.84315057 0.00574124 -0.09310913 0.00109354
2297.96462116 0.99965562 0.00032593 0.16886719 -0.05494989 188.42844529 -0.13468046 -0.10293579 0.00150306
2297.96531591 1.00056942 0.00032608 -0.07296104 -0.52818866 185.00776469 -0.06258027 -0.13226318 0.00130672
2297.96601064 0.99921316 0.00032586 -0.07480117 -0.00244866 181.57810771 0.06843698 -0.11270142 0.00086571
2297.96670539 0.99998200 0.00032598 -0.27220903 -0.21954817 178.13671001 -0.07959158 -0.15179443 0.00144605
2297.96740014 0.99974558 0.00032595 0.14008950 -0.03230775 174.68097909 0.02791891 -0.09310913 0.00099067
2297.96809488 0.99960373 0.00032592 -0.29042127 0.52683954 171.20827184 -0.15349420 -0.15179443 0.00158817
2297.96878963 0.99885782 0.00032580 -0.38543193 -0.03329029 167.71594670 -0.08394924 -0.09310913 0.00141862
2297.96948436 0.99992668 0.00032597 -0.05207796 -0.26314031 164.20177991 -0.14650649 -0.16156006 0.00170361
2297.97017911 1.00018443 0.00032602 0.02965188 -0.20989748 160.66383428 0.00778730 -0.07351685 0.00119772
2297.97087385 0.99980259 0.00032595 0.34975899 -0.04170395 157.10038984 -0.20113070 -0.07351685 0.00173193
2297.97156860 0.99947989 0.00032590 0.04561684 0.05942520 153.50966022 -0.03923067 -0.15179443 0.00127093
2297.97226335 0.99884998 0.00032580 -0.41440986 -0.09580553 149.88986650 -0.09550781 -0.09310913 0.00152285
2297.98337925 1.00054226 0.00032608 0.36463677 0.09014465 88.94555969 -0.12252410 -0.09313965 0.00147929
2297.98407398 1.00022437 0.00032602 0.13788683 -0.34138024 85.09929636 0.05255913 -0.07354736 0.00098677
2297.98476873 1.00021568 0.00032602 -0.35036551 0.15348804 81.27107772 -0.02936162 -0.07354736 0.00125527
2297.98546347 1.00148665 0.00032623 0.41148702 0.26580986 77.46358856 -0.13779730 -0.07351685 0.00152789
2297.98615822 1.00027122 0.00032603 0.09253829 -0.03683569 73.67945662 -0.02764426 -0.13226318 0.00129686
2297.98685297 1.00028619 0.00032603 -0.00358850 0.10681928 69.92130202 0.03318988 -0.13226318 0.00097722
2297.98754770 0.99979769 0.00032595 -0.26587342 0.33717864 66.19163150 0.03116120 -0.09313965 0.00093116
2297.98824245 1.00035249 0.00032604 -0.36280582 0.53650544 62.49109806 -0.07360629 -0.10293579 0.00139359
2297.98893719 1.00074377 0.00032611 -0.33614590 0.36147111 58.81964082 0.01986645 -0.08331299 0.00112360
2297.98963194 1.00029618 0.00032604 -0.55738023 0.32014696 55.17713518 -0.02407960 -0.06372070 0.00120667
2297.99032668 1.00050767 0.00032607 -0.35584081 -0.07097448 51.56344877 -0.10871133 -0.09310913 0.00161072
2297.99102142 1.00045532 0.00032606 -0.01923891 0.57125775 47.97849351 -0.09159621 -0.16156006 0.00144276
2297.99171617 1.00031440 0.00032604 -0.57743045 0.39727607 44.42110846 -0.04043558 -0.12249756 0.00121235
2297.99241091 0.99993452 0.00032598 -0.40540359 0.55468741 40.88918008 -0.05175465 -0.11270142 0.00128455
2297.99310566 1.00104117 0.00032616 -0.17302217 0.48693184 37.38045194 -0.11851752 -0.11270142 0.00157587
2297.99380040 1.00000931 0.00032599 0.45364209 0.35968469 33.89267487 -0.13493297 -0.12249756 0.00157535
2297.99449514 1.00023937 0.00032603 0.22062189 0.03309218 30.42365031 -0.15920608 -0.12249756 0.00169669
2297.99518988 1.00032194 0.00032604 -0.07859929 0.15213633 26.97080981 -0.13125017 -0.11270142 0.00160215
2297.99588463 0.99968570 0.00032594 -0.60057139 0.47991941 23.53111049 -0.01083250 -0.17129517 0.00110555
2297.99657938 1.00074109 0.00032611 0.07979785 0.53661637 20.10131559 -0.20245221 -0.13226318 0.00184091
2297.99727412 1.00062377 0.00032609 0.13858671 0.30148294 16.67819523 0.03767810 -0.13226318 0.00099600
2297.99796886 0.99960979 0.00032592 -0.43964153 0.34753474 13.25857005 -0.01449659 -0.09310913 0.00122903
2297.99866360 1.00029569 0.00032603 -0.79344434 0.43786960 9.83909852 0.05156825 -0.14202881 0.00100442
2297.99935835 0.99955805 0.00032591 -0.24377771 -0.04974697 6.41663145 -0.12895319 -0.11270142 0.00163274
2298.00005309 0.99983343 0.00032596 -0.44245024 0.06735790 2.98798348 -0.02786821 -0.21023560 0.00135941
2298.00074784 0.99983830 0.00032596 -0.35815147 0.46047404 359.54996226 -0.03922419 -0.19079590 0.00126483
2298.00144259 1.00008415 0.00032600 -0.08683805 0.61410796 356.09938274 -0.08299278 -0.12249756 0.00132977
2298.00213732 1.00118823 0.00032618 0.25399004 0.19762289 352.63312304 -0.01460419 -0.09310913 0.00117603
2298.00283207 1.00008135 0.00032600 0.10774578 -0.49527623 349.14833854 -0.13497629 -0.10293579 0.00178316
2298.00352681 1.00040501 0.00032605 0.12866438 -0.17991179 345.64292279 0.00560891 -0.15179443 0.00112005
2298.00422156 0.99998996 0.00032599 0.20548389 -0.11842194 342.11474219 -0.11753743 -0.11270142 0.00166779
2298.00491630 1.00049021 0.00032607 0.04020376 -0.40050675 338.56167008 -0.16388873 -0.14202881 0.00180904
2298.00561104 0.99977277 0.00032595 0.14577445 0.17777281 334.98163333 0.02068384 -0.16156006 0.00104013
2298.00630578 1.00096803 0.00032614 -0.22329823 0.31416780 331.37284637 0.05138862 -0.07351685 0.00094386
2298.00700053 1.00097790 0.00032615 0.24085435 0.21029530 327.73514941 0.03104311 -0.14202881 0.00094079
2298.00769528 1.00030211 0.00032604 -0.17147181 0.09474321 324.06861610 0.00767777 -0.15179443 0.00111043
2298.00839002 1.00038183 0.00032605 0.14947386 0.10675643 320.37331266 0.01023437 -0.15179443 0.00110815
2298.00908476 1.00034572 0.00032604 -0.22848292 0.03263774 316.64937361 -0.01852163 -0.11270142 0.00126554
2298.00977950 1.00044255 0.00032606 -0.24690233 -0.04915705 312.89693807 0.03444668 -0.16156006 0.00107329
2298.01047425 0.99968670 0.00032594 -0.48370828 -0.50515780 309.11800743 -0.07954668 -0.17129517 0.00150625
2298.01116899 1.00037622 0.00032605 -0.64663826 -0.28959651 305.31539637 -0.10563704 -0.08331299 0.00159926
2298.01186374 1.00011331 0.00032601 -0.57340231 -0.19934282 301.49191925 -0.12844721 -0.13226318 0.00167016
2298.01255847 0.99945353 0.00032590 -0.65025464 -0.08650875 297.65046260 -0.03974258 -0.09310913 0.00136568
2298.01325322 1.00008715 0.00032600 -0.57835246 -1.01224873 293.79373043 0.03925143 -0.13226318 0.00112742
2298.01394797 0.99945292 0.00032590 -0.60254209 -0.58940605 289.92528256 -0.02780156 -0.08331299 0.00127072
2298.01464271 0.99955803 0.00032591 0.00433393 -0.39800237 286.04941787 0.07070956 -0.18106079 0.00103989
2298.01533746 1.00008839 0.00032600 0.26368091 0.10134138 282.17049356 0.01460636 -0.19079590 0.00108034
2298.01603220 1.00000011 0.00032599 0.35643105 -0.31939729 278.29285899 -0.10684994 -0.07351685 0.00159726
2298.01672694 0.99989125 0.00032597 0.53085264 -0.56026787 274.42093421 -0.04666818 -0.15179443 0.00132629
2298.01742168 0.99974821 0.00032595 0.52483353 -0.35211696 270.55871171 -0.15962817 -0.17129517 0.00170037
2298.01811643 1.00008204 0.00032600 -0.12309547 0.03978131 266.70965550 -0.07428317 -0.17129517 0.00147800
2298.01881118 0.99994980 0.00032598 -0.11168076 -0.19673308 262.87703464 -0.05763069 -0.17129517 0.00147252
2298.01950592 0.99987201 0.00032597 0.05910277 0.32596929 259.06411005 -0.04522521 -0.13226318 0.00127117
2298.02020066 0.99978245 0.00032595 0.11977117 -0.80756793 255.27421400 0.07503982 -0.21023560 0.00089798
2298.02089540 0.99958402 0.00032592 -0.00159248 -0.32053191 251.51028750 -0.04772331 -0.13226318 0.00134637
2298.02159015 0.99996801 0.00032598 -0.12027907 -0.22625473 247.77382548 -0.10208959 -0.17129517 0.00163296
2298.02228489 0.99997144 0.00032598 0.02455962 -0.06620210 244.06541926 -0.08154010 -0.13226318 0.00152363
2298.02297964 0.99939338 0.00032589 0.25269600 0.25963000 240.38566116 0.00187024 -0.18106079 0.00108801
2298.02367437 0.99975439 0.00032595 -0.15993466 0.08741993 236.73519691 -0.02804620 -0.11270142 0.00127972
2298.02436912 1.00033986 0.00032604 -0.26493705 -0.36565141 233.11446386 -0.10454955 -0.18106079 0.00162543
2298.02506387 0.99981433 0.00032596 -0.39402918 -0.28129266 229.52305287 -0.13354576 -0.24908447 0.00172323
2298.02575861 1.00016672 0.00032601 -0.11976343 0.01248009 225.95923557 0.09042152 -0.17129517 0.00086946
2298.02645336 0.99941281 0.00032589 -0.38173619 -0.20253855 222.42121526 -0.04736280 -0.19079590 0.00144006
2298.02714809 0.99982376 0.00032596 0.41963966 -0.06001288 218.90724699 -0.16187624 -0.17129517 0.00172770
2298.02784284 0.99963775 0.00032593 0.22192663 -0.55581952 215.41541599 -0.01071392 -0.16156006 0.00131990
2298.02853758 0.99971309 0.00032594 0.43466482 -0.24249942 211.94369807 -0.20795801 -0.18106079 0.00193113
2298.02923233 0.99924529 0.00032586 0.36690561 -0.33113885 208.48917330 -0.17184174 -0.17129517 0.00176464
2298.02992708 1.00029602 0.00032603 0.60876632 -0.42722530 205.04875596 -0.09044968 -0.22967529 0.00147085
2298.03062182 0.99980086 0.00032595 0.65544262 -0.49635449 201.61936762 -0.13913786 -0.17129517 0.00162475
2298.03131656 0.99958065 0.00032592 0.20903715 -0.66861283 198.19798002 0.01617087 -0.19079590 0.00114003
2298.03201130 1.00000450 0.00032599 0.82081878 -0.51040173 194.78138073 0.11350918 -0.21023560 0.00074798
2298.03270605 0.99986929 0.00032597 0.40529124 -0.69361546 191.36638579 -0.00257853 -0.17129517 0.00114183
2298.03340079 0.99896362 0.00032582 0.31612539 -0.24290768 187.94967731 -0.03060944 -0.17129517 0.00131102
2298.03409554 0.99988145 0.00032597 -0.10077068 -0.29655467 184.52794378 -0.14132624 -0.19079590 0.00170955
2298.03479028 0.99895221 0.00032582 -0.24838346 0.04047110 181.09792433 0.07630595 -0.22967529 0.00088541
2298.03548502 0.99943091 0.00032589 -0.27728102 -0.31167582 177.65620276 -0.12646919 -0.11270142 0.00166908
2298.03617977 0.99919471 0.00032586 0.07112944 -0.05246752 174.19986033 -0.12227824 -0.19079590 0.00167746
2298.03687451 0.99989615 0.00032597 -0.37926175 0.49289069 170.72632382 -0.20478511 -0.19079590 0.00180770
2298.03756926 0.99836154 0.00032572 -0.28285181 -0.14048254 167.23303584 -0.08705004 -0.19079590 0.00148529
2298.03826399 1.00032194 0.00032604 -0.11587089 -0.27484918 163.71750370 -0.15149259 -0.15179443 0.00179902
2298.03895874 0.99934064 0.00032588 0.09933020 -0.16131830 160.17705778 -0.04334542 -0.27816772 0.00140971
2298.03965349 0.99959371 0.00032592 0.42596537 0.06787502 156.60962158 -0.15686991 -0.22967529 0.00171983
2298.04034823 0.99956672 0.00032592 -0.09172572 0.08285540 153.01431250 -0.05719284 -0.11270142 0.00138268
2298.04104298 1.00009589 0.00032600 -0.32313963 0.08187107 149.39046967 -0.04509219 -0.19079590 0.00138574
2298.04173771 0.99997172 0.00032598 -0.06919450 0.03406258 145.73750107 -0.06041963 -0.19079590 0.00142710
2298.04243246 0.99975946 0.00032595 0.00510994 -0.43225379 142.05462301 -0.12802140 -0.19079590 0.00166705
2298.04312720 0.99918364 0.00032585 0.06873941 -0.50671805 138.34145402 -0.13113262 -0.17129517 0.00165557
2298.04382195 1.00009511 0.00032600 0.12319606 -0.18782616 134.59925537 -0.12964534 -0.19079590 0.00168241
2298.04451670 0.99946821 0.00032590 0.47859062 -0.04654052 130.83012730 -0.15221043 -0.22970581 0.00177444
2298.04521145 1.00003577 0.00032599 0.18920209 0.06775636 127.03610424 -0.04002169 -0.17129517 0.00128519
2298.04590618 0.99937648 0.00032589 0.03205927 -0.06617068 123.21954586 0.02438991 -0.19079590 0.00113238
2298.04660092 0.99969039 0.00032594 0.40737076 0.91214064 119.38226640 -0.11471139 -0.16156006 0.00151439
2298.04729567 1.00014259 0.00032601 0.46090273 0.70122377 115.52744793 -0.20448039 -0.17129517 0.00191807
2298.04799041 0.99999495 0.00032599 0.36135142 0.34842102 111.65923565 -0.13725658 -0.16156006 0.00165686
2298.04868516 0.99991017 0.00032597 0.85435186 0.37335818 107.78182802 0.06896913 -0.11270142 0.00088740
2298.04937989 1.00029908 0.00032604 0.78622484 0.57810148 103.89949702 -0.13692653 -0.17129517 0.00163993
2298.05007464 1.00019198 0.00032602 0.97964172 0.33645398 100.01631069 -0.02026372 -0.10293579 0.00108981
2298.05076938 0.99973898 0.00032594 0.54554484 0.58699161 96.13646418 -0.19850850 -0.17129517 0.00185666
2298.05146413 1.00003822 0.00032599 0.55396404 0.77439689 92.26385855 -0.23661701 -0.15179443 0.00196932
2298.05215888 1.00074511 0.00032611 0.42016743 0.57112385 88.40236283 -0.16431248 -0.14202881 0.00165603
2298.05285361 0.99994696 0.00032598 0.02224028 0.15092558 84.55590275 0.05884041 -0.17129517 0.00095610
2298.05354836 0.99982276 0.00032596 -0.20126393 0.08534257 80.72821635 0.01230083 -0.13226318 0.00114678
2298.05424310 0.99944299 0.00032590 0.09762682 0.21682994 76.92304066 -0.13387922 -0.21023560 0.00169652
2298.05493785 0.99951339 0.00032591 0.18850453 0.04628355 73.14249846 0.03405964 -0.09310913 0.00101783
2298.05563259 1.00050226 0.00032607 -0.08041437 0.09685175 69.38798582 0.00532683 -0.14202881 0.00120034
2298.05632733 1.00031029 0.00032604 -0.36078182 0.34539537 65.66094887 -0.03416193 -0.14202881 0.00118193
2298.05702208 0.99957240 0.00032592 -0.22769374 0.45651032 61.96265400 -0.03703769 -0.19079590 0.00125802
2298.05771682 1.00022867 0.00032602 -0.34001484 0.27424998 58.29450865 -0.01473484 -0.13226318 0.00122626
2298.05841157 0.99926138 0.00032587 -0.73713975 0.18214355 54.65669341 0.02133321 -0.09310913 0.00123358
2298.05910631 1.00010352 0.00032600 -0.24935704 -0.09769152 51.04803813 0.02817352 -0.21023560 0.00113721
2298.05980106 1.00027781 0.00032603 -0.01152378 0.71259477 47.46730653 -0.03265416 -0.13226318 0.00130234
2298.06049579 0.99968819 0.00032594 -0.53442751 0.61488496 43.91331423 -0.10200553 -0.17129517 0.00155906
2298.06119054 1.00010935 0.00032600 -0.37903177 0.67385712 40.38470325 -0.11738272 -0.19079590 0.00157531
2298.06188529 1.00020643 0.00032602 -0.04217404 0.57338441 36.87992247 -0.24014756 -0.16156006 0.00203155
2298.06258003 1.00077025 0.00032611 0.45065517 0.09082483 33.39630246 -0.11620134 -0.15179443 0.00152487
2298.06327478 0.99990682 0.00032597 0.10142038 -0.00414859 29.93099591 -0.11333958 -0.19079590 0.00157958
2298.06396951 0.99990872 0.00032597 -0.30884140 0.34515855 26.48120627 -0.02494169 -0.21997070 0.00124660
2298.06466426 0.99982462 0.00032596 -0.33435293 0.46344538 23.04397042 -0.08161442 -0.14202881 0.00147531
2298.06535900 0.99941620 0.00032589 0.03518119 0.15884111 19.61645139 -0.00613726 -0.22967529 0.00123141
2298.06605375 1.00004707 0.00032599 0.11600356 0.34771679 16.19544652 -0.03494730 -0.15179443 0.00121105
2298.06674849 1.00047433 0.00032606 -0.63754667 0.26273515 12.77759972 0.04411659 -0.20053101 0.00103397
2298.06744323 1.00037523 0.00032605 -0.82385601 0.44219526 9.35961655 -0.01304792 -0.19079590 0.00127290
2298.06813797 1.00051197 0.00032607 -0.22823640 0.22536398 5.93803061 -0.05466034 -0.20050049 0.00134939
2298.06883272 1.00029033 0.00032603 -0.33331026 -0.08788183 2.50954994 -0.06922162 -0.21997070 0.00147360
2298.06952747 1.00037542 0.00032605 -0.34330934 0.50733296 359.07105445 -0.04563322 -0.14202881 0.00135212
2298.07022221 1.00004318 0.00032599 0.16117873 0.81713751 355.61966700 -0.04359779 -0.24908447 0.00128712
2298.07091695 1.00028896 0.00032603 0.29198292 -0.14885775 352.15258903 -0.06188435 -0.17129517 0.00142038
