# time-2457000 flux       flux_err  
1492.09561824 1.00253606 0.00096831
1492.09700715 1.00423825 0.00096917
1492.09839605 1.00377715 0.00096887
1492.09978496 1.00294220 0.00096800
1492.10117387 1.00415099 0.00096873
1492.10256277 1.00431705 0.00096882
1492.10395168 1.00452447 0.00096869
1492.10534059 1.00208855 0.00096807
1492.10672949 1.00133598 0.00096801
1492.10811840 1.00391912 0.00096850
1492.10950731 1.00143087 0.00096764
1492.11089621 1.00303364 0.00096829
1492.11228512 1.00393975 0.00096882
1492.11367402 1.00287986 0.00096820
1492.11506293 1.00382650 0.00096926
1492.11645184 1.00423944 0.00096862
1492.11784074 1.00431013 0.00096866
1492.11922965 1.00512207 0.00097018
1492.12061856 1.00165725 0.00096802
1492.12200746 1.00201297 0.00096801
1492.12339637 1.00239682 0.00096789
1492.12478528 1.00262558 0.00096853
1492.12617418 1.00219548 0.00096809
1492.12756309 1.00196683 0.00096814
1492.12895199 1.00409317 0.00096923
1492.13034090 1.00317466 0.00096828
1492.13172981 1.00304914 0.00096805
1492.13311871 1.00237870 0.00096774
1492.13450762 1.00381708 0.00096904
1492.13589653 1.00374019 0.00096922
1492.13728543 1.00429142 0.00096879
1492.13867434 1.00244474 0.00096839
1492.14006325 1.00135922 0.00096784
1492.14145215 1.00255573 0.00096807
1492.14284106 1.00331414 0.00096939
1492.14422996 1.00426030 0.00096905
1492.14561887 1.00200260 0.00096781
1492.14700778 1.00252640 0.00096824
1492.14839668 1.00372612 0.00096869
1492.14978559 1.00374413 0.00096899
1492.15117450 1.00399280 0.00096943
1492.15256340 1.00395012 0.00096865
1492.15395231 1.00265300 0.00096814
1492.15534121 1.00205803 0.00096807
1492.15673012 1.00377285 0.00096860
1492.15811903 1.00340664 0.00096927
1492.15950793 1.00418675 0.00096855
1492.16089684 1.00412357 0.00096921
1492.16228575 1.00359690 0.00096850
1492.16367465 1.00321531 0.00096844
1492.16506356 1.00188220 0.00096797
1492.16645247 1.00380075 0.00096867
1492.16784137 1.00285697 0.00096836
1492.16923028 1.00257814 0.00096838
1492.17061918 1.00321460 0.00096832
1492.17200809 1.00333655 0.00096897
1492.17339700 1.00554609 0.00096928
1492.17478590 1.00223994 0.00096784
1492.17617481 1.00491536 0.00096937
1492.17756372 1.00058341 0.00096795
1492.17895262 1.00153446 0.00096776
1492.18034153 1.00357258 0.00096874
1492.18173043 1.00201762 0.00096808
1492.18311934 1.00198305 0.00096805
1492.18450825 1.00325096 0.00096877
1492.18589715 1.00423837 0.00096900
1492.18728606 1.00411630 0.00096867
1492.18867497 1.00250518 0.00096816
1492.19006387 1.00423455 0.00096921
1492.19145278 1.00364053 0.00096823
